Type;Variable;Group;Week;Year;Age;Vax_status;Value
antal;cases;notprevpos;7;2022;70-79;Anden vaccination;16862,0
antal;cases;notprevpos;7;2022;70-79;Fuld effekt efter primært forløb;234,0
antal;cases;notprevpos;7;2022;70-79;Fuld effekt efter revaccination;16626,0
antal;cases;notprevpos;6;2022;70-79;Ingen vaccination;221,0
antal;cases;notprevpos;6;2022;70-79;Første vaccination;17,0
antal;cases;notprevpos;6;2022;70-79;Anden vaccination;13626,0
antal;cases;notprevpos;6;2022;70-79;Fuld effekt efter primært forløb;204,0
antal;cases;notprevpos;6;2022;70-79;Fuld effekt efter revaccination;13420,0
antal;cases;notprevpos;5;2022;70-79;Ingen vaccination;165,0
antal;cases;notprevpos;5;2022;70-79;Første vaccination;12,0
antal;cases;notprevpos;5;2022;70-79;Anden vaccination;9299,0
antal;cases;notprevpos;5;2022;70-79;Fuld effekt efter primært forløb;176,0
antal;cases;notprevpos;5;2022;70-79;Fuld effekt efter revaccination;9123,0
antal;cases;notprevpos;4;2022;70-79;Ingen vaccination;146,0
antal;cases;notprevpos;4;2022;70-79;Første vaccination;11,0
antal;cases;notprevpos;4;2022;70-79;Anden vaccination;6234,0
antal;cases;notprevpos;4;2022;70-79;Fuld effekt efter primært forløb;184,0
antal;cases;notprevpos;4;2022;70-79;Fuld effekt efter revaccination;6048,0
antal;cases;notprevpos;3;2022;70-79;Ingen vaccination;124,0
antal;cases;notprevpos;3;2022;70-79;Første vaccination;3,0
antal;cases;notprevpos;3;2022;70-79;Anden vaccination;4096,0
antal;cases;notprevpos;3;2022;70-79;Fuld effekt efter primært forløb;169,0
antal;cases;notprevpos;3;2022;70-79;Fuld effekt efter revaccination;3923,0
antal;cases;notprevpos;2;2022;70-79;Ingen vaccination;82,0
antal;cases;notprevpos;2;2022;70-79;Første vaccination;17,0
antal;cases;notprevpos;2;2022;70-79;Anden vaccination;2445,0
antal;cases;notprevpos;2;2022;70-79;Fuld effekt efter primært forløb;159,0
antal;cases;notprevpos;2;2022;70-79;Fuld effekt efter revaccination;2284,0
antal;cases;notprevpos;1;2022;70-79;Ingen vaccination;96,0
antal;cases;notprevpos;1;2022;70-79;Første vaccination;14,0
antal;cases;notprevpos;1;2022;70-79;Anden vaccination;2557,0
antal;cases;notprevpos;1;2022;70-79;Fuld effekt efter primært forløb;213,0
antal;cases;notprevpos;1;2022;70-79;Fuld effekt efter revaccination;2343,0
antal;cases;notprevpos;52;2021;70-79;Ingen vaccination;131,0
antal;cases;notprevpos;52;2021;70-79;Første vaccination;20,0
antal;cases;notprevpos;52;2021;70-79;Anden vaccination;4322,0
antal;cases;notprevpos;52;2021;70-79;Fuld effekt efter primært forløb;499,0
antal;cases;notprevpos;52;2021;70-79;Fuld effekt efter revaccination;3819,0
antal;cases;notprevpos;51;2021;70-79;Ingen vaccination;66,0
antal;cases;notprevpos;51;2021;70-79;Første vaccination;9,0
antal;cases;notprevpos;51;2021;70-79;Anden vaccination;1473,0
antal;cases;notprevpos;51;2021;70-79;Fuld effekt efter primært forløb;471,0
antal;cases;notprevpos;51;2021;70-79;Fuld effekt efter revaccination;1000,0
antal;cases;notprevpos;50;2021;70-79;Ingen vaccination;76,0
antal;cases;notprevpos;50;2021;70-79;Første vaccination;6,0
antal;cases;notprevpos;50;2021;70-79;Anden vaccination;1340,0
antal;cases;notprevpos;50;2021;70-79;Fuld effekt efter primært forløb;831,0
antal;cases;notprevpos;50;2021;70-79;Fuld effekt efter revaccination;508,0
antal;cases;notprevpos;49;2021;70-79;Ingen vaccination;59,0
antal;cases;notprevpos;49;2021;70-79;Første vaccination;3,0
antal;cases;notprevpos;49;2021;70-79;Anden vaccination;1372,0
antal;cases;notprevpos;49;2021;70-79;Fuld effekt efter primært forløb;1169,0
antal;cases;notprevpos;49;2021;70-79;Fuld effekt efter revaccination;203,0
antal;cases;notprevpos;48;2021;70-79;Ingen vaccination;47,0
antal;cases;notprevpos;48;2021;70-79;Første vaccination;5,0
antal;cases;notprevpos;48;2021;70-79;Anden vaccination;1444,0
antal;cases;notprevpos;48;2021;70-79;Fuld effekt efter primært forløb;1333,0
antal;cases;notprevpos;48;2021;70-79;Fuld effekt efter revaccination;111,0
antal;cases;notprevpos;11;2022;80+;Ingen vaccination;57,0
antal;cases;notprevpos;11;2022;80+;Første vaccination;1,0
antal;cases;notprevpos;11;2022;80+;Anden vaccination;3206,0
antal;cases;notprevpos;11;2022;80+;Fuld effekt efter primært forløb;55,0
antal;cases;notprevpos;11;2022;80+;Fuld effekt efter revaccination;3151,0
antal;cases;notprevpos;10;2022;80+;Ingen vaccination;78,0
antal;cases;notprevpos;10;2022;80+;Første vaccination;5,0
antal;cases;notprevpos;10;2022;80+;Anden vaccination;4141,0
antal;cases;notprevpos;10;2022;80+;Fuld effekt efter primært forløb;67,0
antal;cases;notprevpos;10;2022;80+;Fuld effekt efter revaccination;4074,0
antal;cases;notprevpos;9;2022;80+;Ingen vaccination;94,0
antal;cases;notprevpos;9;2022;80+;Første vaccination;11,0
antal;cases;notprevpos;9;2022;80+;Anden vaccination;5133,0
antal;cases;notprevpos;9;2022;80+;Fuld effekt efter primært forløb;79,0
antal;cases;notprevpos;9;2022;80+;Fuld effekt efter revaccination;5053,0
antal;cases;notprevpos;8;2022;80+;Ingen vaccination;127,0
antal;cases;notprevpos;8;2022;80+;Første vaccination;10,0
antal;cases;notprevpos;8;2022;80+;Anden vaccination;5916,0
antal;cases;notprevpos;8;2022;80+;Fuld effekt efter primært forløb;133,0
antal;cases;notprevpos;8;2022;80+;Fuld effekt efter revaccination;5783,0
antal;cases;notprevpos;7;2022;80+;Ingen vaccination;117,0
antal;cases;notprevpos;7;2022;80+;Første vaccination;9,0
antal;cases;notprevpos;7;2022;80+;Anden vaccination;6621,0
antal;cases;notprevpos;7;2022;80+;Fuld effekt efter primært forløb;148,0
antal;cases;notprevpos;7;2022;80+;Fuld effekt efter revaccination;6471,0
antal;cases;notprevpos;6;2022;80+;Ingen vaccination;97,0
antal;cases;notprevpos;6;2022;80+;Første vaccination;11,0
antal;cases;notprevpos;6;2022;80+;Anden vaccination;5073,0
antal;cases;notprevpos;6;2022;80+;Fuld effekt efter primært forløb;142,0
antal;cases;notprevpos;6;2022;80+;Fuld effekt efter revaccination;4930,0
antal;cases;notprevpos;5;2022;80+;Ingen vaccination;94,0
antal;cases;notprevpos;5;2022;80+;Første vaccination;13,0
antal;cases;notprevpos;5;2022;80+;Anden vaccination;3460,0
antal;cases;notprevpos;5;2022;80+;Fuld effekt efter primært forløb;113,0
antal;cases;notprevpos;5;2022;80+;Fuld effekt efter revaccination;3345,0
antal;cases;notprevpos;4;2022;80+;Ingen vaccination;71,0
antal;cases;notprevpos;4;2022;80+;Første vaccination;9,0
antal;cases;notprevpos;4;2022;80+;Anden vaccination;2427,0
antal;cases;notprevpos;4;2022;80+;Fuld effekt efter primært forløb;119,0
antal;cases;notprevpos;4;2022;80+;Fuld effekt efter revaccination;2306,0
antal;cases;notprevpos;3;2022;80+;Ingen vaccination;54,0
antal;cases;notprevpos;3;2022;80+;Første vaccination;9,0
antal;cases;notprevpos;3;2022;80+;Anden vaccination;1540,0
antal;cases;notprevpos;3;2022;80+;Fuld effekt efter primært forløb;96,0
antal;cases;notprevpos;3;2022;80+;Fuld effekt efter revaccination;1441,0
antal;cases;notprevpos;2;2022;80+;Ingen vaccination;61,0
antal;cases;notprevpos;2;2022;80+;Første vaccination;4,0
antal;cases;notprevpos;2;2022;80+;Anden vaccination;1161,0
antal;cases;notprevpos;2;2022;80+;Fuld effekt efter primært forløb;71,0
antal;cases;notprevpos;2;2022;80+;Fuld effekt efter revaccination;1089,0
antal;cases;notprevpos;1;2022;80+;Ingen vaccination;66,0
antal;cases;notprevpos;1;2022;80+;Første vaccination;11,0
antal;cases;notprevpos;1;2022;80+;Anden vaccination;1298,0
antal;cases;notprevpos;1;2022;80+;Fuld effekt efter primært forløb;93,0
antal;cases;notprevpos;1;2022;80+;Fuld effekt efter revaccination;1202,0
antal;cases;notprevpos;52;2021;80+;Ingen vaccination;47,0
antal;cases;notprevpos;52;2021;80+;Første vaccination;10,0
antal;cases;notprevpos;52;2021;80+;Anden vaccination;1848,0
antal;cases;notprevpos;52;2021;80+;Fuld effekt efter primært forløb;195,0
antal;cases;notprevpos;52;2021;80+;Fuld effekt efter revaccination;1651,0
antal;cases;notprevpos;51;2021;80+;Ingen vaccination;40,0
antal;cases;notprevpos;51;2021;80+;Første vaccination;7,0
antal;cases;notprevpos;51;2021;80+;Anden vaccination;568,0
antal;cases;notprevpos;51;2021;80+;Fuld effekt efter primært forløb;132,0
antal;cases;notprevpos;51;2021;80+;Fuld effekt efter revaccination;434,0
antal;cases;notprevpos;50;2021;80+;Ingen vaccination;28,0
antal;cases;notprevpos;50;2021;80+;Første vaccination;4,0
antal;cases;notprevpos;50;2021;80+;Anden vaccination;481,0
antal;cases;notprevpos;50;2021;80+;Fuld effekt efter primært forløb;183,0
antal;cases;notprevpos;50;2021;80+;Fuld effekt efter revaccination;297,0
antal;cases;notprevpos;49;2021;80+;Ingen vaccination;31,0
antal;cases;notprevpos;49;2021;80+;Første vaccination;5,0
antal;cases;notprevpos;49;2021;80+;Anden vaccination;377,0
antal;cases;notprevpos;49;2021;80+;Fuld effekt efter primært forløb;205,0
antal;cases;notprevpos;49;2021;80+;Fuld effekt efter revaccination;171,0
antal;cases;notprevpos;48;2021;80+;Ingen vaccination;14,0
antal;cases;notprevpos;48;2021;80+;Første vaccination;2,0
antal;cases;notprevpos;48;2021;80+;Anden vaccination;349,0
antal;cases;notprevpos;48;2021;80+;Fuld effekt efter primært forløb;241,0
antal;cases;notprevpos;48;2021;80+;Fuld effekt efter revaccination;108,0
antal;dode;NA;11;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;11;2022;0-5;Første vaccination;0,0
antal;dode;NA;11;2022;0-5;Anden vaccination;0,0
antal;dode;NA;11;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;11;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;10;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;10;2022;0-5;Første vaccination;0,0
antal;dode;NA;10;2022;0-5;Anden vaccination;0,0
antal;dode;NA;10;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;10;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;9;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;9;2022;0-5;Første vaccination;0,0
antal;dode;NA;9;2022;0-5;Anden vaccination;0,0
antal;dode;NA;9;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;9;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;8;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;8;2022;0-5;Første vaccination;0,0
antal;dode;NA;8;2022;0-5;Anden vaccination;0,0
antal;dode;NA;8;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;8;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;7;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;7;2022;0-5;Første vaccination;0,0
antal;dode;NA;7;2022;0-5;Anden vaccination;0,0
antal;dode;NA;7;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;7;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;6;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;6;2022;0-5;Første vaccination;0,0
antal;dode;NA;6;2022;0-5;Anden vaccination;0,0
antal;dode;NA;6;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;6;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;5;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;5;2022;0-5;Første vaccination;0,0
antal;dode;NA;5;2022;0-5;Anden vaccination;0,0
antal;dode;NA;5;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;5;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;4;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;4;2022;0-5;Første vaccination;0,0
antal;dode;NA;4;2022;0-5;Anden vaccination;0,0
antal;dode;NA;4;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;4;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;3;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;3;2022;0-5;Første vaccination;0,0
antal;dode;NA;3;2022;0-5;Anden vaccination;0,0
antal;dode;NA;3;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;3;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;2;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;2;2022;0-5;Første vaccination;0,0
antal;dode;NA;2;2022;0-5;Anden vaccination;0,0
antal;dode;NA;2;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;2;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;1;2022;0-5;Ingen vaccination;0,0
antal;dode;NA;1;2022;0-5;Første vaccination;0,0
antal;dode;NA;1;2022;0-5;Anden vaccination;0,0
antal;dode;NA;1;2022;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;1;2022;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;52;2021;0-5;Ingen vaccination;0,0
antal;dode;NA;52;2021;0-5;Første vaccination;0,0
antal;dode;NA;52;2021;0-5;Anden vaccination;0,0
antal;dode;NA;52;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;52;2021;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;51;2021;0-5;Ingen vaccination;0,0
antal;dode;NA;51;2021;0-5;Første vaccination;0,0
antal;dode;NA;51;2021;0-5;Anden vaccination;0,0
antal;dode;NA;51;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;51;2021;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;50;2021;0-5;Ingen vaccination;0,0
antal;dode;NA;50;2021;0-5;Første vaccination;0,0
antal;dode;NA;50;2021;0-5;Anden vaccination;0,0
antal;dode;NA;50;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;50;2021;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;49;2021;0-5;Ingen vaccination;0,0
antal;dode;NA;49;2021;0-5;Første vaccination;0,0
antal;dode;NA;49;2021;0-5;Anden vaccination;0,0
antal;dode;NA;49;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;49;2021;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;48;2021;0-5;Ingen vaccination;0,0
antal;dode;NA;48;2021;0-5;Første vaccination;0,0
antal;dode;NA;48;2021;0-5;Anden vaccination;0,0
antal;dode;NA;48;2021;0-5;Fuld effekt efter primært forløb;0,0
antal;dode;NA;48;2021;0-5;Fuld effekt efter revaccination;0,0
antal;dode;NA;11;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;11;2022;6-11;Første vaccination;0,0
antal;dode;NA;11;2022;6-11;Anden vaccination;0,0
antal;dode;NA;11;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;11;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;10;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;10;2022;6-11;Første vaccination;0,0
antal;dode;NA;10;2022;6-11;Anden vaccination;0,0
antal;dode;NA;10;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;10;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;9;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;9;2022;6-11;Første vaccination;0,0
antal;dode;NA;9;2022;6-11;Anden vaccination;0,0
antal;dode;NA;9;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;9;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;8;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;8;2022;6-11;Første vaccination;0,0
antal;dode;NA;8;2022;6-11;Anden vaccination;0,0
antal;dode;NA;8;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;8;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;7;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;7;2022;6-11;Første vaccination;0,0
antal;dode;NA;7;2022;6-11;Anden vaccination;0,0
antal;dode;NA;7;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;7;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;6;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;6;2022;6-11;Første vaccination;0,0
antal;dode;NA;6;2022;6-11;Anden vaccination;0,0
antal;dode;NA;6;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;6;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;5;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;5;2022;6-11;Første vaccination;0,0
antal;dode;NA;5;2022;6-11;Anden vaccination;1,0
antal;dode;NA;5;2022;6-11;Fuld effekt efter primært forløb;1,0
antal;dode;NA;5;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;4;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;4;2022;6-11;Første vaccination;0,0
antal;dode;NA;4;2022;6-11;Anden vaccination;0,0
antal;dode;NA;4;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;4;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;3;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;3;2022;6-11;Første vaccination;0,0
antal;dode;NA;3;2022;6-11;Anden vaccination;0,0
antal;dode;NA;3;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;3;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;2;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;2;2022;6-11;Første vaccination;0,0
antal;dode;NA;2;2022;6-11;Anden vaccination;0,0
antal;dode;NA;2;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;2;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;1;2022;6-11;Ingen vaccination;0,0
antal;dode;NA;1;2022;6-11;Første vaccination;0,0
antal;dode;NA;1;2022;6-11;Anden vaccination;0,0
antal;dode;NA;1;2022;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;1;2022;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;52;2021;6-11;Ingen vaccination;0,0
antal;dode;NA;52;2021;6-11;Første vaccination;0,0
antal;dode;NA;52;2021;6-11;Anden vaccination;0,0
antal;dode;NA;52;2021;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;52;2021;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;51;2021;6-11;Ingen vaccination;0,0
antal;dode;NA;51;2021;6-11;Første vaccination;0,0
antal;dode;NA;51;2021;6-11;Anden vaccination;0,0
antal;dode;NA;51;2021;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;51;2021;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;50;2021;6-11;Ingen vaccination;0,0
antal;dode;NA;50;2021;6-11;Første vaccination;0,0
antal;dode;NA;50;2021;6-11;Anden vaccination;0,0
antal;dode;NA;50;2021;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;50;2021;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;49;2021;6-11;Ingen vaccination;0,0
antal;dode;NA;49;2021;6-11;Første vaccination;0,0
antal;dode;NA;49;2021;6-11;Anden vaccination;0,0
antal;dode;NA;49;2021;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;49;2021;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;48;2021;6-11;Ingen vaccination;0,0
antal;dode;NA;48;2021;6-11;Første vaccination;0,0
antal;dode;NA;48;2021;6-11;Anden vaccination;0,0
antal;dode;NA;48;2021;6-11;Fuld effekt efter primært forløb;0,0
antal;dode;NA;48;2021;6-11;Fuld effekt efter revaccination;0,0
antal;dode;NA;11;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;11;2022;12-15;Første vaccination;0,0
antal;dode;NA;11;2022;12-15;Anden vaccination;0,0
antal;dode;NA;11;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;11;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;10;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;10;2022;12-15;Første vaccination;0,0
antal;dode;NA;10;2022;12-15;Anden vaccination;0,0
antal;dode;NA;10;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;10;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;9;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;9;2022;12-15;Første vaccination;0,0
antal;dode;NA;9;2022;12-15;Anden vaccination;0,0
antal;dode;NA;9;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;9;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;8;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;8;2022;12-15;Første vaccination;0,0
antal;dode;NA;8;2022;12-15;Anden vaccination;0,0
antal;dode;NA;8;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;8;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;7;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;7;2022;12-15;Første vaccination;0,0
antal;dode;NA;7;2022;12-15;Anden vaccination;0,0
antal;dode;NA;7;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;7;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;6;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;6;2022;12-15;Første vaccination;0,0
antal;dode;NA;6;2022;12-15;Anden vaccination;0,0
antal;dode;NA;6;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;6;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;5;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;5;2022;12-15;Første vaccination;0,0
antal;dode;NA;5;2022;12-15;Anden vaccination;0,0
antal;dode;NA;5;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;5;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;4;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;4;2022;12-15;Første vaccination;0,0
antal;dode;NA;4;2022;12-15;Anden vaccination;0,0
antal;dode;NA;4;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;4;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;3;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;3;2022;12-15;Første vaccination;0,0
antal;dode;NA;3;2022;12-15;Anden vaccination;0,0
antal;dode;NA;3;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;3;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;2;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;2;2022;12-15;Første vaccination;0,0
antal;dode;NA;2;2022;12-15;Anden vaccination;0,0
antal;dode;NA;2;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;2;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;1;2022;12-15;Ingen vaccination;0,0
antal;dode;NA;1;2022;12-15;Første vaccination;0,0
antal;dode;NA;1;2022;12-15;Anden vaccination;0,0
antal;dode;NA;1;2022;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;1;2022;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;52;2021;12-15;Ingen vaccination;0,0
antal;dode;NA;52;2021;12-15;Første vaccination;0,0
antal;dode;NA;52;2021;12-15;Anden vaccination;0,0
antal;dode;NA;52;2021;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;52;2021;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;51;2021;12-15;Ingen vaccination;0,0
antal;dode;NA;51;2021;12-15;Første vaccination;0,0
antal;dode;NA;51;2021;12-15;Anden vaccination;0,0
antal;dode;NA;51;2021;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;51;2021;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;50;2021;12-15;Ingen vaccination;0,0
antal;dode;NA;50;2021;12-15;Første vaccination;0,0
antal;dode;NA;50;2021;12-15;Anden vaccination;0,0
antal;dode;NA;50;2021;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;50;2021;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;49;2021;12-15;Ingen vaccination;0,0
antal;dode;NA;49;2021;12-15;Første vaccination;0,0
antal;dode;NA;49;2021;12-15;Anden vaccination;0,0
antal;dode;NA;49;2021;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;49;2021;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;48;2021;12-15;Ingen vaccination;0,0
antal;dode;NA;48;2021;12-15;Første vaccination;0,0
antal;dode;NA;48;2021;12-15;Anden vaccination;0,0
antal;dode;NA;48;2021;12-15;Fuld effekt efter primært forløb;0,0
antal;dode;NA;48;2021;12-15;Fuld effekt efter revaccination;0,0
antal;dode;NA;11;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;11;2022;16-19;Første vaccination;0,0
antal;dode;NA;11;2022;16-19;Anden vaccination;1,0
antal;dode;NA;11;2022;16-19;Fuld effekt efter primært forløb;1,0
antal;dode;NA;11;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;10;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;10;2022;16-19;Første vaccination;0,0
antal;dode;NA;10;2022;16-19;Anden vaccination;0,0
antal;dode;NA;10;2022;16-19;Fuld effekt efter primært forløb;0,0
antal;dode;NA;10;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;9;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;9;2022;16-19;Første vaccination;0,0
antal;dode;NA;9;2022;16-19;Anden vaccination;0,0
antal;dode;NA;9;2022;16-19;Fuld effekt efter primært forløb;0,0
antal;dode;NA;9;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;8;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;8;2022;16-19;Første vaccination;0,0
antal;dode;NA;8;2022;16-19;Anden vaccination;0,0
antal;dode;NA;8;2022;16-19;Fuld effekt efter primært forløb;0,0
antal;dode;NA;8;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;7;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;7;2022;16-19;Første vaccination;0,0
antal;dode;NA;7;2022;16-19;Anden vaccination;0,0
antal;dode;NA;7;2022;16-19;Fuld effekt efter primært forløb;0,0
antal;dode;NA;7;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;6;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;6;2022;16-19;Første vaccination;0,0
antal;dode;NA;6;2022;16-19;Anden vaccination;0,0
antal;dode;NA;6;2022;16-19;Fuld effekt efter primært forløb;0,0
antal;dode;NA;6;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;5;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;5;2022;16-19;Første vaccination;0,0
antal;dode;NA;5;2022;16-19;Anden vaccination;0,0
antal;dode;NA;5;2022;16-19;Fuld effekt efter primært forløb;0,0
antal;dode;NA;5;2022;16-19;Fuld effekt efter revaccination;0,0
antal;dode;NA;4;2022;16-19;Ingen vaccination;0,0
antal;dode;NA;4;2022;16-19;Første vaccination;0,0
antal;dode;NA;4;2022;16-19;Anden vaccination;0,0
