"Prøvedato";"Region";"infected";"Antal borgere";"Type af tilfælde (reinfektion eller bekræftet tilfælde)";"type_count"
2021-03-28;Hovedstaden;0;1848504;1.Reinfektion;1
2021-03-28;Hovedstaden;322;1848504;2.Bekræftede tilfælde;2
2021-03-28;Midtjylland;1;1329865;1.Reinfektion;1
2021-03-28;Midtjylland;76;1329865;2.Bekræftede tilfælde;2
2021-03-28;Nordjylland;0;589667;1.Reinfektion;1
2021-03-28;Nordjylland;25;589667;2.Bekræftede tilfælde;2
2021-03-28;Sjælland;2;837036;1.Reinfektion;1
2021-03-28;Sjælland;63;837036;2.Bekræftede tilfælde;2
2021-03-28;Syddanmark;1;1221797;1.Reinfektion;1
2021-03-28;Syddanmark;124;1221797;2.Bekræftede tilfælde;2
2021-03-29;Hovedstaden;2;1848504;1.Reinfektion;1
2021-03-29;Hovedstaden;404;1848504;2.Bekræftede tilfælde;2
2021-03-29;Midtjylland;0;1329865;1.Reinfektion;1
2021-03-29;Midtjylland;97;1329865;2.Bekræftede tilfælde;2
2021-03-29;Nordjylland;0;589667;1.Reinfektion;1
2021-03-29;Nordjylland;40;589667;2.Bekræftede tilfælde;2
2021-03-29;Sjælland;0;837036;1.Reinfektion;1
2021-03-29;Sjælland;89;837036;2.Bekræftede tilfælde;2
2021-03-29;Syddanmark;0;1221797;1.Reinfektion;1
2021-03-29;Syddanmark;133;1221797;2.Bekræftede tilfælde;2
2021-03-30;Hovedstaden;4;1848504;1.Reinfektion;1
2021-03-30;Hovedstaden;366;1848504;2.Bekræftede tilfælde;2
2021-03-30;Midtjylland;1;1329865;1.Reinfektion;1
2021-03-30;Midtjylland;92;1329865;2.Bekræftede tilfælde;2
2021-03-30;Nordjylland;1;589667;1.Reinfektion;1
2021-03-30;Nordjylland;41;589667;2.Bekræftede tilfælde;2
2021-03-30;Sjælland;0;837036;1.Reinfektion;1
2021-03-30;Sjælland;63;837036;2.Bekræftede tilfælde;2
2021-03-30;Syddanmark;3;1221797;1.Reinfektion;1
2021-03-30;Syddanmark;106;1221797;2.Bekræftede tilfælde;2
2021-03-31;Hovedstaden;5;1848504;1.Reinfektion;1
2021-03-31;Hovedstaden;371;1848504;2.Bekræftede tilfælde;2
2021-03-31;Midtjylland;0;1329865;1.Reinfektion;1
2021-03-31;Midtjylland;100;1329865;2.Bekræftede tilfælde;2
2021-03-31;Nordjylland;0;589667;1.Reinfektion;1
2021-03-31;Nordjylland;50;589667;2.Bekræftede tilfælde;2
2021-03-31;Sjælland;1;837036;1.Reinfektion;1
2021-03-31;Sjælland;58;837036;2.Bekræftede tilfælde;2
2021-03-31;Syddanmark;2;1221797;1.Reinfektion;1
2021-03-31;Syddanmark;106;1221797;2.Bekræftede tilfælde;2
2021-04-01;Hovedstaden;4;1848504;1.Reinfektion;1
2021-04-01;Hovedstaden;355;1848504;2.Bekræftede tilfælde;2
2021-04-01;Midtjylland;2;1329865;1.Reinfektion;1
2021-04-01;Midtjylland;109;1329865;2.Bekræftede tilfælde;2
2021-04-01;Nordjylland;0;589667;1.Reinfektion;1
2021-04-01;Nordjylland;46;589667;2.Bekræftede tilfælde;2
2021-04-01;Sjælland;1;837036;1.Reinfektion;1
2021-04-01;Sjælland;90;837036;2.Bekræftede tilfælde;2
2021-04-01;Syddanmark;0;1221797;1.Reinfektion;1
2021-04-01;Syddanmark;106;1221797;2.Bekræftede tilfælde;2
2021-04-02;Hovedstaden;4;1848504;1.Reinfektion;1
2021-04-02;Hovedstaden;273;1848504;2.Bekræftede tilfælde;2
2021-04-02;Midtjylland;1;1329865;1.Reinfektion;1
2021-04-02;Midtjylland;90;1329865;2.Bekræftede tilfælde;2
2021-04-02;Nordjylland;0;589667;1.Reinfektion;1
2021-04-02;Nordjylland;36;589667;2.Bekræftede tilfælde;2
2021-04-02;Sjælland;1;837036;1.Reinfektion;1
2021-04-02;Sjælland;63;837036;2.Bekræftede tilfælde;2
2021-04-02;Syddanmark;0;1221797;1.Reinfektion;1
2021-04-02;Syddanmark;86;1221797;2.Bekræftede tilfælde;2
2021-04-03;Hovedstaden;3;1848504;1.Reinfektion;1
2021-04-03;Hovedstaden;239;1848504;2.Bekræftede tilfælde;2
2021-04-03;Midtjylland;0;1329865;1.Reinfektion;1
2021-04-03;Midtjylland;109;1329865;2.Bekræftede tilfælde;2
2021-04-03;Nordjylland;0;589667;1.Reinfektion;1
2021-04-03;Nordjylland;39;589667;2.Bekræftede tilfælde;2
2021-04-03;Sjælland;0;837036;1.Reinfektion;1
2021-04-03;Sjælland;56;837036;2.Bekræftede tilfælde;2
2021-04-03;Syddanmark;0;1221797;1.Reinfektion;1
2021-04-03;Syddanmark;73;1221797;2.Bekræftede tilfælde;2
2021-04-04;Hovedstaden;3;1848504;1.Reinfektion;1
2021-04-04;Hovedstaden;240;1848504;2.Bekræftede tilfælde;2
2021-04-04;Midtjylland;2;1329865;1.Reinfektion;1
2021-04-04;Midtjylland;75;1329865;2.Bekræftede tilfælde;2
2021-04-04;Nordjylland;1;589667;1.Reinfektion;1
2021-04-04;Nordjylland;42;589667;2.Bekræftede tilfælde;2
2021-04-04;Sjælland;0;837036;1.Reinfektion;1
2021-04-04;Sjælland;41;837036;2.Bekræftede tilfælde;2
2021-04-04;Syddanmark;2;1221797;1.Reinfektion;1
2021-04-04;Syddanmark;61;1221797;2.Bekræftede tilfælde;2
2021-04-05;Hovedstaden;2;1849125;1.Reinfektion;1
2021-04-05;Hovedstaden;269;1849125;2.Bekræftede tilfælde;2
2021-04-05;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-05;Midtjylland;88;1330322;2.Bekræftede tilfælde;2
2021-04-05;Nordjylland;3;589681;1.Reinfektion;1
2021-04-05;Nordjylland;50;589681;2.Bekræftede tilfælde;2
2021-04-05;Sjælland;2;837482;1.Reinfektion;1
2021-04-05;Sjælland;64;837482;2.Bekræftede tilfælde;2
2021-04-05;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-05;Syddanmark;80;1222127;2.Bekræftede tilfælde;2
2021-04-06;Hovedstaden;8;1849125;1.Reinfektion;1
2021-04-06;Hovedstaden;373;1849125;2.Bekræftede tilfælde;2
2021-04-06;Midtjylland;2;1330322;1.Reinfektion;1
2021-04-06;Midtjylland;97;1330322;2.Bekræftede tilfælde;2
2021-04-06;Nordjylland;1;589681;1.Reinfektion;1
2021-04-06;Nordjylland;52;589681;2.Bekræftede tilfælde;2
2021-04-06;Sjælland;0;837482;1.Reinfektion;1
2021-04-06;Sjælland;64;837482;2.Bekræftede tilfælde;2
2021-04-06;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-06;Syddanmark;109;1222127;2.Bekræftede tilfælde;2
2021-04-07;Hovedstaden;3;1849125;1.Reinfektion;1
2021-04-07;Hovedstaden;325;1849125;2.Bekræftede tilfælde;2
2021-04-07;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-07;Midtjylland;108;1330322;2.Bekræftede tilfælde;2
2021-04-07;Nordjylland;0;589681;1.Reinfektion;1
2021-04-07;Nordjylland;68;589681;2.Bekræftede tilfælde;2
2021-04-07;Sjælland;2;837482;1.Reinfektion;1
2021-04-07;Sjælland;84;837482;2.Bekræftede tilfælde;2
2021-04-07;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-07;Syddanmark;119;1222127;2.Bekræftede tilfælde;2
2021-04-08;Hovedstaden;3;1849125;1.Reinfektion;1
2021-04-08;Hovedstaden;356;1849125;2.Bekræftede tilfælde;2
2021-04-08;Midtjylland;1;1330322;1.Reinfektion;1
2021-04-08;Midtjylland;126;1330322;2.Bekræftede tilfælde;2
2021-04-08;Nordjylland;0;589681;1.Reinfektion;1
2021-04-08;Nordjylland;39;589681;2.Bekræftede tilfælde;2
2021-04-08;Sjælland;1;837482;1.Reinfektion;1
2021-04-08;Sjælland;97;837482;2.Bekræftede tilfælde;2
2021-04-08;Syddanmark;2;1222127;1.Reinfektion;1
2021-04-08;Syddanmark;88;1222127;2.Bekræftede tilfælde;2
2021-04-09;Hovedstaden;5;1849125;1.Reinfektion;1
2021-04-09;Hovedstaden;369;1849125;2.Bekræftede tilfælde;2
2021-04-09;Midtjylland;1;1330322;1.Reinfektion;1
2021-04-09;Midtjylland;93;1330322;2.Bekræftede tilfælde;2
2021-04-09;Nordjylland;0;589681;1.Reinfektion;1
2021-04-09;Nordjylland;54;589681;2.Bekræftede tilfælde;2
2021-04-09;Sjælland;2;837482;1.Reinfektion;1
2021-04-09;Sjælland;91;837482;2.Bekræftede tilfælde;2
2021-04-09;Syddanmark;2;1222127;1.Reinfektion;1
2021-04-09;Syddanmark;108;1222127;2.Bekræftede tilfælde;2
2021-04-10;Hovedstaden;4;1849125;1.Reinfektion;1
2021-04-10;Hovedstaden;259;1849125;2.Bekræftede tilfælde;2
2021-04-10;Midtjylland;2;1330322;1.Reinfektion;1
2021-04-10;Midtjylland;74;1330322;2.Bekræftede tilfælde;2
2021-04-10;Nordjylland;0;589681;1.Reinfektion;1
2021-04-10;Nordjylland;58;589681;2.Bekræftede tilfælde;2
2021-04-10;Sjælland;0;837482;1.Reinfektion;1
2021-04-10;Sjælland;57;837482;2.Bekræftede tilfælde;2
2021-04-10;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-10;Syddanmark;93;1222127;2.Bekræftede tilfælde;2
2021-04-11;Hovedstaden;2;1849125;1.Reinfektion;1
2021-04-11;Hovedstaden;237;1849125;2.Bekræftede tilfælde;2
2021-04-11;Midtjylland;1;1330322;1.Reinfektion;1
2021-04-11;Midtjylland;97;1330322;2.Bekræftede tilfælde;2
2021-04-11;Nordjylland;0;589681;1.Reinfektion;1
2021-04-11;Nordjylland;41;589681;2.Bekræftede tilfælde;2
2021-04-11;Sjælland;1;837482;1.Reinfektion;1
2021-04-11;Sjælland;74;837482;2.Bekræftede tilfælde;2
2021-04-11;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-11;Syddanmark;79;1222127;2.Bekræftede tilfælde;2
2021-04-12;Hovedstaden;9;1849125;1.Reinfektion;1
2021-04-12;Hovedstaden;360;1849125;2.Bekræftede tilfælde;2
2021-04-12;Midtjylland;2;1330322;1.Reinfektion;1
2021-04-12;Midtjylland;107;1330322;2.Bekræftede tilfælde;2
2021-04-12;Nordjylland;0;589681;1.Reinfektion;1
2021-04-12;Nordjylland;68;589681;2.Bekræftede tilfælde;2
2021-04-12;Sjælland;1;837482;1.Reinfektion;1
2021-04-12;Sjælland;106;837482;2.Bekræftede tilfælde;2
2021-04-12;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-12;Syddanmark;106;1222127;2.Bekræftede tilfælde;2
2021-04-13;Hovedstaden;3;1849125;1.Reinfektion;1
2021-04-13;Hovedstaden;332;1849125;2.Bekræftede tilfælde;2
2021-04-13;Midtjylland;1;1330322;1.Reinfektion;1
2021-04-13;Midtjylland;151;1330322;2.Bekræftede tilfælde;2
2021-04-13;Nordjylland;0;589681;1.Reinfektion;1
2021-04-13;Nordjylland;54;589681;2.Bekræftede tilfælde;2
2021-04-13;Sjælland;1;837482;1.Reinfektion;1
2021-04-13;Sjælland;100;837482;2.Bekræftede tilfælde;2
2021-04-13;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-13;Syddanmark;96;1222127;2.Bekræftede tilfælde;2
2021-04-14;Hovedstaden;2;1849125;1.Reinfektion;1
2021-04-14;Hovedstaden;333;1849125;2.Bekræftede tilfælde;2
2021-04-14;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-14;Midtjylland;135;1330322;2.Bekræftede tilfælde;2
2021-04-14;Nordjylland;0;589681;1.Reinfektion;1
2021-04-14;Nordjylland;54;589681;2.Bekræftede tilfælde;2
2021-04-14;Sjælland;1;837482;1.Reinfektion;1
2021-04-14;Sjælland;75;837482;2.Bekræftede tilfælde;2
2021-04-14;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-14;Syddanmark;93;1222127;2.Bekræftede tilfælde;2
2021-04-15;Hovedstaden;2;1849125;1.Reinfektion;1
2021-04-15;Hovedstaden;325;1849125;2.Bekræftede tilfælde;2
2021-04-15;Midtjylland;2;1330322;1.Reinfektion;1
2021-04-15;Midtjylland;155;1330322;2.Bekræftede tilfælde;2
2021-04-15;Nordjylland;0;589681;1.Reinfektion;1
2021-04-15;Nordjylland;49;589681;2.Bekræftede tilfælde;2
2021-04-15;Sjælland;1;837482;1.Reinfektion;1
2021-04-15;Sjælland;89;837482;2.Bekræftede tilfælde;2
2021-04-15;Syddanmark;2;1222127;1.Reinfektion;1
2021-04-15;Syddanmark;107;1222127;2.Bekræftede tilfælde;2
2021-04-16;Hovedstaden;5;1849125;1.Reinfektion;1
2021-04-16;Hovedstaden;331;1849125;2.Bekræftede tilfælde;2
2021-04-16;Midtjylland;1;1330322;1.Reinfektion;1
2021-04-16;Midtjylland;143;1330322;2.Bekræftede tilfælde;2
2021-04-16;Nordjylland;0;589681;1.Reinfektion;1
2021-04-16;Nordjylland;44;589681;2.Bekræftede tilfælde;2
2021-04-16;Sjælland;0;837482;1.Reinfektion;1
2021-04-16;Sjælland;86;837482;2.Bekræftede tilfælde;2
2021-04-16;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-16;Syddanmark;96;1222127;2.Bekræftede tilfælde;2
2021-04-17;Hovedstaden;1;1849125;1.Reinfektion;1
2021-04-17;Hovedstaden;307;1849125;2.Bekræftede tilfælde;2
2021-04-17;Midtjylland;3;1330322;1.Reinfektion;1
2021-04-17;Midtjylland;136;1330322;2.Bekræftede tilfælde;2
2021-04-17;Nordjylland;0;589681;1.Reinfektion;1
2021-04-17;Nordjylland;56;589681;2.Bekræftede tilfælde;2
2021-04-17;Sjælland;0;837482;1.Reinfektion;1
2021-04-17;Sjælland;70;837482;2.Bekræftede tilfælde;2
2021-04-17;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-17;Syddanmark;78;1222127;2.Bekræftede tilfælde;2
2021-04-18;Hovedstaden;7;1849125;1.Reinfektion;1
2021-04-18;Hovedstaden;351;1849125;2.Bekræftede tilfælde;2
2021-04-18;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-18;Midtjylland;151;1330322;2.Bekræftede tilfælde;2
2021-04-18;Nordjylland;0;589681;1.Reinfektion;1
2021-04-18;Nordjylland;50;589681;2.Bekræftede tilfælde;2
2021-04-18;Sjælland;0;837482;1.Reinfektion;1
2021-04-18;Sjælland;78;837482;2.Bekræftede tilfælde;2
2021-04-18;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-18;Syddanmark;79;1222127;2.Bekræftede tilfælde;2
2021-04-19;Hovedstaden;1;1849125;1.Reinfektion;1
2021-04-19;Hovedstaden;378;1849125;2.Bekræftede tilfælde;2
2021-04-19;Midtjylland;1;1330322;1.Reinfektion;1
2021-04-19;Midtjylland;181;1330322;2.Bekræftede tilfælde;2
2021-04-19;Nordjylland;1;589681;1.Reinfektion;1
2021-04-19;Nordjylland;89;589681;2.Bekræftede tilfælde;2
2021-04-19;Sjælland;2;837482;1.Reinfektion;1
2021-04-19;Sjælland;102;837482;2.Bekræftede tilfælde;2
2021-04-19;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-19;Syddanmark;107;1222127;2.Bekræftede tilfælde;2
2021-04-20;Hovedstaden;5;1849125;1.Reinfektion;1
2021-04-20;Hovedstaden;358;1849125;2.Bekræftede tilfælde;2
2021-04-20;Midtjylland;2;1330322;1.Reinfektion;1
2021-04-20;Midtjylland;196;1330322;2.Bekræftede tilfælde;2
2021-04-20;Nordjylland;2;589681;1.Reinfektion;1
2021-04-20;Nordjylland;82;589681;2.Bekræftede tilfælde;2
2021-04-20;Sjælland;0;837482;1.Reinfektion;1
2021-04-20;Sjælland;99;837482;2.Bekræftede tilfælde;2
2021-04-20;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-20;Syddanmark;103;1222127;2.Bekræftede tilfælde;2
2021-04-21;Hovedstaden;2;1849125;1.Reinfektion;1
2021-04-21;Hovedstaden;315;1849125;2.Bekræftede tilfælde;2
2021-04-21;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-21;Midtjylland;144;1330322;2.Bekræftede tilfælde;2
2021-04-21;Nordjylland;0;589681;1.Reinfektion;1
2021-04-21;Nordjylland;39;589681;2.Bekræftede tilfælde;2
2021-04-21;Sjælland;0;837482;1.Reinfektion;1
2021-04-21;Sjælland;86;837482;2.Bekræftede tilfælde;2
2021-04-21;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-21;Syddanmark;72;1222127;2.Bekræftede tilfælde;2
2021-04-22;Hovedstaden;4;1849125;1.Reinfektion;1
2021-04-22;Hovedstaden;288;1849125;2.Bekræftede tilfælde;2
2021-04-22;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-22;Midtjylland;104;1330322;2.Bekræftede tilfælde;2
2021-04-22;Nordjylland;0;589681;1.Reinfektion;1
2021-04-22;Nordjylland;51;589681;2.Bekræftede tilfælde;2
2021-04-22;Sjælland;0;837482;1.Reinfektion;1
2021-04-22;Sjælland;84;837482;2.Bekræftede tilfælde;2
2021-04-22;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-22;Syddanmark;88;1222127;2.Bekræftede tilfælde;2
2021-04-23;Hovedstaden;9;1849125;1.Reinfektion;1
2021-04-23;Hovedstaden;259;1849125;2.Bekræftede tilfælde;2
2021-04-23;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-23;Midtjylland;119;1330322;2.Bekræftede tilfælde;2
2021-04-23;Nordjylland;2;589681;1.Reinfektion;1
2021-04-23;Nordjylland;79;589681;2.Bekræftede tilfælde;2
2021-04-23;Sjælland;0;837482;1.Reinfektion;1
2021-04-23;Sjælland;64;837482;2.Bekræftede tilfælde;2
2021-04-23;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-23;Syddanmark;93;1222127;2.Bekræftede tilfælde;2
2021-04-24;Hovedstaden;1;1849125;1.Reinfektion;1
2021-04-24;Hovedstaden;229;1849125;2.Bekræftede tilfælde;2
2021-04-24;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-24;Midtjylland;131;1330322;2.Bekræftede tilfælde;2
2021-04-24;Nordjylland;0;589681;1.Reinfektion;1
2021-04-24;Nordjylland;61;589681;2.Bekræftede tilfælde;2
2021-04-24;Sjælland;2;837482;1.Reinfektion;1
2021-04-24;Sjælland;67;837482;2.Bekræftede tilfælde;2
2021-04-24;Syddanmark;2;1222127;1.Reinfektion;1
2021-04-24;Syddanmark;75;1222127;2.Bekræftede tilfælde;2
2021-04-25;Hovedstaden;2;1849125;1.Reinfektion;1
2021-04-25;Hovedstaden;272;1849125;2.Bekræftede tilfælde;2
2021-04-25;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-25;Midtjylland;118;1330322;2.Bekræftede tilfælde;2
2021-04-25;Nordjylland;0;589681;1.Reinfektion;1
2021-04-25;Nordjylland;64;589681;2.Bekræftede tilfælde;2
2021-04-25;Sjælland;2;837482;1.Reinfektion;1
2021-04-25;Sjælland;64;837482;2.Bekræftede tilfælde;2
2021-04-25;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-25;Syddanmark;75;1222127;2.Bekræftede tilfælde;2
2021-04-26;Hovedstaden;3;1849125;1.Reinfektion;1
2021-04-26;Hovedstaden;346;1849125;2.Bekræftede tilfælde;2
2021-04-26;Midtjylland;2;1330322;1.Reinfektion;1
2021-04-26;Midtjylland;130;1330322;2.Bekræftede tilfælde;2
2021-04-26;Nordjylland;1;589681;1.Reinfektion;1
2021-04-26;Nordjylland;74;589681;2.Bekræftede tilfælde;2
2021-04-26;Sjælland;1;837482;1.Reinfektion;1
2021-04-26;Sjælland;101;837482;2.Bekræftede tilfælde;2
2021-04-26;Syddanmark;3;1222127;1.Reinfektion;1
2021-04-26;Syddanmark;111;1222127;2.Bekræftede tilfælde;2
2021-04-27;Hovedstaden;5;1849125;1.Reinfektion;1
2021-04-27;Hovedstaden;431;1849125;2.Bekræftede tilfælde;2
2021-04-27;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-27;Midtjylland;147;1330322;2.Bekræftede tilfælde;2
2021-04-27;Nordjylland;1;589681;1.Reinfektion;1
2021-04-27;Nordjylland;75;589681;2.Bekræftede tilfælde;2
2021-04-27;Sjælland;1;837482;1.Reinfektion;1
2021-04-27;Sjælland;95;837482;2.Bekræftede tilfælde;2
2021-04-27;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-27;Syddanmark;138;1222127;2.Bekræftede tilfælde;2
2021-04-28;Hovedstaden;4;1849125;1.Reinfektion;1
2021-04-28;Hovedstaden;393;1849125;2.Bekræftede tilfælde;2
2021-04-28;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-28;Midtjylland;146;1330322;2.Bekræftede tilfælde;2
2021-04-28;Nordjylland;0;589681;1.Reinfektion;1
2021-04-28;Nordjylland;65;589681;2.Bekræftede tilfælde;2
2021-04-28;Sjælland;0;837482;1.Reinfektion;1
2021-04-28;Sjælland;92;837482;2.Bekræftede tilfælde;2
2021-04-28;Syddanmark;0;1222127;1.Reinfektion;1
2021-04-28;Syddanmark;108;1222127;2.Bekræftede tilfælde;2
2021-04-29;Hovedstaden;5;1849125;1.Reinfektion;1
2021-04-29;Hovedstaden;377;1849125;2.Bekræftede tilfælde;2
2021-04-29;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-29;Midtjylland;146;1330322;2.Bekræftede tilfælde;2
2021-04-29;Nordjylland;0;589681;1.Reinfektion;1
2021-04-29;Nordjylland;59;589681;2.Bekræftede tilfælde;2
2021-04-29;Sjælland;2;837482;1.Reinfektion;1
2021-04-29;Sjælland;98;837482;2.Bekræftede tilfælde;2
2021-04-29;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-29;Syddanmark;112;1222127;2.Bekræftede tilfælde;2
2021-04-30;Hovedstaden;1;1849125;1.Reinfektion;1
2021-04-30;Hovedstaden;367;1849125;2.Bekræftede tilfælde;2
2021-04-30;Midtjylland;0;1330322;1.Reinfektion;1
2021-04-30;Midtjylland;129;1330322;2.Bekræftede tilfælde;2
2021-04-30;Nordjylland;0;589681;1.Reinfektion;1
2021-04-30;Nordjylland;64;589681;2.Bekræftede tilfælde;2
2021-04-30;Sjælland;0;837482;1.Reinfektion;1
2021-04-30;Sjælland;69;837482;2.Bekræftede tilfælde;2
2021-04-30;Syddanmark;1;1222127;1.Reinfektion;1
2021-04-30;Syddanmark;125;1222127;2.Bekræftede tilfælde;2
2021-05-01;Hovedstaden;1;1849125;1.Reinfektion;1
2021-05-01;Hovedstaden;301;1849125;2.Bekræftede tilfælde;2
2021-05-01;Midtjylland;1;1330322;1.Reinfektion;1
2021-05-01;Midtjylland;159;1330322;2.Bekræftede tilfælde;2
2021-05-01;Nordjylland;0;589681;1.Reinfektion;1
2021-05-01;Nordjylland;64;589681;2.Bekræftede tilfælde;2
2021-05-01;Sjælland;0;837482;1.Reinfektion;1
2021-05-01;Sjælland;68;837482;2.Bekræftede tilfælde;2
2021-05-01;Syddanmark;0;1222127;1.Reinfektion;1
2021-05-01;Syddanmark;95;1222127;2.Bekræftede tilfælde;2
2021-05-02;Hovedstaden;4;1849125;1.Reinfektion;1
2021-05-02;Hovedstaden;354;1849125;2.Bekræftede tilfælde;2
2021-05-02;Midtjylland;0;1330322;1.Reinfektion;1
2021-05-02;Midtjylland;135;1330322;2.Bekræftede tilfælde;2
2021-05-02;Nordjylland;0;589681;1.Reinfektion;1
2021-05-02;Nordjylland;59;589681;2.Bekræftede tilfælde;2
2021-05-02;Sjælland;1;837482;1.Reinfektion;1
2021-05-02;Sjælland;55;837482;2.Bekræftede tilfælde;2
2021-05-02;Syddanmark;0;1222127;1.Reinfektion;1
2021-05-02;Syddanmark;104;1222127;2.Bekræftede tilfælde;2
2021-05-03;Hovedstaden;6;1849498;1.Reinfektion;1
2021-05-03;Hovedstaden;489;1849498;2.Bekræftede tilfælde;2
2021-05-03;Midtjylland;0;1331015;1.Reinfektion;1
2021-05-03;Midtjylland;190;1331015;2.Bekræftede tilfælde;2
2021-05-03;Nordjylland;0;589680;1.Reinfektion;1
2021-05-03;Nordjylland;73;589680;2.Bekræftede tilfælde;2
2021-05-03;Sjælland;0;838001;1.Reinfektion;1
2021-05-03;Sjælland;135;838001;2.Bekræftede tilfælde;2
2021-05-03;Syddanmark;0;1222563;1.Reinfektion;1
2021-05-03;Syddanmark;128;1222563;2.Bekræftede tilfælde;2
2021-05-04;Hovedstaden;7;1849498;1.Reinfektion;1
2021-05-04;Hovedstaden;460;1849498;2.Bekræftede tilfælde;2
2021-05-04;Midtjylland;1;1331015;1.Reinfektion;1
2021-05-04;Midtjylland;196;1331015;2.Bekræftede tilfælde;2
2021-05-04;Nordjylland;0;589680;1.Reinfektion;1
2021-05-04;Nordjylland;58;589680;2.Bekræftede tilfælde;2
2021-05-04;Sjælland;0;838001;1.Reinfektion;1
2021-05-04;Sjælland;117;838001;2.Bekræftede tilfælde;2
2021-05-04;Syddanmark;1;1222563;1.Reinfektion;1
2021-05-04;Syddanmark;133;1222563;2.Bekræftede tilfælde;2
2021-05-05;Hovedstaden;5;1849498;1.Reinfektion;1
2021-05-05;Hovedstaden;507;1849498;2.Bekræftede tilfælde;2
2021-05-05;Midtjylland;0;1331015;1.Reinfektion;1
2021-05-05;Midtjylland;199;1331015;2.Bekræftede tilfælde;2
2021-05-05;Nordjylland;0;589680;1.Reinfektion;1
2021-05-05;Nordjylland;86;589680;2.Bekræftede tilfælde;2
2021-05-05;Sjælland;1;838001;1.Reinfektion;1
2021-05-05;Sjælland;122;838001;2.Bekræftede tilfælde;2
2021-05-05;Syddanmark;0;1222563;1.Reinfektion;1
2021-05-05;Syddanmark;135;1222563;2.Bekræftede tilfælde;2
2021-05-06;Hovedstaden;4;1849498;1.Reinfektion;1
2021-05-06;Hovedstaden;439;1849498;2.Bekræftede tilfælde;2
2021-05-06;Midtjylland;1;1331015;1.Reinfektion;1
2021-05-06;Midtjylland;153;1331015;2.Bekræftede tilfælde;2
2021-05-06;Nordjylland;0;589680;1.Reinfektion;1
2021-05-06;Nordjylland;56;589680;2.Bekræftede tilfælde;2
2021-05-06;Sjælland;2;838001;1.Reinfektion;1
2021-05-06;Sjælland;145;838001;2.Bekræftede tilfælde;2
2021-05-06;Syddanmark;1;1222563;1.Reinfektion;1
2021-05-06;Syddanmark;86;1222563;2.Bekræftede tilfælde;2
2021-05-07;Hovedstaden;1;1849498;1.Reinfektion;1
2021-05-07;Hovedstaden;419;1849498;2.Bekræftede tilfælde;2
2021-05-07;Midtjylland;1;1331015;1.Reinfektion;1
2021-05-07;Midtjylland;175;1331015;2.Bekræftede tilfælde;2
2021-05-07;Nordjylland;1;589680;1.Reinfektion;1
2021-05-07;Nordjylland;61;589680;2.Bekræftede tilfælde;2
2021-05-07;Sjælland;1;838001;1.Reinfektion;1
2021-05-07;Sjælland;113;838001;2.Bekræftede tilfælde;2
2021-05-07;Syddanmark;2;1222563;1.Reinfektion;1
2021-05-07;Syddanmark;127;1222563;2.Bekræftede tilfælde;2
2021-05-08;Hovedstaden;2;1849498;1.Reinfektion;1
2021-05-08;Hovedstaden;438;1849498;2.Bekræftede tilfælde;2
2021-05-08;Midtjylland;0;1331015;1.Reinfektion;1
2021-05-08;Midtjylland;177;1331015;2.Bekræftede tilfælde;2
2021-05-08;Nordjylland;0;589680;1.Reinfektion;1
2021-05-08;Nordjylland;64;589680;2.Bekræftede tilfælde;2
2021-05-08;Sjælland;0;838001;1.Reinfektion;1
2021-05-08;Sjælland;84;838001;2.Bekræftede tilfælde;2
2021-05-08;Syddanmark;0;1222563;1.Reinfektion;1
2021-05-08;Syddanmark;83;1222563;2.Bekræftede tilfælde;2
2021-05-09;Hovedstaden;4;1849498;1.Reinfektion;1
