"Country","Response_measure","date_start","date_end"
"Germany","ClosDaycarePartial",2020-12-16,NA
"Germany","ClosPrim",2020-03-13,2020-05-03
"Germany","ClosPrimPartial",2020-05-04,2020-06-29
"Germany","ClosPrimPartial",2020-12-16,NA
"Germany","ClosPubAny",2020-03-16,2020-05-04
"Germany","ClosPubAnyPartial",2020-05-05,NA
"Germany","ClosSec",2020-03-13,2020-05-03
"Germany","ClosSecPartial",2020-05-04,2020-06-15
"Germany","ClosSecPartial",2020-12-16,NA
"Germany","EntertainmentVenues",2020-03-16,2020-05-04
"Germany","EntertainmentVenues",2020-11-02,NA
"Germany","EntertainmentVenuesPartial",2020-05-05,2020-11-01
"Germany","GymsSportsCentres",2020-11-02,NA
"Germany","HotelsOtherAccommodationPartial",2020-10-07,NA
"Germany","IndoorOver100",2020-06-30,2020-09-28
"Germany","IndoorOver1000",2020-03-10,2020-03-22
"Germany","IndoorOver50",2020-09-29,2020-11-01
"Germany","MasksMandatoryAllSpacesPartial",2020-11-01,NA
"Germany","MasksMandatoryClosedSpaces",2020-04-27,NA
"Germany","MasksVoluntaryAllSpaces",2020-04-02,2020-04-27
"Germany","MassGather50",2020-03-23,2020-05-10
"Germany","MassGather50",2020-11-02,NA
"Germany","MassGather50Partial",2020-05-11,2020-06-29
"Germany","MassGather50Partial",2020-09-29,2020-11-01
"Germany","MassGatherAll",2020-03-10,2020-05-10
"Germany","MassGatherAll",2020-11-02,NA
"Germany","MassGatherAllPartial",2020-05-11,2020-11-01
"Germany","NonEssentialShops",2020-03-16,2020-04-20
"Germany","NonEssentialShops",2020-12-16,NA
"Germany","OutdoorOver100",2020-06-30,2020-11-01
"Germany","PlaceOfWorshipPartial",2020-12-16,NA
"Germany","PrivateGatheringRestrictions",2020-11-02,NA
"Germany","RestaurantsCafes",2020-03-23,2020-05-04
"Germany","RestaurantsCafes",2020-11-02,NA
"Germany","RestaurantsCafesPartial",2020-05-05,2020-06-08
"Germany","RestaurantsCafesPartial",2020-10-14,2020-11-01
"Germany","SocialCirclePartial",2020-08-02,NA
"Germany","StayHomeGen",2020-03-17,2020-05-05
"Germany","StayHomeGenPartial",2020-05-06,2020-06-29
"Germany","StayHomeOrderPartial",2020-12-09,NA
"Germany","Teleworking",2021-01-19,NA
"Germany","TeleworkingPartial",2020-12-23,2021-01-18
"Greece","BanOnAllEvents",2020-11-07,2021-01-25
"Greece","BanOnAllEventsPartial",2020-07-13,2020-11-06
"Greece","ClosDaycare",2020-03-11,2020-06-01
"Greece","ClosDaycare",2020-11-16,2021-01-10
"Greece","ClosHigh",2020-11-03,NA
"Greece","ClosHighPartial",2020-03-16,2020-05-25
"Greece","ClosPrim",2020-03-11,2020-06-01
"Greece","ClosPrim",2020-11-16,2021-01-10
"Greece","ClosPubAny",2020-03-14,2020-05-03
"Greece","ClosPubAnyPartial",2020-05-04,NA
"Greece","ClosSec",2020-03-11,2020-05-10
"Greece","ClosSec",2020-11-07,2021-01-31
"Greece","ClosSecPartial",2020-05-11,2020-05-18
"Greece","EntertainmentVenues",2020-03-14,2020-05-17
"Greece","EntertainmentVenues",2020-11-07,NA
"Greece","EntertainmentVenuesPartial",2020-05-18,2020-06-15
"Greece","EntertainmentVenuesPartial",2020-08-09,2020-11-06
"Greece","GymsSportsCentres",2020-03-14,2020-06-05
"Greece","GymsSportsCentres",2020-11-07,NA
"Greece","GymsSportsCentresPartial",2020-06-06,2020-06-15
"Greece","GymsSportsCentresPartial",2020-11-04,2020-11-06
"Greece","HotelsOtherAccommodation",2020-03-15,2020-05-24
"Greece","HotelsOtherAccommodationPartial",2020-05-25,2020-07-01
"Greece","MasksMandatoryAllSpaces",2020-07-17,NA
"Greece","MasksMandatoryClosedSpaces",2020-04-28,2020-07-06
"Greece","MasksVoluntaryClosedSpaces",2020-07-07,2020-07-16
"Greece","MassGather50",2020-11-07,2021-01-25
"Greece","MassGather50Partial",2020-07-13,2020-11-06
"Greece","MassGatherAll",2020-11-07,NA
"Greece","MassGatherAllPartial",2020-07-13,2020-11-06
"Greece","NonEssentialShops",2020-03-14,2020-05-03
"Greece","NonEssentialShops",2020-11-07,2021-01-17
"Greece","NonEssentialShopsPartial",2020-05-04,2020-06-01
"Greece","OutdoorOver100",2021-01-26,NA
"Greece","PlaceOfWorship",2020-03-14,2020-05-16
"Greece","PlaceOfWorshipPartial",2020-05-17,2020-06-05
"Greece","PlaceOfWorshipPartial",2020-11-07,NA
"Greece","PrivateGatheringRestrictions",2020-03-19,2020-05-03
"Greece","PrivateGatheringRestrictions",2020-11-07,NA
"Greece","RegionalStayHomeOrder",2020-11-03,2020-11-06
"Greece","RegionalStayHomeOrder",2021-01-11,2021-02-05
"Greece","RegionalStayHomeOrderPartial",2021-02-06,NA
"Greece","RestaurantsCafes",2020-03-14,2020-05-31
"Greece","RestaurantsCafes",2020-11-07,NA
"Greece","RestaurantsCafesPartial",2020-06-01,2020-11-06
"Greece","SocialCircle",2021-01-01,2021-01-02
"Greece","StayHomeGen",2020-02-27,2020-03-22
"Greece","StayHomeOrder",2020-03-23,2020-05-04
"Greece","StayHomeOrder",2020-11-07,NA
"Greece","StayHomeRiskG",2020-03-11,NA
"Greece","Teleworking",2020-03-19,NA
"Hungary","BanOnAllEvents",2020-03-16,2020-06-11
"Hungary","BanOnAllEvents",2020-11-11,NA
"Hungary","ClosDaycare",2020-03-25,2020-06-02
"Hungary","ClosHigh",2020-03-25,2020-05-18
"Hungary","ClosHigh",2020-11-11,NA
"Hungary","ClosPrim",2020-03-16,2020-06-01
"Hungary","ClosPrimPartial",2020-06-02,2020-06-26
"Hungary","ClosPubAny",2020-03-13,2020-05-18
"Hungary","ClosPubAnyPartial",2020-09-21,NA
"Hungary","ClosSec",2020-03-16,2020-06-01
"Hungary","ClosSec",2020-11-11,NA
"Hungary","ClosSecPartial",2020-06-02,2020-06-26
"Hungary","EntertainmentVenues",2020-03-13,2020-05-18
"Hungary","EntertainmentVenues",2020-11-04,NA
"Hungary","GymsSportsCentres",2020-11-11,NA
"Hungary","IndoorOver100",2020-03-11,2020-03-15
"Hungary","IndoorOver500",2020-09-21,2020-11-10
"Hungary","MasksMandatoryAllSpacesPartial",2020-11-11,NA
"Hungary","MasksMandatoryClosedSpaces",2020-11-02,NA
"Hungary","MasksMandatoryClosedSpacesPartial",2020-05-04,2020-11-01
"Hungary","MassGather50",2020-03-16,2020-06-11
"Hungary","MassGather50",2020-11-11,NA
"Hungary","MassGatherAll",2020-03-11,2020-06-11
"Hungary","MassGatherAll",2020-11-11,NA
"Hungary","MassGatherAllPartial",2020-09-21,2020-11-10
"Hungary","NonEssentialShops",2020-03-28,2020-05-18
"Hungary","NonEssentialShopsPartial",2020-11-11,NA
"Hungary","OutdoorOver500",2020-09-21,2020-11-10
"Hungary","PrivateGatheringRestrictionsPartial",2020-11-11,NA
"Hungary","RestaurantsCafes",2020-03-28,2020-05-18
"Hungary","RestaurantsCafes",2020-11-11,NA
"Hungary","RestaurantsCafesPartial",2020-09-21,2020-11-10
"Hungary","StayHomeGen",2020-03-21,2020-03-26
"Hungary","StayHomeOrder",2020-03-27,2020-05-18
"Hungary","StayHomeOrderPartial",2020-11-04,NA
"Iceland","AdaptationOfWorkplace",2020-03-16,NA
"Iceland","ClosHigh",2020-03-16,2020-05-04
"Iceland","ClosPubAny",2020-03-16,2020-05-03
"Iceland","ClosPubAnyPartial",2020-05-04,2020-06-15
"Iceland","ClosPubAnyPartial",2020-08-31,NA
"Iceland","ClosSec",2020-03-16,2020-05-04
"Iceland","EntertainmentVenues",2020-03-16,2020-05-03
"Iceland","EntertainmentVenues",2020-11-01,2020-12-09
"Iceland","EntertainmentVenuesPartial",2020-05-04,2020-05-25
"Iceland","EntertainmentVenuesPartial",2020-08-31,2020-10-31
"Iceland","EntertainmentVenuesPartial",2020-12-10,NA
"Iceland","GymsSportsCentres",2020-03-16,2020-05-17
"Iceland","GymsSportsCentresPartial",2020-05-18,2020-06-15
"Iceland","GymsSportsCentresPartial",2020-10-20,NA
"Iceland","IndoorOver100",2020-03-16,2020-03-23
"Iceland","IndoorOver100",2020-07-31,2020-09-09
"Iceland","IndoorOver50",2020-03-24,2020-05-25
"Iceland","IndoorOver50",2020-10-04,NA
"Iceland","IndoorOver500",2020-05-26,2020-07-30
"Iceland","IndoorOver500",2020-09-10,2020-10-03
"Iceland","MasksMandatoryAllSpacesPartial",2020-10-05,NA
"Iceland","MasksVoluntaryAllSpacesPartial",2020-07-31,2020-10-05
"Iceland","MassGather50",2020-03-24,2020-05-25
"Iceland","MassGather50",2020-10-04,NA
"Iceland","MassGatherAll",2020-03-16,2020-05-24
"Iceland","MassGatherAll",2020-10-04,NA
"Iceland","MassGatherAllPartial",2020-05-25,2020-10-03
"Iceland","OutdoorOver100",2020-03-16,2020-03-23
"Iceland","OutdoorOver100",2020-07-31,2020-09-07
"Iceland","OutdoorOver50",2020-03-24,2020-05-25
"Iceland","OutdoorOver50",2020-10-04,NA
"Iceland","OutdoorOver500",2020-05-26,2020-07-30
"Iceland","OutdoorOver500",2020-09-08,2020-10-03
"Iceland","PrivateGatheringRestrictions",2020-10-04,NA
"Iceland","RestaurantsCafes",2020-03-16,2020-05-25
"Iceland","RestaurantsCafesPartial",2020-10-31,NA
"Iceland","StayHomeRiskG",2020-03-16,NA
"Ireland","BanOnAllEvents",2020-03-09,2020-06-28
"Ireland","BanOnAllEventsPartial",2020-03-06,2020-03-08
"Ireland","BanOnAllEventsPartial",2020-06-29,NA
"Ireland","ClosDaycare",2020-03-12,2020-06-29
"Ireland","ClosDaycarePartial",2021-01-11,NA
"Ireland","ClosHigh",2020-03-12,2020-09-20
"Ireland","ClosHighPartial",2020-09-21,NA
"Ireland","ClosPrim",2020-03-12,2020-08-24
"Ireland","ClosPrim",2021-01-11,NA
"Ireland","ClosPubAny",2020-03-12,2020-03-26
"Ireland","ClosPubAny",2020-06-06,2020-06-29
"Ireland","ClosPubAny",2020-10-21,2020-11-30
"Ireland","ClosPubAny",2020-12-31,NA
"Ireland","ClosPubAnyPartial",2020-03-27,2020-06-05
"Ireland","ClosPubAnyPartial",2020-10-06,2020-10-20
"Ireland","ClosPubAnyPartial",2020-12-01,2020-12-30
"Ireland","ClosSec",2020-03-12,2020-08-31
"Ireland","ClosSec",2021-01-11,NA
"Ireland","ClosureOfPublicTransportPartial",2020-03-27,2020-06-05
"Ireland","EntertainmentVenues",2020-03-12,2020-06-29
"Ireland","EntertainmentVenues",2020-10-06,2020-11-30
"Ireland","EntertainmentVenues",2020-12-25,NA
"Ireland","EntertainmentVenuesPartial",2020-12-01,2020-12-24
"Ireland","GymsSportsCentres",2020-03-24,2020-06-29
"Ireland","GymsSportsCentres",2020-10-21,2020-11-30
"Ireland","GymsSportsCentres",2020-12-31,NA
"Ireland","GymsSportsCentresPartial",2020-10-06,2020-10-20
"Ireland","GymsSportsCentresPartial",2020-12-01,2020-12-30
"Ireland","MasksMandatoryClosedSpaces",2020-06-29,NA
"Ireland","MasksVoluntaryAllSpaces",2020-05-18,NA
"Ireland","MassGather50",2020-03-09,2020-06-28
"Ireland","MassGather50Partial",2020-03-06,2020-03-08
"Ireland","MassGather50Partial",2020-06-29,NA
"Ireland","MassGatherAll",2020-03-09,2020-06-28
"Ireland","MassGatherAllPartial",2020-03-06,2020-03-08
"Ireland","MassGatherAllPartial",2020-06-29,NA
"Ireland","NonEssentialShops",2020-03-24,2020-06-29
"Ireland","NonEssentialShops",2020-10-21,2020-11-30
"Ireland","NonEssentialShops",2021-01-01,NA
"Ireland","PlaceOfWorship",2020-10-06,2020-11-30
"Ireland","PlaceOfWorship",2020-12-31,NA
"Ireland","PlaceOfWorshipPartial",2020-12-01,2020-12-30
"Ireland","PrivateGatheringRestrictions",2020-03-24,2020-06-28
"Ireland","PrivateGatheringRestrictions",2020-10-21,2020-11-30
"Ireland","PrivateGatheringRestrictions",2020-12-31,NA
"Ireland","PrivateGatheringRestrictionsPartial",2020-12-01,2020-12-30
"Ireland","RestaurantsCafes",2020-03-24,2020-06-29
"Ireland","RestaurantsCafes",2020-10-21,2020-12-03
"Ireland","RestaurantsCafes",2020-12-25,NA
"Ireland","RestaurantsCafesPartial",2020-10-06,2020-10-20
"Ireland","RestaurantsCafesPartial",2020-12-04,2020-12-24
"Ireland","SocialCircle",2020-10-21,NA
"Ireland","StayHomeGen",2020-03-24,2020-03-26
"Ireland","StayHomeGen",2020-05-18,2020-06-26
"Ireland","StayHomeGenPartial",2020-03-12,2020-03-23
"Ireland","StayHomeOrder",2020-03-27,2020-05-17
"Ireland","StayHomeOrder",2020-10-21,2020-11-30
"Ireland","StayHomeOrder",2020-12-31,NA
"Ireland","StayHomeRiskG",2020-03-12,NA
"Ireland","Teleworking",2020-03-12,NA
"Italy","AdaptationOfWorkplace",2020-03-10,2020-06-10
"Italy","AdaptationOfWorkplacePartial",2020-06-11,2020-10-15
"Italy","BanOnAllEvents",2020-03-09,2020-06-11
"Italy","BanOnAllEvents",2020-11-06,NA
"Italy","BanOnAllEventsPartial",2020-03-04,2020-03-08
"Italy","ClosDaycare",2020-03-10,2020-06-10
"Italy","ClosDaycarePartial",2020-03-04,2020-03-09
"Italy","ClosDaycarePartial",2020-06-11,2020-09-14
"Italy","ClosHigh",2020-03-10,2020-06-10
"Italy","ClosHigh",2020-12-04,2021-01-15
"Italy","ClosHighPartial",2020-03-04,2020-03-09
"Italy","ClosHighPartial",2020-06-11,2020-09-14
"Italy","ClosHighPartial",2020-11-05,2020-12-03
"Italy","ClosPrim",2020-03-11,2020-09-14
"Italy","ClosPrimPartial",2020-03-04,2020-03-10
"Italy","ClosPubAny",2020-12-24,2021-01-06
"Italy","ClosPubAnyPartial",2020-03-10,2020-12-23
"Italy","ClosPubAnyPartial",2021-01-07,NA
"Italy","ClosSec",2020-03-04,2020-06-16
"Italy","ClosSec",2020-07-05,2020-09-14
"Italy","ClosSec",2020-11-05,2021-01-06
"Italy","ClosSecPartial",2020-06-17,2020-07-04
"Italy","ClosSecPartial",2021-01-15,NA
"Italy","ClosureOfPublicTransportPartial",2020-11-05,2020-12-03
"Italy","ClosureOfPublicTransportPartial",2021-01-15,NA
"Italy","EntertainmentVenues",2020-03-10,2020-05-17
"Italy","EntertainmentVenues",2020-10-26,NA
"Italy","EntertainmentVenuesPartial",2020-05-18,2020-06-15
"Italy","GymsSportsCentres",2020-03-10,2020-05-24
"Italy","GymsSportsCentres",2020-10-26,NA
"Italy","GymsSportsCentresPartial",2020-05-25,2020-10-25
"Italy","IndoorOver500",2020-08-07,2020-11-05
"Italy","MasksMandatoryAllSpaces",2020-04-26,2020-07-14
"Italy","MasksMandatoryAllSpaces",2020-10-08,NA
"Italy","MasksMandatoryAllSpacesPartial",2020-08-16,2020-10-07
"Italy","MasksMandatoryClosedSpaces",2020-07-15,2020-08-15
"Italy","MassGather50",2020-03-09,2020-06-11
"Italy","MassGather50",2020-11-06,NA
"Italy","MassGather50Partial",2020-03-04,2020-03-08
"Italy","MassGatherAll",2020-03-09,2020-06-11
"Italy","MassGatherAll",2020-11-06,NA
"Italy","MassGatherAllPartial",2020-03-04,2020-03-08
"Italy","MassGatherAllPartial",2020-06-12,2020-11-05
"Italy","NonEssentialShops",2020-03-10,2020-04-13
"Italy","NonEssentialShops",2020-12-24,2021-01-06
"Italy","NonEssentialShopsPartial",2020-04-14,2020-05-18
"Italy","OutdoorOver1000",2020-06-12,2020-11-05
"Italy","PlaceOfWorship",2020-03-10,2020-06-15
"Italy","RegionalStayHomeOrder",2021-01-16,2021-01-31
"Italy","RegionalStayHomeOrder",2021-02-08,NA
"Italy","RegionalStayHomeOrderPartial",2020-10-22,2020-12-03
"Italy","RestaurantsCafes",2020-12-24,2021-01-06
"Italy","RestaurantsCafesPartial",2020-03-10,2020-05-18
"Italy","RestaurantsCafesPartial",2020-10-18,2020-12-23
"Italy","RestaurantsCafesPartial",2021-01-07,2021-01-15
"Italy","StayHomeGen",2020-10-26,2020-11-04
"Italy","StayHomeOrder",2020-03-10,2020-05-04
"Italy","StayHomeOrderPartial",2020-11-05,NA
"Italy","StayHomeRiskG",2020-03-04,NA
"Italy","Teleworking",2020-03-12,2020-06-10
"Italy","Teleworking",2020-10-16,NA
"Latvia","BanOnAllEvents",2020-11-09,NA
"Latvia","BanOnAllEventsPartial",2020-05-12,2020-06-10
"Latvia","ClosDaycarePartial",2020-03-17,2020-06-10
"Latvia","ClosHigh",2020-03-17,2020-08-31
"Latvia","ClosHigh",2020-10-26,NA
"Latvia","ClosPrim",2020-03-17,2020-08-31
"Latvia","ClosPrimPartial",2020-11-02,NA
"Latvia","ClosPubAny",2020-03-17,2020-05-11
"Latvia","ClosPubAnyPartial",2020-05-12,2020-06-10
"Latvia","ClosPubAnyPartial",2020-07-11,NA
"Latvia","ClosSec",2020-10-26,NA
"Latvia","ClosSecPartial",2020-03-17,2020-05-07
"Latvia","ClosureOfPublicTransportPartial",2020-12-07,NA
"Latvia","EntertainmentVenues",2020-03-17,2020-05-11
"Latvia","EntertainmentVenues",2020-11-09,NA
"Latvia","EntertainmentVenuesPartial",2020-05-12,2020-06-10
"Latvia","GymsSportsCentres",2020-03-17,2020-05-11
"Latvia","GymsSportsCentres",2020-12-03,NA
"Latvia","GymsSportsCentresPartial",2020-05-12,2020-06-10
"Latvia","IndoorOver100",2020-06-11,2020-07-31
"Latvia","IndoorOver1000",2020-08-17,2020-10-10
"Latvia","IndoorOver50",2020-03-17,2020-05-11
"Latvia","IndoorOver500",2020-08-01,2020-08-16
"Latvia","IndoorOver500",2020-10-11,2020-11-06
"Latvia","MasksMandatoryAllSpacesPartial",2020-03-17,2020-06-30
"Latvia","MasksMandatoryClosedSpaces",2020-10-07,NA
"Latvia","MasksMandatoryClosedSpacesPartial",2020-05-12,2020-06-30
"Latvia","MasksVoluntaryAllSpacesPartial",2020-04-20,2020-06-30
"Latvia","MassGather50",2020-03-17,2020-05-11
"Latvia","MassGather50",2020-11-09,NA
"Latvia","MassGather50Partial",2020-05-12,2020-06-10
"Latvia","MassGatherAll",2020-03-17,2020-05-11
"Latvia","MassGatherAll",2020-06-11,2020-06-30
"Latvia","MassGatherAll",2020-08-01,2020-11-06
"Latvia","MassGatherAll",2020-11-09,NA
"Latvia","MassGatherAllPartial",2020-05-12,2020-06-10
"Latvia","MassGatherAllPartial",2020-07-01,2020-07-31
"Latvia","NonEssentialShopsPartial",2020-11-09,NA
"Latvia","OutdoorOver1000",2020-07-01,2020-10-29
"Latvia","OutdoorOver500",2020-06-11,2020-06-30
"Latvia","OutdoorOver500",2020-10-30,2020-11-06
"Latvia","PlaceOfWorship",2020-03-17,2020-05-11
"Latvia","PlaceOfWorshipPartial",2020-05-12,2020-06-10
"Latvia","PlaceOfWorshipPartial",2020-12-06,NA
"Latvia","PrivateGatheringRestrictions",2020-10-17,NA
"Latvia","RestaurantsCafes",2020-11-09,NA
"Latvia","RestaurantsCafesPartial",2020-07-11,2020-11-08
"Latvia","StayHomeGen",2020-03-17,2020-05-11
"Latvia","StayHomeGenPartial",2020-05-12,2020-06-10
"Latvia","StayHomeOrderPartial",2020-12-24,2021-02-07
"Latvia","Teleworking",2020-03-17,NA
"Liechtenstein","BanOnAllEvents",2020-12-20,NA
"Liechtenstein","ClosDaycare",2020-03-16,2020-05-11
"Liechtenstein","ClosHigh",2020-03-16,2020-06-08
"Liechtenstein","ClosPrim",2020-03-16,2020-06-08
"Liechtenstein","ClosPubAny",2020-10-24,2020-11-29
"Liechtenstein","ClosPubAny",2020-12-20,NA
"Liechtenstein","ClosPubAnyPartial",2020-03-12,2020-06-06
"Liechtenstein","ClosPubAnyPartial",2020-11-30,2020-12-19
"Liechtenstein","ClosSec",2020-03-16,2020-06-08
"Liechtenstein","EntertainmentVenues",2020-03-17,2020-06-06
"Liechtenstein","EntertainmentVenues",2020-12-20,NA
"Liechtenstein","EntertainmentVenuesPartial",2020-12-12,2020-12-19
"Liechtenstein","GymsSportsCentres",2021-01-12,NA
"Liechtenstein","GymsSportsCentresPartial",2020-03-12,2020-06-06
"Liechtenstein","IndoorOver100",2020-03-13,2020-07-03
"Liechtenstein","IndoorOver1000",2020-02-28,2020-03-12
"Liechtenstein","IndoorOver1000",2020-07-04,2020-09-30
"Liechtenstein","MasksMandatoryAllSpaces",2020-12-20,NA
"Liechtenstein","MasksMandatoryClosedSpaces",2020-10-20,2020-12-19
"Liechtenstein","MasksMandatoryClosedSpacesPartial",2020-07-06,2020-10-19
"Liechtenstein","MasksVoluntaryClosedSpacesPartial",2020-05-13,2020-07-05
"Liechtenstein","MassGather50",2020-12-20,NA
"Liechtenstein","MassGatherAll",2020-02-28,2020-09-30
"Liechtenstein","MassGatherAll",2020-12-20,NA
"Liechtenstein","NonEssentialShops",2020-03-17,2020-04-27
"Liechtenstein","OutdoorOver100",2020-03-13,2020-07-03
"Liechtenstein","OutdoorOver1000",2020-02-28,2020-03-12
"Liechtenstein","PrivateGatheringRestrictions",2020-03-16,2020-05-20
"Liechtenstein","PrivateGatheringRestrictions",2020-10-19,NA
"Liechtenstein","RestaurantsCafes",2020-03-17,2020-05-15
"Liechtenstein","RestaurantsCafes",2020-10-24,2020-11-29
"Liechtenstein","RestaurantsCafes",2020-12-20,NA
"Liechtenstein","RestaurantsCafesPartial",2020-11-30,2020-12-19
"Liechtenstein","StayHomeGen",2020-03-21,2020-05-18
"Liechtenstein","StayHomeRiskG",2020-03-16,NA
"Liechtenstein","TeleworkingPartial",2021-01-15,NA
"Lithuania","BanOnAllEvents",2020-03-12,2020-05-31
"Lithuania","BanOnAllEvents",2020-11-07,NA
"Lithuania","ClosDaycare",2020-03-16,2020-04-26
"Lithuania","ClosDaycarePartial",2020-04-27,2020-05-27
"Lithuania","ClosHigh",2020-03-16,2020-05-24
"Lithuania","ClosHigh",2020-11-07,NA
"Lithuania","ClosHighPartial",2020-05-25,2020-06-30
"Lithuania","ClosHighPartial",2020-09-01,2020-11-06
"Lithuania","ClosPrim",2020-03-16,2020-05-24
"Lithuania","ClosPrim",2020-12-14,NA
"Lithuania","ClosPrimPartial",2020-05-25,2020-06-23
"Lithuania","ClosPubAnyPartial",2020-03-16,NA
"Lithuania","ClosSec",2020-03-16,2020-05-31
"Lithuania","ClosSec",2020-11-07,NA
"Lithuania","ClosSecPartial",2020-06-01,2020-06-16
"Lithuania","ClosSecPartial",2020-09-01,2020-11-06
"Lithuania","EntertainmentVenues",2020-03-16,2020-04-26
"Lithuania","EntertainmentVenues",2020-12-16,NA
"Lithuania","EntertainmentVenuesPartial",2020-04-27,2020-07-17
"Lithuania","EntertainmentVenuesPartial",2020-10-26,2020-12-15
"Lithuania","GymsSportsCentres",2020-11-07,NA
"Lithuania","GymsSportsCentresPartial",2020-03-16,2020-06-16
"Lithuania","HotelsOtherAccommodationPartial",2020-11-07,NA
"Lithuania","IndoorOver100",2020-06-01,2020-06-15
"Lithuania","IndoorOver1000",2020-08-16,2020-08-31
"Lithuania","IndoorOver500",2020-06-17,2020-07-31
"Lithuania","IndoorOver500",2020-10-30,2020-11-06
"Lithuania","MasksMandatoryAllSpaces",2020-11-07,NA
"Lithuania","MasksMandatoryAllSpacesPartial",2020-04-30,2020-06-16
"Lithuania","MasksMandatoryClosedSpaces",2020-04-10,2020-05-13
"Lithuania","MasksMandatoryClosedSpacesPartial",2020-08-01,2020-11-06
"Lithuania","MasksVoluntaryAllSpaces",2020-03-23,2020-04-09
"Lithuania","MasksVoluntaryAllSpaces",2020-06-16,2020-11-06
"Lithuania","MassGather50",2020-03-12,2020-05-03
"Lithuania","MassGather50",2020-11-07,NA
"Lithuania","MassGather50Partial",2020-05-04,2020-06-16
"Lithuania","MassGatherAll",2020-03-12,2020-05-03
"Lithuania","MassGatherAll",2020-07-01,2020-08-15
"Lithuania","MassGatherAll",2020-11-14,NA
"Lithuania","MassGatherAllPartial",2020-05-04,2020-06-30
"Lithuania","MassGatherAllPartial",2020-08-16,2020-08-31
"Lithuania","MassGatherAllPartial",2020-10-30,2020-11-13
"Lithuania","NonEssentialShops",2020-03-16,2020-04-22
"Lithuania","NonEssentialShops",2020-12-16,2021-02-14
"Lithuania","NonEssentialShopsPartial",2020-04-23,2020-12-15
"Lithuania","NonEssentialShopsPartial",2021-02-15,NA
"Lithuania","OutdoorOver1000",2020-06-17,2020-08-31
"Lithuania","OutdoorOver50",2020-06-01,2020-06-16
"Lithuania","OutdoorOver500",2020-10-30,2020-11-06
"Lithuania","PlaceOfWorship",2020-03-16,2020-04-26
"Lithuania","PlaceOfWorshipPartial",2020-04-27,2020-06-16
"Lithuania","PlaceOfWorshipPartial",2020-11-07,NA
"Lithuania","PrivateGatheringRestrictions",2020-11-07,2020-12-15
"Lithuania","PrivateGatheringRestrictionsPartial",2020-03-19,2020-06-08
"Lithuania","PrivateGatheringRestrictionsPartial",2020-10-26,2020-11-06
"Lithuania","RestaurantsCafes",2020-03-16,2020-04-22
"Lithuania","RestaurantsCafes",2020-11-07,NA
"Lithuania","RestaurantsCafesPartial",2020-04-23,2020-11-06
"Lithuania","SocialCircle",2020-12-16,NA
"Lithuania","StayHomeGen",2020-03-16,2020-06-16
"Lithuania","StayHomeGen",2020-11-07,2020-12-15
"Lithuania","StayHomeOrder",2020-12-16,NA
"Lithuania","Teleworking",2020-03-10,2020-06-15
"Lithuania","TeleworkingPartial",2020-06-16,NA
"Luxembourg","ClosDaycare",2020-03-16,2020-05-24
"Luxembourg","ClosDaycare",2020-12-28,2021-01-10
"Luxembourg","ClosHigh",2020-03-16,2020-05-24
"Luxembourg","ClosHigh",2020-12-28,2021-01-10
"Luxembourg","ClosPrim",2020-03-16,2020-05-24
"Luxembourg","ClosPrim",2020-12-28,2021-01-10
"Luxembourg","ClosPubAnyPartial",2020-03-16,NA
"Luxembourg","ClosSec",2020-03-16,2020-05-04
"Luxembourg","ClosSec",2020-12-28,2021-01-10
"Luxembourg","ClosSecPartial",2020-05-05,2020-05-26
"Luxembourg","ClosureOfPublicTransportPartial",2020-03-16,2020-06-08
"Luxembourg","EntertainmentVenues",2020-03-16,2020-05-10
"Luxembourg","EntertainmentVenues",2020-11-26,2021-01-10
"Luxembourg","EntertainmentVenuesPartial",2020-05-11,2020-11-25
"Luxembourg","GymsSportsCentres",2020-03-16,2020-05-29
"Luxembourg","GymsSportsCentres",2020-11-26,2021-01-10
"Luxembourg","IndoorOver100",2020-03-17,2020-05-10
"Luxembourg","IndoorOver100",2020-09-22,NA
"Luxembourg","IndoorOver1000",2020-03-09,2020-03-16
"Luxembourg","IndoorOver50",2020-05-11,2020-09-21
"Luxembourg","MasksMandatoryAllSpaces",2020-03-18,2020-04-19
"Luxembourg","MasksMandatoryAllSpacesPartial",2020-06-22,NA
"Luxembourg","MasksMandatoryClosedSpaces",2020-04-20,NA
"Luxembourg","MassGather50Partial",2020-05-11,2020-09-21
"Luxembourg","MassGatherAll",2020-03-09,2020-03-16
"Luxembourg","MassGatherAll",2020-09-22,NA
"Luxembourg","MassGatherAllPartial",2020-03-17,2020-09-21
"Luxembourg","NonEssentialShops",2020-03-16,2020-04-19
"Luxembourg","NonEssentialShopsPartial",2020-04-20,2020-05-11
"Luxembourg","NonEssentialShopsPartial",2020-10-28,NA
"Luxembourg","OutdoorOver100",2020-09-22,NA
"Luxembourg","OutdoorOver50",2020-07-19,2020-09-21
"Luxembourg","OutdoorOver500",2020-03-17,2020-07-18
"Luxembourg","PrivateGatheringRestrictions",2020-03-16,2020-05-11
"Luxembourg","PrivateGatheringRestrictions",2020-07-19,NA
"Luxembourg","RestaurantsCafes",2020-03-16,2020-05-29
"Luxembourg","RestaurantsCafes",2020-11-27,NA
"Luxembourg","RestaurantsCafesPartial",2020-05-30,2020-11-26
