Week;Year;Age;Vax_status;Type;Variable;Group;Value
 2;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;prevpos;1,426974e+04
 2;2022;20-29;Fuld effekt efter revaccination;antal;cases;notprevpos;3,960000e+03
 2;2022;20-29;Fuld effekt efter revaccination;antal;cases;prevpos;2,400000e+02
 2;2022;20-29;Fuld effekt efter revaccination;antal;personer;alle;1,294198e+05
 2;2022;20-29;Fuld effekt efter revaccination;antal;personer;notprevpos;1,174726e+05
 2;2022;20-29;Fuld effekt efter revaccination;antal;personer;prevpos;1,194726e+04
 2;2022;20-29;Fuld effekt efter revaccination;antal;tests;alle;3,062500e+04
 2;2022;20-29;Fuld effekt efter revaccination;antal;tests;notprevpos;2,788900e+04
 2;2022;20-29;Fuld effekt efter revaccination;antal;tests;prevpos;2,736000e+03
 2;2022;20-29;Fuld effekt efter revaccination;incidence;cases;alle;3,245200e+03
 2;2022;20-29;Fuld effekt efter revaccination;incidence;cases;notprevpos;3,371000e+03
 2;2022;20-29;Fuld effekt efter revaccination;incidence;tac;notprevpos;6,918477e+03
 2;2022;20-29;Fuld effekt efter revaccination;incidence;tests;alle;2,366330e+04
 2;2022;20-29;Fuld effekt efter revaccination;incidence;tests;notprevpos;2,374086e+04
 2;2022;20-29;Fuld effekt efter revaccination;incidence;tests;prevpos;2,290065e+04
 2;2022;20-29;Første vaccination;antal;cases;notprevpos;5,070000e+02
 2;2022;20-29;Første vaccination;antal;cases;prevpos;7,400000e+01
 2;2022;20-29;Første vaccination;antal;personer;alle;1,909299e+04
 2;2022;20-29;Første vaccination;antal;personer;notprevpos;1,458196e+04
 2;2022;20-29;Første vaccination;antal;personer;prevpos;4,511037e+03
 2;2022;20-29;Første vaccination;antal;tests;alle;2,641000e+03
 2;2022;20-29;Første vaccination;antal;tests;notprevpos;2,067000e+03
 2;2022;20-29;Første vaccination;antal;tests;prevpos;5,740000e+02
 2;2022;20-29;Første vaccination;incidence;cases;alle;3,043000e+03
 2;2022;20-29;Første vaccination;incidence;cases;notprevpos;3,476900e+03
 2;2022;20-29;Første vaccination;incidence;tac;notprevpos;9,234850e+03
 2;2022;20-29;Første vaccination;incidence;tests;alle;1,383230e+04
 2;2022;20-29;Første vaccination;incidence;tests;notprevpos;1,417505e+04
 2;2022;20-29;Første vaccination;incidence;tests;prevpos;1,272435e+04
 2;2022;20-29;Ingen vaccination;antal;cases;notprevpos;4,094000e+03
 2;2022;20-29;Ingen vaccination;antal;cases;prevpos;1,022000e+03
 2;2022;20-29;Ingen vaccination;antal;personer;alle;1,354434e+05
 2;2022;20-29;Ingen vaccination;antal;personer;notprevpos;1,087442e+05
 2;2022;20-29;Ingen vaccination;antal;personer;prevpos;2,669922e+04
 2;2022;20-29;Ingen vaccination;antal;tests;alle;1,743400e+04
 2;2022;20-29;Ingen vaccination;antal;tests;notprevpos;1,362100e+04
 2;2022;20-29;Ingen vaccination;antal;tests;prevpos;3,813000e+03
 2;2022;20-29;Ingen vaccination;incidence;cases;alle;3,777200e+03
 2;2022;20-29;Ingen vaccination;incidence;cases;notprevpos;3,764800e+03
 2;2022;20-29;Ingen vaccination;incidence;tac;notprevpos;1,063752e+04
 2;2022;20-29;Ingen vaccination;incidence;tests;alle;1,287180e+04
 2;2022;20-29;Ingen vaccination;incidence;tests;notprevpos;1,252573e+04
 2;2022;20-29;Ingen vaccination;incidence;tests;prevpos;1,428132e+04
 3;2022;20-29;Anden vaccination;antal;cases;notprevpos;2,336600e+04
 3;2022;20-29;Anden vaccination;antal;cases;prevpos;1,867000e+03
 3;2022;20-29;Anden vaccination;antal;personer;alle;6,361745e+05
 3;2022;20-29;Anden vaccination;antal;personer;notprevpos;5,528713e+05
 3;2022;20-29;Anden vaccination;antal;personer;prevpos;8,330320e+04
 3;2022;20-29;Anden vaccination;antal;tests;alle;1,158970e+05
 3;2022;20-29;Anden vaccination;antal;tests;notprevpos;1,039130e+05
 3;2022;20-29;Anden vaccination;antal;tests;prevpos;1,198400e+04
 3;2022;20-29;Anden vaccination;incidence;cases;alle;3,966400e+03
 3;2022;20-29;Anden vaccination;incidence;cases;notprevpos;4,226300e+03
 3;2022;20-29;Anden vaccination;incidence;tac;notprevpos;9,748491e+03
 3;2022;20-29;Anden vaccination;incidence;tests;alle;1,821780e+04
 3;2022;20-29;Anden vaccination;incidence;tests;notprevpos;1,879515e+04
 3;2022;20-29;Anden vaccination;incidence;tests;prevpos;1,438600e+04
 3;2022;20-29;Fuld effekt efter primært forløb;antal;cases;notprevpos;1,501200e+04
 3;2022;20-29;Fuld effekt efter primært forløb;antal;cases;prevpos;1,315000e+03
 3;2022;20-29;Fuld effekt efter primært forløb;antal;personer;alle;4,240747e+05
 3;2022;20-29;Fuld effekt efter primært forløb;antal;personer;notprevpos;3,615085e+05
 3;2022;20-29;Fuld effekt efter primært forløb;antal;personer;prevpos;6,256620e+04
 3;2022;20-29;Fuld effekt efter primært forløb;antal;tests;alle;6,794100e+04
 3;2022;20-29;Fuld effekt efter primært forløb;antal;tests;notprevpos;6,017700e+04
 3;2022;20-29;Fuld effekt efter primært forløb;antal;tests;prevpos;7,764000e+03
 3;2022;20-29;Fuld effekt efter primært forløb;incidence;cases;alle;3,850000e+03
 3;2022;20-29;Fuld effekt efter primært forløb;incidence;cases;notprevpos;4,152600e+03
 3;2022;20-29;Fuld effekt efter primært forløb;incidence;tac;notprevpos;1,017804e+04
 3;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;alle;1,602100e+04
 3;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;notprevpos;1,664608e+04
 3;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;prevpos;1,240926e+04
 3;2022;20-29;Fuld effekt efter revaccination;antal;cases;notprevpos;8,177000e+03
 3;2022;20-29;Fuld effekt efter revaccination;antal;cases;prevpos;5,170000e+02
 3;2022;20-29;Fuld effekt efter revaccination;antal;personer;alle;2,054893e+05
 3;2022;20-29;Fuld effekt efter revaccination;antal;personer;notprevpos;1,864554e+05
 3;2022;20-29;Fuld effekt efter revaccination;antal;personer;prevpos;1,903393e+04
 3;2022;20-29;Fuld effekt efter revaccination;antal;tests;alle;4,691300e+04
 3;2022;20-29;Fuld effekt efter revaccination;antal;tests;notprevpos;4,296300e+04
 3;2022;20-29;Fuld effekt efter revaccination;antal;tests;prevpos;3,950000e+03
 3;2022;20-29;Fuld effekt efter revaccination;incidence;cases;alle;4,230900e+03
 3;2022;20-29;Fuld effekt efter revaccination;incidence;cases;notprevpos;4,385500e+03
 3;2022;20-29;Fuld effekt efter revaccination;incidence;tac;notprevpos;9,136067e+03
 3;2022;20-29;Fuld effekt efter revaccination;incidence;tests;alle;2,282990e+04
 3;2022;20-29;Fuld effekt efter revaccination;incidence;tests;notprevpos;2,304198e+04
 3;2022;20-29;Fuld effekt efter revaccination;incidence;tests;prevpos;2,075242e+04
 3;2022;20-29;Første vaccination;antal;cases;notprevpos;6,240000e+02
 3;2022;20-29;Første vaccination;antal;cases;prevpos;9,100000e+01
 3;2022;20-29;Første vaccination;antal;personer;alle;1,730598e+04
 3;2022;20-29;Første vaccination;antal;personer;notprevpos;1,293693e+04
 3;2022;20-29;Første vaccination;antal;personer;prevpos;4,369043e+03
 3;2022;20-29;Første vaccination;antal;tests;alle;2,365000e+03
 3;2022;20-29;Første vaccination;antal;tests;notprevpos;1,839000e+03
 3;2022;20-29;Første vaccination;antal;tests;prevpos;5,260000e+02
 3;2022;20-29;Første vaccination;incidence;cases;alle;4,131500e+03
 3;2022;20-29;Første vaccination;incidence;cases;notprevpos;4,823400e+03
 3;2022;20-29;Første vaccination;incidence;tac;notprevpos;1,279317e+04
 3;2022;20-29;Første vaccination;incidence;tests;alle;1,366580e+04
 3;2022;20-29;Første vaccination;incidence;tests;notprevpos;1,421512e+04
 3;2022;20-29;Første vaccination;incidence;tests;prevpos;1,203925e+04
 3;2022;20-29;Ingen vaccination;antal;cases;notprevpos;5,198000e+03
 3;2022;20-29;Ingen vaccination;antal;cases;prevpos;1,314000e+03
 3;2022;20-29;Ingen vaccination;antal;personer;alle;1,339598e+05
 3;2022;20-29;Ingen vaccination;antal;personer;notprevpos;1,054233e+05
 3;2022;20-29;Ingen vaccination;antal;personer;prevpos;2,853653e+04
 3;2022;20-29;Ingen vaccination;antal;tests;alle;1,791900e+04
 3;2022;20-29;Ingen vaccination;antal;tests;notprevpos;1,382400e+04
 3;2022;20-29;Ingen vaccination;antal;tests;prevpos;4,095000e+03
 3;2022;20-29;Ingen vaccination;incidence;cases;alle;4,861200e+03
 3;2022;20-29;Ingen vaccination;incidence;cases;notprevpos;4,930600e+03
 3;2022;20-29;Ingen vaccination;incidence;tac;notprevpos;1,361605e+04
 3;2022;20-29;Ingen vaccination;incidence;tests;alle;1,337640e+04
 3;2022;20-29;Ingen vaccination;incidence;tests;notprevpos;1,311285e+04
 3;2022;20-29;Ingen vaccination;incidence;tests;prevpos;1,435003e+04
 4;2022;20-29;Anden vaccination;antal;cases;notprevpos;2,556500e+04
 4;2022;20-29;Anden vaccination;antal;cases;prevpos;2,041000e+03
 4;2022;20-29;Anden vaccination;antal;personer;alle;6,377507e+05
 4;2022;20-29;Anden vaccination;antal;personer;notprevpos;5,410926e+05
 4;2022;20-29;Anden vaccination;antal;personer;prevpos;9,665817e+04
 4;2022;20-29;Anden vaccination;antal;tests;alle;1,056230e+05
 4;2022;20-29;Anden vaccination;antal;tests;notprevpos;9,443600e+04
 4;2022;20-29;Anden vaccination;antal;tests;prevpos;1,118700e+04
 4;2022;20-29;Anden vaccination;incidence;cases;alle;4,328600e+03
 4;2022;20-29;Anden vaccination;incidence;cases;notprevpos;4,724700e+03
 4;2022;20-29;Anden vaccination;incidence;tac;notprevpos;1,130944e+04
 4;2022;20-29;Anden vaccination;incidence;tests;alle;1,656180e+04
 4;2022;20-29;Anden vaccination;incidence;tests;notprevpos;1,745284e+04
 4;2022;20-29;Anden vaccination;incidence;tests;prevpos;1,157378e+04
 4;2022;20-29;Fuld effekt efter primært forløb;antal;cases;notprevpos;1,268400e+04
 4;2022;20-29;Fuld effekt efter primært forløb;antal;cases;prevpos;1,209000e+03
 4;2022;20-29;Fuld effekt efter primært forløb;antal;personer;alle;3,526048e+05
 4;2022;20-29;Fuld effekt efter primært forløb;antal;personer;notprevpos;2,851490e+05
 4;2022;20-29;Fuld effekt efter primært forløb;antal;personer;prevpos;6,745579e+04
 4;2022;20-29;Fuld effekt efter primært forløb;antal;tests;alle;4,816300e+04
 4;2022;20-29;Fuld effekt efter primært forløb;antal;tests;notprevpos;4,193900e+04
 4;2022;20-29;Fuld effekt efter primært forløb;antal;tests;prevpos;6,224000e+03
 4;2022;20-29;Fuld effekt efter primært forløb;incidence;cases;alle;3,940100e+03
 4;2022;20-29;Fuld effekt efter primært forløb;incidence;cases;notprevpos;4,448200e+03
 4;2022;20-29;Fuld effekt efter primært forløb;incidence;tac;notprevpos;1,159875e+04
 4;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;alle;1,365920e+04
 4;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;notprevpos;1,470775e+04
 4;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;prevpos;9,226784e+03
 4;2022;20-29;Fuld effekt efter revaccination;antal;cases;notprevpos;1,275500e+04
 4;2022;20-29;Fuld effekt efter revaccination;antal;cases;prevpos;8,140000e+02
 4;2022;20-29;Fuld effekt efter revaccination;antal;personer;alle;2,805418e+05
 4;2022;20-29;Fuld effekt efter revaccination;antal;personer;notprevpos;2,526243e+05
 4;2022;20-29;Fuld effekt efter revaccination;antal;personer;prevpos;2,791747e+04
 4;2022;20-29;Fuld effekt efter revaccination;antal;tests;alle;5,675500e+04
 4;2022;20-29;Fuld effekt efter revaccination;antal;tests;notprevpos;5,196600e+04
 4;2022;20-29;Fuld effekt efter revaccination;antal;tests;prevpos;4,789000e+03
 4;2022;20-29;Fuld effekt efter revaccination;incidence;cases;alle;4,836700e+03
 4;2022;20-29;Fuld effekt efter revaccination;incidence;cases;notprevpos;5,049000e+03
 4;2022;20-29;Fuld effekt efter revaccination;incidence;tac;notprevpos;1,113226e+04
 4;2022;20-29;Fuld effekt efter revaccination;incidence;tests;alle;2,023050e+04
 4;2022;20-29;Fuld effekt efter revaccination;incidence;tests;notprevpos;2,057047e+04
 4;2022;20-29;Fuld effekt efter revaccination;incidence;tests;prevpos;1,715413e+04
 4;2022;20-29;Første vaccination;antal;cases;notprevpos;5,940000e+02
 4;2022;20-29;Første vaccination;antal;cases;prevpos;7,900000e+01
 4;2022;20-29;Første vaccination;antal;personer;alle;1,611504e+04
 4;2022;20-29;Første vaccination;antal;personer;notprevpos;1,174099e+04
 4;2022;20-29;Første vaccination;antal;personer;prevpos;4,374056e+03
 4;2022;20-29;Første vaccination;antal;tests;alle;1,988000e+03
 4;2022;20-29;Første vaccination;antal;tests;notprevpos;1,533000e+03
 4;2022;20-29;Første vaccination;antal;tests;prevpos;4,550000e+02
 4;2022;20-29;Første vaccination;incidence;cases;alle;4,176200e+03
 4;2022;20-29;Første vaccination;incidence;cases;notprevpos;5,059200e+03
 4;2022;20-29;Første vaccination;incidence;tac;notprevpos;1,400113e+04
 4;2022;20-29;Første vaccination;incidence;tests;alle;1,233630e+04
 4;2022;20-29;Første vaccination;incidence;tests;notprevpos;1,305682e+04
 4;2022;20-29;Første vaccination;incidence;tests;prevpos;1,040224e+04
 4;2022;20-29;Ingen vaccination;antal;cases;notprevpos;5,096000e+03
 4;2022;20-29;Ingen vaccination;antal;cases;prevpos;1,156000e+03
 4;2022;20-29;Ingen vaccination;antal;personer;alle;1,327815e+05
 4;2022;20-29;Ingen vaccination;antal;personer;notprevpos;1,022739e+05
 4;2022;20-29;Ingen vaccination;antal;personer;prevpos;3,050761e+04
 4;2022;20-29;Ingen vaccination;antal;tests;alle;1,581600e+04
 4;2022;20-29;Ingen vaccination;antal;tests;notprevpos;1,229800e+04
 4;2022;20-29;Ingen vaccination;antal;tests;prevpos;3,518000e+03
 4;2022;20-29;Ingen vaccination;incidence;cases;alle;4,708500e+03
 4;2022;20-29;Ingen vaccination;incidence;cases;notprevpos;4,982700e+03
 4;2022;20-29;Ingen vaccination;incidence;tac;notprevpos;1,436911e+04
 4;2022;20-29;Ingen vaccination;incidence;tests;alle;1,191130e+04
 4;2022;20-29;Ingen vaccination;incidence;tests;notprevpos;1,202458e+04
 4;2022;20-29;Ingen vaccination;incidence;tests;prevpos;1,153155e+04
 5;2022;20-29;Anden vaccination;antal;cases;notprevpos;2,881600e+04
 5;2022;20-29;Anden vaccination;antal;cases;prevpos;2,161000e+03
 5;2022;20-29;Anden vaccination;antal;personer;alle;6,385317e+05
 5;2022;20-29;Anden vaccination;antal;personer;notprevpos;5,229195e+05
 5;2022;20-29;Anden vaccination;antal;personer;prevpos;1,156122e+05
 5;2022;20-29;Anden vaccination;antal;tests;alle;9,175700e+04
 5;2022;20-29;Anden vaccination;antal;tests;notprevpos;8,233600e+04
 5;2022;20-29;Anden vaccination;antal;tests;prevpos;9,421000e+03
 5;2022;20-29;Anden vaccination;incidence;cases;alle;4,851300e+03
 5;2022;20-29;Anden vaccination;incidence;cases;notprevpos;5,510600e+03
 5;2022;20-29;Anden vaccination;incidence;tac;notprevpos;1,388741e+04
 5;2022;20-29;Anden vaccination;incidence;tests;alle;1,437000e+04
 5;2022;20-29;Anden vaccination;incidence;tests;notprevpos;1,574545e+04
 5;2022;20-29;Anden vaccination;incidence;tests;prevpos;8,148794e+03
 5;2022;20-29;Fuld effekt efter primært forløb;antal;cases;notprevpos;1,005300e+04
 5;2022;20-29;Fuld effekt efter primært forløb;antal;cases;prevpos;9,320000e+02
 5;2022;20-29;Fuld effekt efter primært forløb;antal;personer;alle;2,865678e+05
 5;2022;20-29;Fuld effekt efter primært forløb;antal;personer;notprevpos;2,118651e+05
 5;2022;20-29;Fuld effekt efter primært forløb;antal;personer;prevpos;7,470268e+04
 5;2022;20-29;Fuld effekt efter primært forløb;antal;tests;alle;3,084100e+04
 5;2022;20-29;Fuld effekt efter primært forløb;antal;tests;notprevpos;2,648000e+04
 5;2022;20-29;Fuld effekt efter primært forløb;antal;tests;prevpos;4,361000e+03
 5;2022;20-29;Fuld effekt efter primært forløb;incidence;cases;alle;3,833300e+03
 5;2022;20-29;Fuld effekt efter primært forløb;incidence;cases;notprevpos;4,745000e+03
 5;2022;20-29;Fuld effekt efter primært forløb;incidence;tac;notprevpos;1,342168e+04
 5;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;alle;1,076220e+04
 5;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;notprevpos;1,249852e+04
 5;2022;20-29;Fuld effekt efter primært forløb;incidence;tests;prevpos;5,837809e+03
 5;2022;20-29;Fuld effekt efter revaccination;antal;cases;notprevpos;1,866700e+04
 5;2022;20-29;Fuld effekt efter revaccination;antal;cases;prevpos;1,212000e+03
 5;2022;20-29;Fuld effekt efter revaccination;antal;personer;alle;3,486446e+05
 5;2022;20-29;Fuld effekt efter revaccination;antal;personer;notprevpos;3,087087e+05
 5;2022;20-29;Fuld effekt efter revaccination;antal;personer;prevpos;3,993589e+04
 5;2022;20-29;Fuld effekt efter revaccination;antal;tests;alle;6,050100e+04
 5;2022;20-29;Fuld effekt efter revaccination;antal;tests;notprevpos;5,552900e+04
 5;2022;20-29;Fuld effekt efter revaccination;antal;tests;prevpos;4,972000e+03
 5;2022;20-29;Fuld effekt efter revaccination;incidence;cases;alle;5,701800e+03
 5;2022;20-29;Fuld effekt efter revaccination;incidence;cases;notprevpos;6,046800e+03
 5;2022;20-29;Fuld effekt efter revaccination;incidence;tac;notprevpos;1,425739e+04
 5;2022;20-29;Fuld effekt efter revaccination;incidence;tests;alle;1,735320e+04
 5;2022;20-29;Fuld effekt efter revaccination;incidence;tests;notprevpos;1,798751e+04
 5;2022;20-29;Fuld effekt efter revaccination;incidence;tests;prevpos;1,244995e+04
 5;2022;20-29;Første vaccination;antal;cases;notprevpos;4,960000e+02
 5;2022;20-29;Første vaccination;antal;cases;prevpos;7,400000e+01
 5;2022;20-29;Første vaccination;antal;personer;alle;1,509096e+04
 5;2022;20-29;Første vaccination;antal;personer;notprevpos;1,046899e+04
 5;2022;20-29;Første vaccination;antal;personer;prevpos;4,621961e+03
 5;2022;20-29;Første vaccination;antal;tests;alle;1,363000e+03
 5;2022;20-29;Første vaccination;antal;tests;notprevpos;1,065000e+03
 5;2022;20-29;Første vaccination;antal;tests;prevpos;2,980000e+02
 5;2022;20-29;Første vaccination;incidence;cases;alle;3,777100e+03
 5;2022;20-29;Første vaccination;incidence;cases;notprevpos;4,737800e+03
 5;2022;20-29;Første vaccination;incidence;tac;notprevpos;1,485438e+04
 5;2022;20-29;Første vaccination;incidence;tests;alle;9,031900e+03
 5;2022;20-29;Første vaccination;incidence;tests;notprevpos;1,017290e+04
 5;2022;20-29;Første vaccination;incidence;tests;prevpos;6,447479e+03
 5;2022;20-29;Ingen vaccination;antal;cases;notprevpos;4,918000e+03
 5;2022;20-29;Ingen vaccination;antal;cases;prevpos;8,310000e+02
 5;2022;20-29;Ingen vaccination;antal;personer;alle;1,319198e+05
 5;2022;20-29;Ingen vaccination;antal;personer;notprevpos;9,819111e+04
 5;2022;20-29;Ingen vaccination;antal;personer;prevpos;3,372872e+04
 5;2022;20-29;Ingen vaccination;antal;tests;alle;1,205800e+04
 5;2022;20-29;Ingen vaccination;antal;tests;notprevpos;9,636000e+03
 5;2022;20-29;Ingen vaccination;antal;tests;prevpos;2,422000e+03
 5;2022;20-29;Ingen vaccination;incidence;cases;alle;4,357900e+03
 5;2022;20-29;Ingen vaccination;incidence;cases;notprevpos;5,008600e+03
 5;2022;20-29;Ingen vaccination;incidence;tac;notprevpos;1,598836e+04
 5;2022;20-29;Ingen vaccination;incidence;tests;alle;9,140400e+03
 5;2022;20-29;Ingen vaccination;incidence;tests;notprevpos;9,813516e+03
 5;2022;20-29;Ingen vaccination;incidence;tests;prevpos;7,180825e+03
42;2021;20-29;Anden vaccination;antal;cases;notprevpos;5,110000e+02
42;2021;20-29;Anden vaccination;antal;cases;prevpos;7,000000e+00
42;2021;20-29;Anden vaccination;antal;personer;alle;5,866469e+05
42;2021;20-29;Anden vaccination;antal;personer;notprevpos;5,407407e+05
42;2021;20-29;Anden vaccination;antal;personer;prevpos;4,590611e+04
42;2021;20-29;Anden vaccination;antal;tests;alle;3,632400e+04
42;2021;20-29;Anden vaccination;antal;tests;notprevpos;3,362600e+04
42;2021;20-29;Anden vaccination;antal;tests;prevpos;2,698000e+03
42;2021;20-29;Anden vaccination;incidence;cases;alle;8,830000e+01
42;2021;20-29;Anden vaccination;incidence;cases;notprevpos;9,450000e+01
42;2021;20-29;Anden vaccination;incidence;tac;notprevpos;3,789560e+02
42;2021;20-29;Anden vaccination;incidence;tests;alle;6,191800e+03
42;2021;20-29;Anden vaccination;incidence;tests;notprevpos;6,218507e+03
42;2021;20-29;Anden vaccination;incidence;tests;prevpos;5,877213e+03
42;2021;20-29;Fuld effekt efter primært forløb;antal;cases;notprevpos;5,040000e+02
42;2021;20-29;Fuld effekt efter primært forløb;antal;cases;prevpos;7,000000e+00
42;2021;20-29;Fuld effekt efter primært forløb;antal;personer;alle;5,796807e+05
42;2021;20-29;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,344645e+05
42;2021;20-29;Fuld effekt efter primært forløb;antal;personer;prevpos;4,521619e+04
42;2021;20-29;Fuld effekt efter primært forløb;antal;tests;alle;3,590600e+04
42;2021;20-29;Fuld effekt efter primært forløb;antal;tests;notprevpos;3,324400e+04
42;2021;20-29;Fuld effekt efter primært forløb;antal;tests;prevpos;2,662000e+03
42;2021;20-29;Fuld effekt efter primært forløb;incidence;cases;alle;8,820000e+01
42;2021;20-29;Fuld effekt efter primært forløb;incidence;cases;notprevpos;9,430000e+01
42;2021;20-29;Fuld effekt efter primært forløb;incidence;tac;notprevpos;3,781068e+02
42;2021;20-29;Fuld effekt efter primært forløb;incidence;tests;alle;6,194100e+03
42;2021;20-29;Fuld effekt efter primært forløb;incidence;tests;notprevpos;6,220058e+03
42;2021;20-29;Fuld effekt efter primært forløb;incidence;tests;prevpos;5,887272e+03
42;2021;20-29;Fuld effekt efter revaccination;antal;cases;notprevpos;0,000000e+00
42;2021;20-29;Fuld effekt efter revaccination;antal;cases;prevpos;0,000000e+00
42;2021;20-29;Fuld effekt efter revaccination;antal;personer;alle;1,911990e+03
42;2021;20-29;Fuld effekt efter revaccination;antal;personer;notprevpos;NA
42;2021;20-29;Fuld effekt efter revaccination;antal;personer;prevpos;NA
42;2021;20-29;Fuld effekt efter revaccination;antal;tests;alle;1,320000e+02
42;2021;20-29;Fuld effekt efter revaccination;antal;tests;notprevpos;1,260000e+02
42;2021;20-29;Fuld effekt efter revaccination;antal;tests;prevpos;6,000000e+00
42;2021;20-29;Fuld effekt efter revaccination;incidence;cases;alle;0,000000e+00
42;2021;20-29;Fuld effekt efter revaccination;incidence;cases;notprevpos;0,000000e+00
42;2021;20-29;Fuld effekt efter revaccination;incidence;tac;notprevpos;NA
42;2021;20-29;Fuld effekt efter revaccination;incidence;tests;alle;6,903800e+03
42;2021;20-29;Fuld effekt efter revaccination;incidence;tests;notprevpos;NA
42;2021;20-29;Fuld effekt efter revaccination;incidence;tests;prevpos;NA
42;2021;20-29;Første vaccination;antal;cases;notprevpos;3,600000e+01
42;2021;20-29;Første vaccination;antal;cases;prevpos;1,000000e+00
42;2021;20-29;Første vaccination;antal;personer;alle;2,106114e+04
42;2021;20-29;Første vaccination;antal;personer;notprevpos;1,642336e+04
42;2021;20-29;Første vaccination;antal;personer;prevpos;4,637780e+03
42;2021;20-29;Første vaccination;antal;tests;alle;1,225000e+03
42;2021;20-29;Første vaccination;antal;tests;notprevpos;1,029000e+03
42;2021;20-29;Første vaccination;antal;tests;prevpos;1,960000e+02
42;2021;20-29;Første vaccination;incidence;cases;alle;1,757000e+02
42;2021;20-29;Første vaccination;incidence;cases;notprevpos;2,192000e+02
42;2021;20-29;Første vaccination;incidence;tac;notprevpos;8,757171e+02
42;2021;20-29;Første vaccination;incidence;tests;alle;5,816400e+03
42;2021;20-29;Første vaccination;incidence;tests;notprevpos;6,265467e+03
42;2021;20-29;Første vaccination;incidence;tests;prevpos;4,226160e+03
42;2021;20-29;Ingen vaccination;antal;cases;notprevpos;6,280000e+02
42;2021;20-29;Ingen vaccination;antal;cases;prevpos;2,300000e+01
42;2021;20-29;Ingen vaccination;antal;personer;alle;1,809093e+05
42;2021;20-29;Ingen vaccination;antal;personer;notprevpos;1,552150e+05
42;2021;20-29;Ingen vaccination;antal;personer;prevpos;2,569424e+04
42;2021;20-29;Ingen vaccination;antal;tests;alle;1,035000e+04
42;2021;20-29;Ingen vaccination;antal;tests;notprevpos;8,968000e+03
42;2021;20-29;Ingen vaccination;antal;tests;prevpos;1,382000e+03
42;2021;20-29;Ingen vaccination;incidence;cases;alle;3,598000e+02
42;2021;20-29;Ingen vaccination;incidence;cases;notprevpos;4,046000e+02
42;2021;20-29;Ingen vaccination;incidence;tac;notprevpos;1,683236e+03
42;2021;20-29;Ingen vaccination;incidence;tests;alle;5,721100e+03
42;2021;20-29;Ingen vaccination;incidence;tests;notprevpos;5,777791e+03
42;2021;20-29;Ingen vaccination;incidence;tests;prevpos;5,378638e+03
43;2021;20-29;Anden vaccination;antal;cases;notprevpos;8,360000e+02
43;2021;20-29;Anden vaccination;antal;cases;prevpos;1,000000e+01
43;2021;20-29;Anden vaccination;antal;personer;alle;5,886553e+05
43;2021;20-29;Anden vaccination;antal;personer;notprevpos;5,421530e+05
43;2021;20-29;Anden vaccination;antal;personer;prevpos;4,650223e+04
43;2021;20-29;Anden vaccination;antal;tests;alle;5,078800e+04
43;2021;20-29;Anden vaccination;antal;tests;notprevpos;4,685700e+04
43;2021;20-29;Anden vaccination;antal;tests;prevpos;3,931000e+03
43;2021;20-29;Anden vaccination;incidence;cases;alle;1,437000e+02
43;2021;20-29;Anden vaccination;incidence;cases;notprevpos;1,542000e+02
43;2021;20-29;Anden vaccination;incidence;tac;notprevpos;5,245152e+02
43;2021;20-29;Anden vaccination;incidence;tests;alle;8,627800e+03
43;2021;20-29;Anden vaccination;incidence;tests;notprevpos;8,642762e+03
43;2021;20-29;Anden vaccination;incidence;tests;prevpos;8,453358e+03
43;2021;20-29;Fuld effekt efter primært forløb;antal;cases;notprevpos;8,290000e+02
43;2021;20-29;Fuld effekt efter primært forløb;antal;cases;prevpos;1,000000e+01
43;2021;20-29;Fuld effekt efter primært forløb;antal;personer;alle;5,797648e+05
43;2021;20-29;Fuld effekt efter primært forløb;antal;personer;notprevpos;5,341495e+05
43;2021;20-29;Fuld effekt efter primært forløb;antal;personer;prevpos;4,561529e+04
43;2021;20-29;Fuld effekt efter primært forløb;antal;tests;alle;4,998500e+04
43;2021;20-29;Fuld effekt efter primært forløb;antal;tests;notprevpos;4,614800e+04
43;2021;20-29;Fuld effekt efter primært forløb;antal;tests;prevpos;3,837000e+03
43;2021;20-29;Fuld effekt efter primært forløb;incidence;cases;alle;1,447000e+02
43;2021;20-29;Fuld effekt efter primært forløb;incidence;cases;notprevpos;1,552000e+02
43;2021;20-29;Fuld effekt efter primært forløb;incidence;tac;notprevpos;5,280155e+02
43;2021;20-29;Fuld effekt efter primært forløb;incidence;tests;alle;8,621600e+03
43;2021;20-29;Fuld effekt efter primært forløb;incidence;tests;notprevpos;8,639529e+03
43;2021;20-29;Fuld effekt efter primært forløb;incidence;tests;prevpos;8,411653e+03
43;2021;20-29;Fuld effekt efter revaccination;antal;cases;notprevpos;5,000000e+00
43;2021;20-29;Fuld effekt efter revaccination;antal;cases;prevpos;0,000000e+00
