Date;name;daily;ra
2020-08-07;Positive;1,43000000000000e+02;1,33142857142857e+02
2020-08-07;Tested;2,69430000000000e+04;2,50800000000000e+04
2020-08-07;Percent;5,30750102067327e-01;5,30340559478253e-01
2020-08-07;Index;1,13246260913833e-01;1,10586884842810e-01
2020-08-07;Admitted;5,00000000000000e+00;4,14285714285714e+00
2020-08-07;Deaths;0,00000000000000e+00;7,14285714285714e-01
2020-08-08;Positive;9,00000000000000e+01;1,35142857142857e+02
2020-08-08;Tested;2,06950000000000e+04;2,63028571428571e+04
2020-08-08;Percent;4,34887654022711e-01;5,18347686931117e-01
2020-08-08;Index;8,57307667462944e-02;1,09214712415229e-01
2020-08-08;Admitted;3,00000000000000e+00;3,85714285714286e+00
2020-08-08;Deaths;1,00000000000000e+00;7,14285714285714e-01
2020-08-09;Positive;1,30000000000000e+02;1,41285714285714e+02
2020-08-09;Tested;2,08440000000000e+04;2,77145714285714e+04
2020-08-09;Percent;6,23680675494147e-01;5,16617126103326e-01
2020-08-09;Index;1,23213021341010e-01;1,10322867077611e-01
2020-08-09;Admitted;2,00000000000000e+00;3,28571428571429e+00
2020-08-09;Deaths;2,00000000000000e+00;5,71428571428571e-01
2020-08-10;Positive;1,55000000000000e+02;1,33000000000000e+02
2020-08-10;Tested;3,08160000000000e+04;2,87072857142857e+04
2020-08-10;Percent;5,02985462097612e-01;4,72789365868798e-01
2020-08-10;Index;1,11734763053506e-01;1,01748182650966e-01
2020-08-10;Admitted;4,00000000000000e+00;3,42857142857143e+00
2020-08-10;Deaths;1,00000000000000e+00;5,71428571428571e-01
2020-08-11;Positive;1,36000000000000e+02;1,28571428571429e+02
2020-08-11;Tested;3,34010000000000e+04;2,94867142857143e+04
2020-08-11;Percent;4,07173437921020e-01;4,46352162970651e-01
2020-08-11;Index;9,26631969812118e-02;9,67066232520075e-02
2020-08-11;Admitted;3,00000000000000e+00;3,57142857142857e+00
2020-08-11;Deaths;0,00000000000000e+00;5,71428571428571e-01
2020-08-12;Positive;1,61000000000000e+02;1,33857142857143e+02
2020-08-12;Tested;3,45920000000000e+04;3,01208571428571e+04
2020-08-12;Percent;4,65425531914894e-01;4,56409874799780e-01
2020-08-12;Index;1,07039212539527e-01;9,95435802853795e-02
2020-08-12;Admitted;3,00000000000000e+00;3,42857142857143e+00
2020-08-12;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-08-13;Positive;1,16000000000000e+02;1,28142857142857e+02
2020-08-13;Tested;3,36600000000000e+04;3,07847142857143e+04
2020-08-13;Percent;3,44622697563874e-01;4,17750605147066e-01
2020-08-13;Index;7,86100569813815e-02;9,25263007910983e-02
2020-08-13;Admitted;4,00000000000000e+00;3,85714285714286e+00
2020-08-13;Deaths;0,00000000000000e+00;1,42857142857143e-01
2020-08-14;Positive;1,12000000000000e+02;1,19714285714286e+02
2020-08-14;Tested;3,23990000000000e+04;3,14420000000000e+04
2020-08-14;Percent;3,45689681780302e-01;3,84617863763343e-01
2020-08-14;Index;7,79553451211218e-02;8,55327979397371e-02
2020-08-14;Admitted;6,00000000000000e+00;4,42857142857143e+00
2020-08-14;Deaths;0,00000000000000e+00;0,00000000000000e+00
2020-08-15;Positive;1,27000000000000e+02;1,16571428571429e+02
2020-08-15;Tested;2,51340000000000e+04;3,20648571428571e+04
2020-08-15;Percent;5,05291636826609e-01;3,69578627554648e-01
2020-08-15;Index;1,05589465979898e-01;8,24782130656838e-02
2020-08-15;Admitted;2,00000000000000e+00;4,14285714285714e+00
2020-08-15;Deaths;0,00000000000000e+00;0,00000000000000e+00
2020-08-16;Positive;9,00000000000000e+01;1,06000000000000e+02
2020-08-16;Tested;2,54910000000000e+04;3,26824285714286e+04
2020-08-16;Percent;3,53065787925150e-01;3,35027005615007e-01
2020-08-16;Index;7,40920648810421e-02;7,47961020524881e-02
2020-08-16;Admitted;5,00000000000000e+00;4,57142857142857e+00
2020-08-16;Deaths;0,00000000000000e+00;0,00000000000000e+00
2020-08-17;Positive;9,60000000000000e+01;1,01857142857143e+02
2020-08-17;Tested;3,54170000000000e+04;3,32804285714286e+04
2020-08-17;Percent;2,71056272411554e-01;3,18635046427011e-01
2020-08-17;Index;6,27802430939778e-02;7,13251201966833e-02
2020-08-17;Admitted;8,00000000000000e+00;5,00000000000000e+00
2020-08-17;Deaths;0,00000000000000e+00;0,00000000000000e+00
2020-08-18;Positive;1,14000000000000e+02;9,84285714285714e+01
2020-08-18;Tested;3,77610000000000e+04;3,37311428571429e+04
2020-08-18;Percent;3,01898784460157e-01;3,04609495972503e-01
2020-08-18;Index;7,12811028628384e-02;6,83876766453987e-02
2020-08-18;Admitted;1,00000000000000e+00;4,85714285714286e+00
2020-08-18;Deaths;0,00000000000000e+00;1,42857142857143e-01
2020-08-19;Positive;8,70000000000000e+01;9,30000000000000e+01
2020-08-19;Tested;3,89150000000000e+04;3,42070000000000e+04
2020-08-19;Percent;2,23564178337402e-01;2,77091358699815e-01
2020-08-19;Index;5,32644354471566e-02;6,29923596654825e-02
2020-08-19;Admitted;6,00000000000000e+00;5,00000000000000e+00
2020-08-19;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-08-20;Positive;8,70000000000000e+01;9,08571428571428e+01
2020-08-20;Tested;3,78460000000000e+04;3,44824285714286e+04
2020-08-20;Percent;2,29878983247899e-01;2,65729524939494e-01
2020-08-20;Index;5,43131839907479e-02;6,07893821406414e-02
2020-08-20;Admitted;7,00000000000000e+00;4,85714285714286e+00
2020-08-20;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-08-21;Positive;8,80000000000000e+01;8,78571428571429e+01
2020-08-21;Tested;3,55540000000000e+04;3,50122857142857e+04
2020-08-21;Percent;2,47510828598751e-01;2,54391256216561e-01
2020-08-21;Index;5,73932402621299e-02;5,83556528383589e-02
2020-08-21;Admitted;5,00000000000000e+00;4,14285714285714e+00
2020-08-21;Deaths;1,00000000000000e+00;2,85714285714286e-01
2020-08-22;Positive;8,90000000000000e+01;8,34285714285714e+01
2020-08-22;Tested;2,84650000000000e+04;3,52764285714286e+04
2020-08-22;Percent;3,12664675917794e-01;2,41197579105922e-01
2020-08-22;Index;6,78222471204850e-02;5,53425969856966e-02
2020-08-22;Admitted;3,00000000000000e+00;4,42857142857143e+00
2020-08-22;Deaths;1,00000000000000e+00;4,28571428571429e-01
2020-08-23;Positive;7,50000000000000e+01;8,24285714285714e+01
2020-08-23;Tested;2,74190000000000e+04;3,54135714285714e+04
2020-08-23;Percent;2,73532951602903e-01;2,37920833521672e-01
2020-08-23;Index;5,86712222071540e-02;5,46120141649969e-02
2020-08-23;Admitted;4,00000000000000e+00;4,71428571428571e+00
2020-08-23;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-08-24;Positive;7,50000000000000e+01;8,01428571428571e+01
2020-08-24;Tested;3,91260000000000e+04;3,54990000000000e+04
2020-08-24;Percent;1,91688391351020e-01;2,31464438200900e-01
2020-08-24;Index;4,57441379780005e-02;5,31159575819411e-02
2020-08-24;Admitted;3,00000000000000e+00;3,85714285714286e+00
2020-08-24;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-08-25;Positive;8,30000000000000e+01;8,31428571428571e+01
2020-08-25;Tested;3,96100000000000e+04;3,54560000000000e+04
2020-08-25;Percent;2,09543044685685e-01;2,40276254659917e-01
2020-08-25;Index;5,01897118942022e-02;5,51331659501417e-02
2020-08-25;Admitted;3,00000000000000e+00;3,71428571428571e+00
2020-08-25;Deaths;1,00000000000000e+00;2,85714285714286e-01
2020-08-26;Positive;8,00000000000000e+01;8,31428571428571e+01
2020-08-26;Tested;3,98750000000000e+04;3,49695714285714e+04
2020-08-26;Percent;2,00626959247649e-01;2,46345250336010e-01
2020-08-26;Index;4,81503557022588e-02;5,60369380731035e-02
2020-08-26;Admitted;8,00000000000000e+00;3,42857142857143e+00
2020-08-26;Deaths;0,00000000000000e+00;1,42857142857143e-01
2020-08-27;Positive;7,10000000000000e+01;8,72857142857143e+01
2020-08-27;Tested;3,84440000000000e+04;3,46450000000000e+04
2020-08-27;Percent;1,84684216002497e-01;2,66350288517456e-01
2020-08-27;Index;4,38407879093572e-02;6,00032880221178e-02
2020-08-27;Admitted;1,00000000000000e+00;3,28571428571429e+00
2020-08-27;Deaths;0,00000000000000e+00;1,42857142857143e-01
2020-08-28;Positive;1,09000000000000e+02;9,38571428571429e+01
2020-08-28;Tested;3,52530000000000e+04;3,46895714285714e+04
2020-08-28;Percent;3,09193543811874e-01;2,82796331209778e-01
2020-08-28;Index;7,15136988395342e-02;6,39528915750669e-02
2020-08-28;Admitted;4,00000000000000e+00;3,71428571428571e+00
2020-08-28;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-08-29;Positive;8,90000000000000e+01;1,10714285714286e+02
2020-08-29;Tested;2,50600000000000e+04;3,46137142857143e+04
2020-08-29;Percent;3,55147645650439e-01;3,26339145058385e-01
2020-08-29;Index;7,41486519812175e-02;7,43111443601597e-02
2020-08-29;Admitted;1,00000000000000e+00;3,42857142857143e+00
2020-08-29;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-08-30;Positive;1,04000000000000e+02;1,22000000000000e+02
2020-08-30;Tested;2,51470000000000e+04;3,46077142857143e+04
2020-08-30;Percent;4,13568218873027e-01;3,54701939483282e-01
2020-08-30;Index;8,64356718502545e-02;8,11138727353259e-02
2020-08-30;Admitted;3,00000000000000e+00;3,00000000000000e+00
2020-08-30;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-08-31;Positive;1,21000000000000e+02;1,39571428571429e+02
2020-08-31;Tested;3,94380000000000e+04;3,46327142857143e+04
2020-08-31;Percent;3,06810690197272e-01;4,00081823782274e-01
2020-08-31;Index;7,33913628486441e-02;9,19094868278246e-02
2020-08-31;Admitted;6,00000000000000e+00;3,42857142857143e+00
2020-08-31;Deaths;2,00000000000000e+00;4,28571428571429e-01
2020-09-01;Positive;2,01000000000000e+02;1,53285714285714e+02
2020-09-01;Tested;3,90790000000000e+04;3,53008571428571e+04
2020-09-01;Percent;5,14342741625937e-01;4,29253952849542e-01
2020-09-01;Index;1,22697481389852e-01;9,93027149025802e-02
2020-09-01;Admitted;1,00000000000000e+00;4,00000000000000e+00
2020-09-01;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-09-02;Positive;1,59000000000000e+02;1,68857142857143e+02
2020-09-02;Tested;3,98330000000000e+04;3,58370000000000e+04
2020-09-02;Percent;3,99166520221927e-01;4,76688547778784e-01
2020-09-02;Index;9,57694543284222e-02;1,10082544872858e-01
2020-09-02;Admitted;5,00000000000000e+00;5,57142857142857e+00
2020-09-02;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-09-03;Positive;1,94000000000000e+02;1,86000000000000e+02
2020-09-03;Tested;3,86190000000000e+04;3,64682857142857e+04
2020-09-03;Percent;5,02343406095445e-01;5,25839802795648e-01
2020-09-03;Index;1,19410086556848e-01;1,21480849504118e-01
2020-09-03;Admitted;4,00000000000000e+00;6,42857142857143e+00
2020-09-03;Deaths;1,00000000000000e+00;5,71428571428571e-01
2020-09-04;Positive;2,05000000000000e+02;2,11142857142857e+02
2020-09-04;Tested;3,99300000000000e+04;3,76400000000000e+04
2020-09-04;Percent;5,13398447282745e-01;5,71070517438211e-01
2020-09-04;Index;1,23266295362823e-01;1,33542819698784e-01
2020-09-04;Admitted;8,00000000000000e+00;6,57142857142857e+00
2020-09-04;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-09-05;Positive;1,98000000000000e+02;2,29428571428571e+02
2020-09-05;Tested;2,88130000000000e+04;3,89322857142857e+04
2020-09-05;Percent;6,87189810155138e-01;5,95255320582558e-01
2020-09-05;Index;1,49607461773161e-01;1,40813846163089e-01
2020-09-05;Admitted;1,20000000000000e+01;7,28571428571429e+00
2020-09-05;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-09-06;Positive;2,24000000000000e+02;2,48714285714286e+02
2020-09-06;Tested;2,95660000000000e+04;4,01870000000000e+04
2020-09-06;Percent;7,57627003991071e-01;6,24622843481811e-01
2020-09-06;Index;1,66223804269074e-01;1,49136606898064e-01
2020-09-06;Admitted;9,00000000000000e+00;8,42857142857143e+00
2020-09-06;Deaths;1,00000000000000e+00;4,28571428571429e-01
2020-09-07;Positive;2,97000000000000e+02;2,74000000000000e+02
2020-09-07;Tested;4,76400000000000e+04;4,20787142857143e+04
2020-09-07;Percent;6,23425692695214e-01;6,55055755128835e-01
2020-09-07;Index;1,57825154211306e-01;1,58617187758045e-01
2020-09-07;Admitted;7,00000000000000e+00;9,85714285714286e+00
2020-09-07;Deaths;0,00000000000000e+00;2,85714285714286e-01
2020-09-08;Positive;3,29000000000000e+02;2,94428571428571e+02
2020-09-08;Tested;4,81250000000000e+04;4,35608571428571e+04
2020-09-08;Percent;6,83636363636364e-01;6,80538854251165e-01
2020-09-08;Index;1,73594666639991e-01;1,66438129011082e-01
2020-09-08;Admitted;6,00000000000000e+00;1,02857142857143e+01
2020-09-08;Deaths;0,00000000000000e+00;4,28571428571429e-01
2020-09-09;Positive;2,94000000000000e+02;3,09285714285714e+02
2020-09-09;Tested;4,86160000000000e+04;4,53775714285714e+04
2020-09-09;Percent;6,04739180516702e-01;6,86252476707417e-01
2020-09-09;Index;1,54028779473244e-01;1,70303670220035e-01
2020-09-09;Admitted;1,30000000000000e+01;1,10000000000000e+01
2020-09-09;Deaths;1,00000000000000e+00;5,71428571428571e-01
2020-09-10;Positive;3,71000000000000e+02;3,19571428571429e+02
2020-09-10;Tested;5,18610000000000e+04;4,71035714285714e+04
2020-09-10;Percent;7,15373787624612e-01;6,79551247829268e-01
2020-09-10;Index;1,85774152576714e-01;1,71244949560937e-01
2020-09-10;Admitted;1,40000000000000e+01;1,11428571428571e+01
2020-09-10;Deaths;0,00000000000000e+00;7,14285714285714e-01
2020-09-11;Positive;3,48000000000000e+02;3,31857142857143e+02
2020-09-11;Tested;5,03050000000000e+04;4,82241428571428e+04
2020-09-11;Percent;6,91780141139052e-01;6,89103162065801e-01
2020-09-11;Index;1,78012884134080e-01;1,74831139807722e-01
2020-09-11;Admitted;1,10000000000000e+01;1,20000000000000e+01
2020-09-11;Deaths;1,00000000000000e+00;7,14285714285714e-01
2020-09-12;Positive;3,02000000000000e+02;3,47571428571429e+02
2020-09-12;Tested;4,15300000000000e+04;4,93344285714286e+04
2020-09-12;Percent;7,27185167348904e-01;7,03636981110059e-01
2020-09-12;Index;1,76666250235838e-01;1,79830410447851e-01
2020-09-12;Admitted;1,70000000000000e+01;1,31428571428571e+01
2020-09-12;Deaths;1,00000000000000e+00;8,57142857142857e-01
2020-09-13;Positive;2,96000000000000e+02;3,85428571428571e+02
2020-09-13;Tested;4,16480000000000e+04;5,04354285714286e+04
2020-09-13;Percent;7,10718401844026e-01;7,59029919127661e-01
2020-09-13;Index;1,72812759655383e-01;1,95569064919708e-01
2020-09-13;Admitted;1,00000000000000e+01;1,42857142857143e+01
2020-09-13;Deaths;2,00000000000000e+00;8,57142857142857e-01
2020-09-14;Positive;3,83000000000000e+02;4,06285714285714e+02
2020-09-14;Tested;5,54840000000000e+04;5,04191428571429e+04
2020-09-14;Percent;6,90289092350948e-01;7,99561054436510e-01
2020-09-14;Index;1,82928485938806e-01;2,06070062418268e-01
2020-09-14;Admitted;1,30000000000000e+01;1,41428571428571e+01
2020-09-14;Deaths;0,00000000000000e+00;8,57142857142857e-01
2020-09-15;Positive;4,39000000000000e+02;4,24714285714286e+02
2020-09-15;Tested;5,58970000000000e+04;5,05450000000000e+04
2020-09-15;Percent;7,85373096946169e-01;8,33863240010849e-01
2020-09-15;Index;2,08589561120889e-01;2,15075793540349e-01
2020-09-15;Admitted;1,40000000000000e+01;1,45714285714286e+01
2020-09-15;Deaths;1,00000000000000e+00;7,14285714285714e-01
2020-09-16;Positive;5,59000000000000e+02;4,41714285714286e+02
2020-09-16;Tested;5,63230000000000e+04;5,03488571428571e+04
2020-09-16;Percent;9,92489746639916e-01;8,79748943036366e-01
2020-09-16;Index;2,64199360776243e-01;2,25858376930897e-01
2020-09-16;Admitted;2,10000000000000e+01;1,55714285714286e+01
2020-09-16;Deaths;1,00000000000000e+00;1,00000000000000e+00
2020-09-17;Positive;5,17000000000000e+02;4,58142857142857e+02
2020-09-17;Tested;5,17470000000000e+04;5,02154285714286e+04
2020-09-17;Percent;9,99091734786558e-01;9,22429281099519e-01
2020-09-17;Index;2,59281135066634e-01;2,35998407228058e-01
2020-09-17;Admitted;1,30000000000000e+01;1,68571428571429e+01
2020-09-17;Deaths;0,00000000000000e+00;1,14285714285714e+00
2020-09-18;Positive;4,77000000000000e+02;4,80285714285714e+02
2020-09-18;Tested;5,11860000000000e+04;4,99835714285714e+04
2020-09-18;Percent;9,31895440159419e-01;9,66511904351661e-01
2020-09-18;Index;2,41053001988652e-01;2,47345124717247e-01
2020-09-18;Admitted;1,40000000000000e+01;1,80000000000000e+01
2020-09-18;Deaths;0,00000000000000e+00;1,28571428571429e+00
2020-09-19;Positive;4,21000000000000e+02;5,02142857142857e+02
2020-09-19;Tested;4,01570000000000e+04;5,00342857142857e+04
2020-09-19;Percent;1,04838508852753e+00;1,00465960843478e+00
2020-09-19;Index;2,52144333969669e-01;2,57552796391262e-01
2020-09-19;Admitted;2,40000000000000e+01;1,80000000000000e+01
2020-09-19;Deaths;3,00000000000000e+00;1,42857142857143e+00
2020-09-20;Positive;4,11000000000000e+02;5,15714285714286e+02
2020-09-20;Tested;4,07140000000000e+04;4,98822857142857e+04
2020-09-20;Percent;1,00948076828609e+00;1,03194930420618e+00
2020-09-20;Index;2,43792971735512e-01;2,64560499782771e-01
2020-09-20;Admitted;1,90000000000000e+01;1,84285714285714e+01
2020-09-20;Deaths;3,00000000000000e+00;1,42857142857143e+00
2020-09-21;Positive;5,38000000000000e+02;5,28571428571428e+02
2020-09-21;Tested;5,38610000000000e+04;5,01342857142857e+04
2020-09-21;Percent;9,98867455115947e-01;1,05127137197819e+00
2020-09-21;Index;2,62355508363132e-01;2,69999945991839e-01
2020-09-21;Admitted;2,10000000000000e+01;2,02857142857143e+01
2020-09-21;Deaths;1,00000000000000e+00;1,71428571428571e+00
2020-09-22;Positive;5,92000000000000e+02;5,30142857142857e+02
2020-09-22;Tested;5,62520000000000e+04;5,01364285714286e+04
2020-09-22;Percent;1,05240702552798e+00;1,05430150690412e+00
2020-09-22;Index;2,80043262838993e-01;2,70786845752348e-01
2020-09-22;Admitted;1,40000000000000e+01;2,08571428571429e+01
2020-09-22;Deaths;2,00000000000000e+00;1,85714285714286e+00
2020-09-23;Positive;6,54000000000000e+02;5,26285714285714e+02
2020-09-23;Tested;5,52590000000000e+04;5,00707142857143e+04
2020-09-23;Percent;1,18351761703976e+00;1,04632054087475e+00
2020-09-23;Index;3,13253284516804e-01;2,68749702776820e-01
2020-09-23;Admitted;2,40000000000000e+01;1,91428571428571e+01
2020-09-23;Deaths;1,00000000000000e+00;1,57142857142857e+00
2020-09-24;Positive;6,07000000000000e+02;5,18571428571429e+02
2020-09-24;Tested;5,35110000000000e+04;4,98698571428571e+04
2020-09-24;Percent;1,13434620919063e+00;1,03185358380389e+00
2020-09-24;Index;2,97357258530114e-01;2,64927262267031e-01
2020-09-24;Admitted;2,60000000000000e+01;1,91428571428571e+01
2020-09-24;Deaths;2,00000000000000e+00;1,14285714285714e+00
2020-09-25;Positive;4,88000000000000e+02;5,10857142857143e+02
2020-09-25;Tested;5,12010000000000e+04;4,98341428571429e+04
2020-09-25;Percent;9,53106384640925e-01;1,01812963286572e+00
2020-09-25;Index;2,46561300312216e-01;2,61275379254623e-01
2020-09-25;Admitted;1,80000000000000e+01;1,91428571428571e+01
2020-09-25;Deaths;1,00000000000000e+00;1,14285714285714e+00
2020-09-26;Positive;3,94000000000000e+02;4,90714285714286e+02
2020-09-26;Tested;3,96970000000000e+04;4,90005714285714e+04
2020-09-26;Percent;9,92518326321888e-01;9,95577134966646e-01
2020-09-26;Index;2,37884333140973e-01;2,54175161610133e-01
2020-09-26;Admitted;1,20000000000000e+01;1,91428571428571e+01
2020-09-26;Deaths;1,00000000000000e+00;1,00000000000000e+00
2020-09-27;Positive;3,57000000000000e+02;4,59857142857143e+02
2020-09-27;Tested;3,93080000000000e+04;4,79005714285714e+04
2020-09-27;Percent;9,08212068790068e-01;9,58069094280960e-01
2020-09-27;Index;2,17035888166986e-01;2,42714644507761e-01
2020-09-27;Admitted;1,90000000000000e+01;1,85714285714286e+01
2020-09-27;Deaths;0,00000000000000e+00;8,57142857142857e-01
2020-09-28;Positive;4,84000000000000e+02;4,35000000000000e+02
2020-09-28;Tested;5,36110000000000e+04;4,65618571428571e+04
2020-09-28;Percent;9,02799798548805e-01;9,36158156117731e-01
2020-09-28;Index;2,36792327276280e-01;2,34909298126647e-01
2020-09-28;Admitted;2,10000000000000e+01;1,81428571428571e+01
2020-09-28;Deaths;1,00000000000000e+00;8,57142857142857e-01
2020-09-29;Positive;4,51000000000000e+02;4,17857142857143e+02
2020-09-29;Tested;5,04170000000000e+04;4,53542857142857e+04
2020-09-29;Percent;8,94539540234445e-01;9,22979956534023e-01
2020-09-29;Index;2,30341739327562e-01;2,29823858953446e-01
2020-09-29;Admitted;1,40000000000000e+01;1,82857142857143e+01
2020-09-29;Deaths;1,00000000000000e+00;1,00000000000000e+00
2020-09-30;Positive;4,38000000000000e+02;4,10000000000000e+02
2020-09-30;Tested;4,75590000000000e+04;4,44970000000000e+04
2020-09-30;Percent;9,20961332239955e-01;9,24913642924344e-01
2020-09-30;Index;2,33029664800195e-01;2,28634565618363e-01
2020-09-30;Admitted;2,00000000000000e+01;1,81428571428571e+01
2020-09-30;Deaths;0,00000000000000e+00;1,28571428571429e+00
2020-10-01;Positive;4,33000000000000e+02;4,03714285714286e+02
2020-10-01;Tested;4,41400000000000e+04;4,36888571428571e+04
2020-10-01;Percent;9,80969642048029e-01;9,28045605350191e-01
2020-10-01;Index;2,42719833862318e-01;2,27936771355840e-01
2020-10-01;Admitted;2,30000000000000e+01;1,84285714285714e+01
2020-10-01;Deaths;2,00000000000000e+00;1,71428571428571e+00
2020-10-02;Positive;3,68000000000000e+02;3,96428571428571e+02
2020-10-02;Tested;4,27480000000000e+04;4,34938571428571e+04
2020-10-02;Percent;8,60858987554973e-01;9,17470145643144e-01
2020-10-02;Index;2,10963226099812e-01;2,24923625663918e-01
2020-10-02;Admitted;1,90000000000000e+01;1,97142857142857e+01
2020-10-02;Deaths;2,00000000000000e+00;1,85714285714286e+00
2020-10-03;Positive;3,39000000000000e+02;3,93571428571428e+02
2020-10-03;Tested;3,36960000000000e+04;4,38918571428571e+04
2020-10-03;Percent;1,00605413105413e+00;9,05408024658846e-01
2020-10-03;Index;2,29559279795387e-01;2,22302409548539e-01
2020-10-03;Admitted;1,10000000000000e+01;1,90000000000000e+01
2020-10-03;Deaths;3,00000000000000e+00;1,71428571428571e+00
2020-10-04;Positive;3,13000000000000e+02;3,95571428571429e+02
2020-10-04;Tested;3,36510000000000e+04;4,42422857142857e+04
2020-10-04;Percent;9,30135805771002e-01;9,02953990347125e-01
2020-10-04;Index;2,12151328329327e-01;2,22178101765167e-01
2020-10-04;Admitted;2,10000000000000e+01;1,85714285714286e+01
2020-10-04;Deaths;3,00000000000000e+00;1,85714285714286e+00
2020-10-05;Positive;4,33000000000000e+02;3,94428571428571e+02
2020-10-05;Tested;5,22460000000000e+04;4,47482857142857e+04
2020-10-05;Percent;8,28771580599472e-01;8,90147137590067e-01
2020-10-05;Index;2,15700307432827e-01;2,19747383419778e-01
2020-10-05;Admitted;3,00000000000000e+01;1,65714285714286e+01
2020-10-05;Deaths;2,00000000000000e+00;2,00000000000000e+00
2020-10-06;Positive;4,31000000000000e+02;4,01000000000000e+02
2020-10-06;Tested;5,32030000000000e+04;4,42624285714286e+04
2020-10-06;Percent;8,10104693344360e-01;9,17478251658210e-01
2020-10-06;Index;2,11993226519908e-01;2,25540354366951e-01
2020-10-06;Admitted;9,00000000000000e+00;1,60000000000000e+01
2020-10-06;Deaths;0,00000000000000e+00;1,85714285714286e+00
2020-10-07;Positive;4,52000000000000e+02;3,93428571428571e+02
2020-10-07;Tested;5,00120000000000e+04;4,33377142857143e+04
2020-10-07;Percent;9,03783092057906e-01;9,23839408402315e-01
2020-10-07;Index;2,32159510316588e-01;2,24868927984369e-01
2020-10-07;Admitted;1,70000000000000e+01;1,65714285714286e+01
2020-10-07;Deaths;1,00000000000000e+00;1,85714285714286e+00
2020-10-08;Positive;4,25000000000000e+02;3,85285714285714e+02
2020-10-08;Tested;4,76820000000000e+04;4,23194285714286e+04
2020-10-08;Percent;8,91321672748626e-01;9,28848581160922e-01
2020-10-08;Index;2,25704805444595e-01;2,23843955231685e-01
2020-10-08;Admitted;9,00000000000000e+00;1,55714285714286e+01
2020-10-08;Deaths;3,00000000000000e+00;1,71428571428571e+00
2020-10-09;Positive;4,14000000000000e+02;3,90142857142857e+02
2020-10-09;Tested;3,93470000000000e+04;4,06038571428571e+04
2020-10-09;Percent;1,05217678603197e+00;9,76255970633366e-01
2020-10-09;Index;2,51514022730027e-01;2,32930363323627e-01
2020-10-09;Admitted;1,50000000000000e+01;1,47142857142857e+01
2020-10-09;Deaths;1,00000000000000e+00;1,85714285714286e+00
2020-10-10;Positive;2,86000000000000e+02;3,90857142857143e+02
2020-10-10;Tested;2,72230000000000e+04;3,81295714285714e+04
2020-10-10;Percent;1,05058222826287e+00;1,03410673676904e+00
2020-10-10;Index;2,24859295117315e-01;2,43007026497050e-01
2020-10-10;Admitted;1,50000000000000e+01;1,61428571428571e+01
2020-10-10;Deaths;3,00000000000000e+00;2,00000000000000e+00
2020-10-11;Positive;2,56000000000000e+02;3,94857142857143e+02
2020-10-11;Tested;2,65230000000000e+04;3,60887142857143e+04
2020-10-11;Percent;9,65200015081250e-01;1,09693191112441e+00
2020-10-11;Index;2,04976519060538e-01;2,54412561105629e-01
2020-10-11;Admitted;1,40000000000000e+01;1,68571428571429e+01
2020-10-11;Deaths;2,00000000000000e+00;2,00000000000000e+00
2020-10-12;Positive;4,67000000000000e+02;3,99571428571429e+02
2020-10-12;Tested;4,02370000000000e+04;3,42900000000000e+04
2020-10-12;Percent;1,16062330690658e+00;1,15605423871177e+00
2020-10-12;Index;2,79305164076420e-01;2,65234608988747e-01
2020-10-12;Admitted;2,40000000000000e+01;1,85714285714286e+01
2020-10-12;Deaths;3,00000000000000e+00;1,57142857142857e+00
2020-10-13;Positive;4,36000000000000e+02;4,08571428571428e+02
2020-10-13;Tested;3,58830000000000e+04;3,35807142857143e+04
2020-10-13;Percent;1,21506005629407e+00;1,20393667612773e+00
2020-10-13;Index;2,82529868733870e-01;2,74801640140416e-01
2020-10-13;Admitted;1,90000000000000e+01;1,94285714285714e+01
2020-10-13;Deaths;1,00000000000000e+00;1,71428571428571e+00
2020-10-14;Positive;4,80000000000000e+02;4,29571428571429e+02
2020-10-14;Tested;3,57260000000000e+04;3,35311428571429e+04
2020-10-14;Percent;1,34355931254548e+00;1,28401104961660e+00
2020-10-14;Index;3,11998252576638e-01;2,91750980304669e-01
2020-10-14;Admitted;2,20000000000000e+01;1,94285714285714e+01
2020-10-14;Deaths;1,00000000000000e+00;2,00000000000000e+00
2020-10-15;Positive;4,58000000000000e+02;4,58285714285714e+02
2020-10-15;Tested;3,50910000000000e+04;3,40255714285714e+04
2020-10-15;Percent;1,30517796586019e+00;1,36386050622109e+00
2020-10-15;Index;3,01459140626420e-01;3,10441463982337e-01
2020-10-15;Admitted;2,10000000000000e+01;2,08571428571429e+01
2020-10-15;Deaths;0,00000000000000e+00;2,14285714285714e+00
2020-10-16;Positive;4,77000000000000e+02;4,92285714285714e+02
