Date;Region;Admitted
2020-07-14;Nordjylland;  0
2020-07-14;Ukendt_region;  0
2020-07-15;Hovedstaden;  2
2020-07-15;Sjælland;  1
2020-07-15;Syddanmark;  0
2020-07-15;Midtjylland;  0
2020-07-15;Nordjylland;  0
2020-07-15;Ukendt_region;  0
2020-07-16;Hovedstaden;  1
2020-07-16;Sjælland;  0
2020-07-16;Syddanmark;  0
2020-07-16;Midtjylland;  0
2020-07-16;Nordjylland;  0
2020-07-16;Ukendt_region;  0
2020-07-17;Hovedstaden;  2
2020-07-17;Sjælland;  1
2020-07-17;Syddanmark;  0
2020-07-17;Midtjylland;  0
2020-07-17;Nordjylland;  0
2020-07-17;Ukendt_region;  0
2020-07-18;Hovedstaden;  2
2020-07-18;Sjælland;  0
2020-07-18;Syddanmark;  0
2020-07-18;Midtjylland;  0
2020-07-18;Nordjylland;  0
2020-07-18;Ukendt_region;  0
2020-07-19;Hovedstaden;  1
2020-07-19;Sjælland;  1
2020-07-19;Syddanmark;  0
2020-07-19;Midtjylland;  0
2020-07-19;Nordjylland;  0
2020-07-19;Ukendt_region;  0
2020-07-20;Hovedstaden;  2
2020-07-20;Sjælland;  1
2020-07-20;Syddanmark;  0
2020-07-20;Midtjylland;  0
2020-07-20;Nordjylland;  0
2020-07-20;Ukendt_region;  0
2020-07-21;Hovedstaden;  2
2020-07-21;Sjælland;  0
2020-07-21;Syddanmark;  0
2020-07-21;Midtjylland;  0
2020-07-21;Nordjylland;  0
2020-07-21;Ukendt_region;  0
2020-07-22;Hovedstaden;  3
2020-07-22;Sjælland;  0
2020-07-22;Syddanmark;  0
2020-07-22;Midtjylland;  1
2020-07-22;Nordjylland;  0
2020-07-22;Ukendt_region;  0
2020-07-23;Hovedstaden;  0
2020-07-23;Sjælland;  0
2020-07-23;Syddanmark;  0
2020-07-23;Midtjylland;  0
2020-07-23;Nordjylland;  1
2020-07-23;Ukendt_region;  0
2020-07-24;Hovedstaden;  0
2020-07-24;Sjælland;  1
2020-07-24;Syddanmark;  1
2020-07-24;Midtjylland;  0
2020-07-24;Nordjylland;  0
2020-07-24;Ukendt_region;  0
2020-07-25;Hovedstaden;  2
2020-07-25;Sjælland;  2
2020-07-25;Syddanmark;  1
2020-07-25;Midtjylland;  0
2020-07-25;Nordjylland;  0
2020-07-25;Ukendt_region;  0
2020-07-26;Hovedstaden;  1
2020-07-26;Sjælland;  1
2020-07-26;Syddanmark;  0
2020-07-26;Midtjylland;  0
2020-07-26;Nordjylland;  0
2020-07-26;Ukendt_region;  0
2020-07-27;Hovedstaden;  2
2020-07-27;Sjælland;  1
2020-07-27;Syddanmark;  0
2020-07-27;Midtjylland;  0
2020-07-27;Nordjylland;  0
2020-07-27;Ukendt_region;  0
2020-07-28;Hovedstaden;  1
2020-07-28;Sjælland;  1
2020-07-28;Syddanmark;  0
2020-07-28;Midtjylland;  0
2020-07-28;Nordjylland;  0
2020-07-28;Ukendt_region;  0
2020-07-29;Hovedstaden;  2
2020-07-29;Sjælland;  2
2020-07-29;Syddanmark;  0
2020-07-29;Midtjylland;  2
2020-07-29;Nordjylland;  0
2020-07-29;Ukendt_region;  0
2020-07-30;Hovedstaden;  2
2020-07-30;Sjælland;  2
2020-07-30;Syddanmark;  0
2020-07-30;Midtjylland;  0
2020-07-30;Nordjylland;  1
2020-07-30;Ukendt_region;  0
2020-07-31;Hovedstaden;  0
2020-07-31;Sjælland;  0
2020-07-31;Syddanmark;  1
2020-07-31;Midtjylland;  2
2020-07-31;Nordjylland;  0
2020-07-31;Ukendt_region;  0
2020-08-01;Hovedstaden;  0
2020-08-01;Sjælland;  1
2020-08-01;Syddanmark;  0
2020-08-01;Midtjylland;  3
2020-08-01;Nordjylland;  0
2020-08-01;Ukendt_region;  0
2020-08-02;Hovedstaden;  0
2020-08-02;Sjælland;  2
2020-08-02;Syddanmark;  0
2020-08-02;Midtjylland;  0
2020-08-02;Nordjylland;  0
2020-08-02;Ukendt_region;  0
2020-08-03;Hovedstaden;  1
2020-08-03;Sjælland;  2
2020-08-03;Syddanmark;  1
2020-08-03;Midtjylland;  3
2020-08-03;Nordjylland;  0
2020-08-03;Ukendt_region;  0
2020-08-04;Hovedstaden;  1
2020-08-04;Sjælland;  3
2020-08-04;Syddanmark;  0
2020-08-04;Midtjylland;  1
2020-08-04;Nordjylland;  0
2020-08-04;Ukendt_region;  0
2020-08-05;Hovedstaden;  3
2020-08-05;Sjælland;  0
2020-08-05;Syddanmark;  0
2020-08-05;Midtjylland;  4
2020-08-05;Nordjylland;  0
2020-08-05;Ukendt_region;  0
2020-08-06;Hovedstaden;  0
2020-08-06;Sjælland;  1
2020-08-06;Syddanmark;  1
2020-08-06;Midtjylland;  0
2020-08-06;Nordjylland;  1
2020-08-06;Ukendt_region;  0
2020-08-07;Hovedstaden;  2
2020-08-07;Sjælland;  0
2020-08-07;Syddanmark;  0
2020-08-07;Midtjylland;  3
2020-08-07;Nordjylland;  0
2020-08-07;Ukendt_region;  0
2020-08-08;Hovedstaden;  0
2020-08-08;Sjælland;  1
2020-08-08;Syddanmark;  0
2020-08-08;Midtjylland;  2
2020-08-08;Nordjylland;  0
2020-08-08;Ukendt_region;  0
2020-08-09;Hovedstaden;  0
2020-08-09;Sjælland;  1
2020-08-09;Syddanmark;  0
2020-08-09;Midtjylland;  1
2020-08-09;Nordjylland;  0
2020-08-09;Ukendt_region;  0
2020-08-10;Hovedstaden;  1
2020-08-10;Sjælland;  1
2020-08-10;Syddanmark;  0
2020-08-10;Midtjylland;  2
2020-08-10;Nordjylland;  0
2020-08-10;Ukendt_region;  0
2020-08-11;Hovedstaden;  1
2020-08-11;Sjælland;  1
2020-08-11;Syddanmark;  0
2020-08-11;Midtjylland;  1
2020-08-11;Nordjylland;  0
2020-08-11;Ukendt_region;  0
2020-08-12;Hovedstaden;  1
2020-08-12;Sjælland;  1
2020-08-12;Syddanmark;  0
2020-08-12;Midtjylland;  0
2020-08-12;Nordjylland;  1
2020-08-12;Ukendt_region;  0
2020-08-13;Hovedstaden;  2
2020-08-13;Sjælland;  0
2020-08-13;Syddanmark;  0
2020-08-13;Midtjylland;  0
2020-08-13;Nordjylland;  1
2020-08-13;Ukendt_region;  1
2020-08-14;Hovedstaden;  2
2020-08-14;Sjælland;  1
2020-08-14;Syddanmark;  0
2020-08-14;Midtjylland;  2
2020-08-14;Nordjylland;  0
2020-08-14;Ukendt_region;  1
2020-08-15;Hovedstaden;  0
2020-08-15;Sjælland;  2
2020-08-15;Syddanmark;  0
2020-08-15;Midtjylland;  0
2020-08-15;Nordjylland;  0
2020-08-15;Ukendt_region;  0
2020-08-16;Hovedstaden;  1
2020-08-16;Sjælland;  0
2020-08-16;Syddanmark;  0
2020-08-16;Midtjylland;  3
2020-08-16;Nordjylland;  1
2020-08-16;Ukendt_region;  0
2020-08-17;Hovedstaden;  2
2020-08-17;Sjælland;  2
2020-08-17;Syddanmark;  0
2020-08-17;Midtjylland;  3
2020-08-17;Nordjylland;  1
2020-08-17;Ukendt_region;  0
2020-08-18;Hovedstaden;  1
2020-08-18;Sjælland;  0
2020-08-18;Syddanmark;  0
2020-08-18;Midtjylland;  0
2020-08-18;Nordjylland;  0
2020-08-18;Ukendt_region;  0
2020-08-19;Hovedstaden;  1
2020-08-19;Sjælland;  1
2020-08-19;Syddanmark;  1
2020-08-19;Midtjylland;  1
2020-08-19;Nordjylland;  1
2020-08-19;Ukendt_region;  1
2020-08-20;Hovedstaden;  1
2020-08-20;Sjælland;  1
2020-08-20;Syddanmark;  0
2020-08-20;Midtjylland;  5
2020-08-20;Nordjylland;  0
2020-08-20;Ukendt_region;  0
2020-08-21;Hovedstaden;  0
2020-08-21;Sjælland;  0
2020-08-21;Syddanmark;  1
2020-08-21;Midtjylland;  2
2020-08-21;Nordjylland;  2
2020-08-21;Ukendt_region;  0
2020-08-22;Hovedstaden;  2
2020-08-22;Sjælland;  0
2020-08-22;Syddanmark;  0
2020-08-22;Midtjylland;  0
2020-08-22;Nordjylland;  1
2020-08-22;Ukendt_region;  0
2020-08-23;Hovedstaden;  1
2020-08-23;Sjælland;  0
2020-08-23;Syddanmark;  1
2020-08-23;Midtjylland;  1
2020-08-23;Nordjylland;  1
2020-08-23;Ukendt_region;  0
2020-08-24;Hovedstaden;  1
2020-08-24;Sjælland;  0
2020-08-24;Syddanmark;  0
2020-08-24;Midtjylland;  1
2020-08-24;Nordjylland;  0
2020-08-24;Ukendt_region;  1
2020-08-25;Hovedstaden;  2
2020-08-25;Sjælland;  0
2020-08-25;Syddanmark;  0
2020-08-25;Midtjylland;  1
2020-08-25;Nordjylland;  0
2020-08-25;Ukendt_region;  0
2020-08-26;Hovedstaden;  2
2020-08-26;Sjælland;  3
2020-08-26;Syddanmark;  0
2020-08-26;Midtjylland;  0
2020-08-26;Nordjylland;  1
2020-08-26;Ukendt_region;  2
2020-08-27;Hovedstaden;  0
2020-08-27;Sjælland;  1
2020-08-27;Syddanmark;  0
2020-08-27;Midtjylland;  0
2020-08-27;Nordjylland;  0
2020-08-27;Ukendt_region;  0
2020-08-28;Hovedstaden;  2
2020-08-28;Sjælland;  0
2020-08-28;Syddanmark;  0
2020-08-28;Midtjylland;  1
2020-08-28;Nordjylland;  1
2020-08-28;Ukendt_region;  0
2020-08-29;Hovedstaden;  1
2020-08-29;Sjælland;  0
2020-08-29;Syddanmark;  0
2020-08-29;Midtjylland;  0
2020-08-29;Nordjylland;  0
2020-08-29;Ukendt_region;  0
2020-08-30;Hovedstaden;  2
2020-08-30;Sjælland;  0
2020-08-30;Syddanmark;  0
2020-08-30;Midtjylland;  1
2020-08-30;Nordjylland;  0
2020-08-30;Ukendt_region;  0
2020-08-31;Hovedstaden;  2
2020-08-31;Sjælland;  2
2020-08-31;Syddanmark;  1
2020-08-31;Midtjylland;  1
2020-08-31;Nordjylland;  0
2020-08-31;Ukendt_region;  0
2020-09-01;Hovedstaden;  1
2020-09-01;Sjælland;  0
2020-09-01;Syddanmark;  0
2020-09-01;Midtjylland;  0
2020-09-01;Nordjylland;  0
2020-09-01;Ukendt_region;  0
2020-09-02;Hovedstaden;  2
2020-09-02;Sjælland;  0
2020-09-02;Syddanmark;  2
2020-09-02;Midtjylland;  0
2020-09-02;Nordjylland;  0
2020-09-02;Ukendt_region;  1
2020-09-03;Hovedstaden;  2
2020-09-03;Sjælland;  0
2020-09-03;Syddanmark;  0
2020-09-03;Midtjylland;  1
2020-09-03;Nordjylland;  0
2020-09-03;Ukendt_region;  1
2020-09-04;Hovedstaden;  4
2020-09-04;Sjælland;  0
2020-09-04;Syddanmark;  2
2020-09-04;Midtjylland;  2
2020-09-04;Nordjylland;  0
2020-09-04;Ukendt_region;  0
2020-09-05;Hovedstaden;  5
2020-09-05;Sjælland;  0
2020-09-05;Syddanmark;  1
2020-09-05;Midtjylland;  4
2020-09-05;Nordjylland;  2
2020-09-05;Ukendt_region;  0
2020-09-06;Hovedstaden;  6
2020-09-06;Sjælland;  0
2020-09-06;Syddanmark;  1
2020-09-06;Midtjylland;  1
2020-09-06;Nordjylland;  1
2020-09-06;Ukendt_region;  0
2020-09-07;Hovedstaden;  5
2020-09-07;Sjælland;  0
2020-09-07;Syddanmark;  1
2020-09-07;Midtjylland;  1
2020-09-07;Nordjylland;  0
2020-09-07;Ukendt_region;  0
2020-09-08;Hovedstaden;  2
2020-09-08;Sjælland;  1
2020-09-08;Syddanmark;  2
2020-09-08;Midtjylland;  0
2020-09-08;Nordjylland;  1
2020-09-08;Ukendt_region;  0
2020-09-09;Hovedstaden;  8
2020-09-09;Sjælland;  1
2020-09-09;Syddanmark;  2
2020-09-09;Midtjylland;  1
2020-09-09;Nordjylland;  1
2020-09-09;Ukendt_region;  0
2020-09-10;Hovedstaden; 10
2020-09-10;Sjælland;  1
2020-09-10;Syddanmark;  0
2020-09-10;Midtjylland;  1
2020-09-10;Nordjylland;  2
2020-09-10;Ukendt_region;  0
2020-09-11;Hovedstaden;  4
2020-09-11;Sjælland;  3
2020-09-11;Syddanmark;  0
2020-09-11;Midtjylland;  3
2020-09-11;Nordjylland;  1
2020-09-11;Ukendt_region;  0
2020-09-12;Hovedstaden; 10
2020-09-12;Sjælland;  1
2020-09-12;Syddanmark;  3
2020-09-12;Midtjylland;  2
2020-09-12;Nordjylland;  1
2020-09-12;Ukendt_region;  0
2020-09-13;Hovedstaden;  5
2020-09-13;Sjælland;  2
2020-09-13;Syddanmark;  2
2020-09-13;Midtjylland;  1
2020-09-13;Nordjylland;  0
2020-09-13;Ukendt_region;  0
2020-09-14;Hovedstaden;  7
2020-09-14;Sjælland;  2
2020-09-14;Syddanmark;  2
2020-09-14;Midtjylland;  0
2020-09-14;Nordjylland;  2
2020-09-14;Ukendt_region;  0
2020-09-15;Hovedstaden;  9
2020-09-15;Sjælland;  0
2020-09-15;Syddanmark;  0
2020-09-15;Midtjylland;  3
2020-09-15;Nordjylland;  1
2020-09-15;Ukendt_region;  1
2020-09-16;Hovedstaden; 12
2020-09-16;Sjælland;  1
2020-09-16;Syddanmark;  2
2020-09-16;Midtjylland;  2
2020-09-16;Nordjylland;  3
2020-09-16;Ukendt_region;  1
2020-09-17;Hovedstaden;  3
2020-09-17;Sjælland;  3
2020-09-17;Syddanmark;  0
2020-09-17;Midtjylland;  3
2020-09-17;Nordjylland;  3
2020-09-17;Ukendt_region;  1
2020-09-18;Hovedstaden;  9
2020-09-18;Sjælland;  2
2020-09-18;Syddanmark;  0
2020-09-18;Midtjylland;  1
2020-09-18;Nordjylland;  1
2020-09-18;Ukendt_region;  1
2020-09-19;Hovedstaden; 10
2020-09-19;Sjælland;  2
2020-09-19;Syddanmark;  4
2020-09-19;Midtjylland;  4
2020-09-19;Nordjylland;  4
2020-09-19;Ukendt_region;  0
2020-09-20;Hovedstaden; 13
2020-09-20;Sjælland;  0
2020-09-20;Syddanmark;  2
2020-09-20;Midtjylland;  3
2020-09-20;Nordjylland;  1
2020-09-20;Ukendt_region;  0
2020-09-21;Hovedstaden; 10
2020-09-21;Sjælland;  1
2020-09-21;Syddanmark;  4
2020-09-21;Midtjylland;  1
2020-09-21;Nordjylland;  4
2020-09-21;Ukendt_region;  1
2020-09-22;Hovedstaden;  9
2020-09-22;Sjælland;  2
2020-09-22;Syddanmark;  1
2020-09-22;Midtjylland;  2
2020-09-22;Nordjylland;  0
2020-09-22;Ukendt_region;  0
2020-09-23;Hovedstaden; 12
2020-09-23;Sjælland;  5
2020-09-23;Syddanmark;  2
2020-09-23;Midtjylland;  2
2020-09-23;Nordjylland;  3
2020-09-23;Ukendt_region;  0
2020-09-24;Hovedstaden; 10
2020-09-24;Sjælland;  3
2020-09-24;Syddanmark;  6
2020-09-24;Midtjylland;  4
2020-09-24;Nordjylland;  3
2020-09-24;Ukendt_region;  0
2020-09-25;Hovedstaden; 12
2020-09-25;Sjælland;  1
2020-09-25;Syddanmark;  2
2020-09-25;Midtjylland;  1
2020-09-25;Nordjylland;  2
2020-09-25;Ukendt_region;  0
2020-09-26;Hovedstaden;  5
2020-09-26;Sjælland;  2
2020-09-26;Syddanmark;  0
2020-09-26;Midtjylland;  4
2020-09-26;Nordjylland;  1
2020-09-26;Ukendt_region;  0
2020-09-27;Hovedstaden; 10
2020-09-27;Sjælland;  3
2020-09-27;Syddanmark;  3
2020-09-27;Midtjylland;  2
2020-09-27;Nordjylland;  1
2020-09-27;Ukendt_region;  0
2020-09-28;Hovedstaden; 13
2020-09-28;Sjælland;  1
2020-09-28;Syddanmark;  6
2020-09-28;Midtjylland;  1
2020-09-28;Nordjylland;  0
2020-09-28;Ukendt_region;  0
2020-09-29;Hovedstaden;  6
2020-09-29;Sjælland;  0
2020-09-29;Syddanmark;  2
2020-09-29;Midtjylland;  4
2020-09-29;Nordjylland;  2
2020-09-29;Ukendt_region;  0
2020-09-30;Hovedstaden;  8
2020-09-30;Sjælland;  4
2020-09-30;Syddanmark;  2
2020-09-30;Midtjylland;  5
2020-09-30;Nordjylland;  0
2020-09-30;Ukendt_region;  1
2020-10-01;Hovedstaden;  7
2020-10-01;Sjælland;  2
2020-10-01;Syddanmark;  4
2020-10-01;Midtjylland;  8
2020-10-01;Nordjylland;  2
2020-10-01;Ukendt_region;  0
2020-10-02;Hovedstaden;  6
2020-10-02;Sjælland;  5
2020-10-02;Syddanmark;  1
2020-10-02;Midtjylland;  4
2020-10-02;Nordjylland;  3
2020-10-02;Ukendt_region;  0
2020-10-03;Hovedstaden;  9
2020-10-03;Sjælland;  0
2020-10-03;Syddanmark;  0
2020-10-03;Midtjylland;  2
2020-10-03;Nordjylland;  0
2020-10-03;Ukendt_region;  0
2020-10-04;Hovedstaden; 11
2020-10-04;Sjælland;  1
2020-10-04;Syddanmark;  4
2020-10-04;Midtjylland;  3
2020-10-04;Nordjylland;  1
2020-10-04;Ukendt_region;  1
2020-10-05;Hovedstaden; 15
2020-10-05;Sjælland;  2
2020-10-05;Syddanmark;  2
2020-10-05;Midtjylland;  8
2020-10-05;Nordjylland;  2
2020-10-05;Ukendt_region;  1
2020-10-06;Hovedstaden;  7
2020-10-06;Sjælland;  0
2020-10-06;Syddanmark;  2
2020-10-06;Midtjylland;  1
2020-10-06;Nordjylland;  0
2020-10-06;Ukendt_region;  0
2020-10-07;Hovedstaden;  9
2020-10-07;Sjælland;  2
2020-10-07;Syddanmark;  1
2020-10-07;Midtjylland;  3
2020-10-07;Nordjylland;  1
2020-10-07;Ukendt_region;  0
2020-10-08;Hovedstaden;  3
2020-10-08;Sjælland;  1
2020-10-08;Syddanmark;  1
2020-10-08;Midtjylland;  4
2020-10-08;Nordjylland;  0
2020-10-08;Ukendt_region;  0
2020-10-09;Hovedstaden;  3
2020-10-09;Sjælland;  2
2020-10-09;Syddanmark;  3
2020-10-09;Midtjylland;  4
2020-10-09;Nordjylland;  2
2020-10-09;Ukendt_region;  1
2020-10-10;Hovedstaden;  5
2020-10-10;Sjælland;  2
2020-10-10;Syddanmark;  2
2020-10-10;Midtjylland;  2
2020-10-10;Nordjylland;  3
2020-10-10;Ukendt_region;  1
2020-10-11;Hovedstaden;  6
2020-10-11;Sjælland;  1
2020-10-11;Syddanmark;  2
2020-10-11;Midtjylland;  3
2020-10-11;Nordjylland;  2
2020-10-11;Ukendt_region;  0
2020-10-12;Hovedstaden; 12
2020-10-12;Sjælland;  1
2020-10-12;Syddanmark;  2
2020-10-12;Midtjylland;  8
2020-10-12;Nordjylland;  1
2020-10-12;Ukendt_region;  0
2020-10-13;Hovedstaden;  8
2020-10-13;Sjælland;  1
2020-10-13;Syddanmark;  3
2020-10-13;Midtjylland;  4
2020-10-13;Nordjylland;  1
2020-10-13;Ukendt_region;  2
2020-10-14;Hovedstaden; 10
2020-10-14;Sjælland;  1
2020-10-14;Syddanmark;  2
2020-10-14;Midtjylland;  5
2020-10-14;Nordjylland;  2
2020-10-14;Ukendt_region;  2
2020-10-15;Hovedstaden; 11
2020-10-15;Sjælland;  0
2020-10-15;Syddanmark;  1
2020-10-15;Midtjylland;  4
2020-10-15;Nordjylland;  5
2020-10-15;Ukendt_region;  0
2020-10-16;Hovedstaden;  8
2020-10-16;Sjælland;  3
2020-10-16;Syddanmark;  1
2020-10-16;Midtjylland;  5
2020-10-16;Nordjylland;  1
2020-10-16;Ukendt_region;  3
2020-10-17;Hovedstaden;  8
2020-10-17;Sjælland;  2
2020-10-17;Syddanmark;  1
2020-10-17;Midtjylland;  3
2020-10-17;Nordjylland;  1
2020-10-17;Ukendt_region;  0
2020-10-18;Hovedstaden; 10
2020-10-18;Sjælland;  0
2020-10-18;Syddanmark;  5
2020-10-18;Midtjylland;  6
2020-10-18;Nordjylland;  3
2020-10-18;Ukendt_region;  0
2020-10-19;Hovedstaden; 10
2020-10-19;Sjælland;  5
2020-10-19;Syddanmark;  3
2020-10-19;Midtjylland;  5
2020-10-19;Nordjylland;  1
2020-10-19;Ukendt_region;  1
2020-10-20;Hovedstaden; 10
2020-10-20;Sjælland;  1
2020-10-20;Syddanmark;  4
2020-10-20;Midtjylland;  3
2020-10-20;Nordjylland;  1
2020-10-20;Ukendt_region;  0
2020-10-21;Hovedstaden; 13
2020-10-21;Sjælland;  2
2020-10-21;Syddanmark;  4
2020-10-21;Midtjylland;  5
2020-10-21;Nordjylland;  1
2020-10-21;Ukendt_region;  0
2020-10-22;Hovedstaden; 12
2020-10-22;Sjælland;  2
2020-10-22;Syddanmark;  2
2020-10-22;Midtjylland;  2
2020-10-22;Nordjylland;  0
2020-10-22;Ukendt_region;  0
2020-10-23;Hovedstaden; 11
2020-10-23;Sjælland;  5
2020-10-23;Syddanmark;  2
2020-10-23;Midtjylland;  3
2020-10-23;Nordjylland;  4
2020-10-23;Ukendt_region;  2
2020-10-24;Hovedstaden; 11
2020-10-24;Sjælland;  3
2020-10-24;Syddanmark;  2
2020-10-24;Midtjylland;  4
2020-10-24;Nordjylland;  2
2020-10-24;Ukendt_region;  0
2020-10-25;Hovedstaden; 13
2020-10-25;Sjælland;  1
2020-10-25;Syddanmark;  7
2020-10-25;Midtjylland;  2
2020-10-25;Nordjylland;  3
2020-10-25;Ukendt_region;  1
2020-10-26;Hovedstaden; 12
2020-10-26;Sjælland;  7
2020-10-26;Syddanmark;  2
2020-10-26;Midtjylland;  6
2020-10-26;Nordjylland;  3
2020-10-26;Ukendt_region;  2
2020-10-27;Hovedstaden; 16
2020-10-27;Sjælland;  1
2020-10-27;Syddanmark;  4
2020-10-27;Midtjylland;  9
2020-10-27;Nordjylland;  4
2020-10-27;Ukendt_region;  1
2020-10-28;Hovedstaden; 12
2020-10-28;Sjælland;  2
2020-10-28;Syddanmark;  5
2020-10-28;Midtjylland;  6
2020-10-28;Nordjylland;  5
2020-10-28;Ukendt_region;  0
2020-10-29;Hovedstaden; 18
2020-10-29;Sjælland;  2
2020-10-29;Syddanmark;  8
2020-10-29;Midtjylland;  5
2020-10-29;Nordjylland;  4
2020-10-29;Ukendt_region;  0
2020-10-30;Hovedstaden; 11
2020-10-30;Sjælland;  4
2020-10-30;Syddanmark;  5
2020-10-30;Midtjylland;  8
2020-10-30;Nordjylland;  5
2020-10-30;Ukendt_region;  0
2020-10-31;Hovedstaden; 21
2020-10-31;Sjælland;  5
2020-10-31;Syddanmark;  6
2020-10-31;Midtjylland;  4
2020-10-31;Nordjylland;  4
2020-10-31;Ukendt_region;  0
2020-11-01;Hovedstaden; 15
2020-11-01;Sjælland;  1
2020-11-01;Syddanmark; 12
2020-11-01;Midtjylland;  8
2020-11-01;Nordjylland;  0
2020-11-01;Ukendt_region;  2
2020-11-02;Hovedstaden; 21
2020-11-02;Sjælland;  4
2020-11-02;Syddanmark;  8
2020-11-02;Midtjylland;  4
2020-11-02;Nordjylland;  3
2020-11-02;Ukendt_region;  0
2020-11-03;Hovedstaden; 21
2020-11-03;Sjælland;  6
2020-11-03;Syddanmark;  3
2020-11-03;Midtjylland;  4
2020-11-03;Nordjylland;  7
2020-11-03;Ukendt_region;  0
2020-11-04;Hovedstaden; 22
2020-11-04;Sjælland; 11
2020-11-04;Syddanmark;  6
2020-11-04;Midtjylland;  7
2020-11-04;Nordjylland;  6
2020-11-04;Ukendt_region;  0
2020-11-05;Hovedstaden; 16
2020-11-05;Sjælland;  8
2020-11-05;Syddanmark; 11
2020-11-05;Midtjylland;  7
2020-11-05;Nordjylland;  5
2020-11-05;Ukendt_region;  1
2020-11-06;Hovedstaden; 14
2020-11-06;Sjælland;  2
2020-11-06;Syddanmark;  6
2020-11-06;Midtjylland;  8
2020-11-06;Nordjylland;  2
2020-11-06;Ukendt_region;  0
2020-11-07;Hovedstaden; 12
2020-11-07;Sjælland;  5
2020-11-07;Syddanmark;  3
2020-11-07;Midtjylland;  4
2020-11-07;Nordjylland;  4
2020-11-07;Ukendt_region;  1
2020-11-08;Hovedstaden; 14
2020-11-08;Sjælland;  7
2020-11-08;Syddanmark;  7
2020-11-08;Midtjylland;  6
2020-11-08;Nordjylland;  4
2020-11-08;Ukendt_region;  1
2020-11-09;Hovedstaden; 25
2020-11-09;Sjælland;  8
2020-11-09;Syddanmark;  6
2020-11-09;Midtjylland; 11
2020-11-09;Nordjylland;  6
2020-11-09;Ukendt_region;  0
2020-11-10;Hovedstaden; 15
2020-11-10;Sjælland;  6
2020-11-10;Syddanmark;  6
2020-11-10;Midtjylland;  7
2020-11-10;Nordjylland;  2
2020-11-10;Ukendt_region;  1
2020-11-11;Hovedstaden; 26
2020-11-11;Sjælland;  6
2020-11-11;Syddanmark;  3
2020-11-11;Midtjylland;  8
2020-11-11;Nordjylland;  3
2020-11-11;Ukendt_region;  3
2020-11-12;Hovedstaden; 14
2020-11-12;Sjælland;  3
2020-11-12;Syddanmark;  5
2020-11-12;Midtjylland; 10
2020-11-12;Nordjylland;  0
2020-11-12;Ukendt_region;  2
2020-11-13;Hovedstaden; 18
2020-11-13;Sjælland;  5
2020-11-13;Syddanmark;  3
2020-11-13;Midtjylland; 10
2020-11-13;Nordjylland;  3
2020-11-13;Ukendt_region;  0
2020-11-14;Hovedstaden; 16
2020-11-14;Sjælland;  7
2020-11-14;Syddanmark;  2
2020-11-14;Midtjylland;  6
2020-11-14;Nordjylland;  2
2020-11-14;Ukendt_region;  1
2020-11-15;Hovedstaden; 19
2020-11-15;Sjælland;  3
2020-11-15;Syddanmark;  2
2020-11-15;Midtjylland;  8
2020-11-15;Nordjylland;  0
2020-11-15;Ukendt_region;  0
2020-11-16;Hovedstaden; 26
2020-11-16;Sjælland;  6
2020-11-16;Syddanmark;  3
2020-11-16;Midtjylland; 11
2020-11-16;Nordjylland;  4
2020-11-16;Ukendt_region;  0
2020-11-17;Hovedstaden; 28
2020-11-17;Sjælland;  4
2020-11-17;Syddanmark; 11
2020-11-17;Midtjylland; 15
2020-11-17;Nordjylland;  3
2020-11-17;Ukendt_region;  2
2020-11-18;Hovedstaden; 19
2020-11-18;Sjælland;  6
2020-11-18;Syddanmark;  7
2020-11-18;Midtjylland; 11
2020-11-18;Nordjylland;  3
2020-11-18;Ukendt_region;  0
2020-11-19;Hovedstaden; 14
2020-11-19;Sjælland;  9
2020-11-19;Syddanmark;  6
2020-11-19;Midtjylland; 10
2020-11-19;Nordjylland;  1
2020-11-19;Ukendt_region;  2
2020-11-20;Hovedstaden; 16
2020-11-20;Sjælland;  4
2020-11-20;Syddanmark;  7
2020-11-20;Midtjylland; 11
2020-11-20;Nordjylland;  3
2020-11-20;Ukendt_region;  1
2020-11-21;Hovedstaden; 13
2020-11-21;Sjælland;  5
2020-11-21;Syddanmark;  7
2020-11-21;Midtjylland;  5
2020-11-21;Nordjylland;  0
2020-11-21;Ukendt_region;  2
2020-11-22;Hovedstaden; 23
2020-11-22;Sjælland;  3
2020-11-22;Syddanmark;  5
2020-11-22;Midtjylland;  4
2020-11-22;Nordjylland;  4
2020-11-22;Ukendt_region;  1
2020-11-23;Hovedstaden; 22
2020-11-23;Sjælland;  7
2020-11-23;Syddanmark;  8
2020-11-23;Midtjylland;  9
2020-11-23;Nordjylland;  1
2020-11-23;Ukendt_region;  1
2020-11-24;Hovedstaden; 14
2020-11-24;Sjælland;  5
2020-11-24;Syddanmark;  5
2020-11-24;Midtjylland; 11
2020-11-24;Nordjylland;  4
2020-11-24;Ukendt_region;  0
2020-11-25;Hovedstaden; 20
2020-11-25;Sjælland;  8
2020-11-25;Syddanmark;  4
2020-11-25;Midtjylland;  9
2020-11-25;Nordjylland;  5
2020-11-25;Ukendt_region;  1
2020-11-26;Hovedstaden; 20
2020-11-26;Sjælland;  7
2020-11-26;Syddanmark; 11
2020-11-26;Midtjylland;  4
2020-11-26;Nordjylland;  3
2020-11-26;Ukendt_region;  3
2020-11-27;Hovedstaden; 16
2020-11-27;Sjælland;  3
