"Kommune";"Dato";"Bekræftede tilfælde"
161;2020-11-19;8
163;2020-11-19;15
165;2020-11-19;12
167;2020-11-19;18
169;2020-11-19;13
173;2020-11-19;19
175;2020-11-19;9
183;2020-11-19;16
185;2020-11-19;10
187;2020-11-19;8
190;2020-11-19;4
201;2020-11-19;2
210;2020-11-19;4
217;2020-11-19;21
219;2020-11-19;9
223;2020-11-19;2
230;2020-11-19;6
240;2020-11-19;11
250;2020-11-19;4
253;2020-11-19;10
259;2020-11-19;14
260;2020-11-19;4
265;2020-11-19;30
269;2020-11-19;7
270;2020-11-19;5
306;2020-11-19;5
316;2020-11-19;10
320;2020-11-19;1
326;2020-11-19;10
329;2020-11-19;2
330;2020-11-19;14
336;2020-11-19;4
340;2020-11-19;1
350;2020-11-19;1
370;2020-11-19;21
376;2020-11-19;7
390;2020-11-19;2
400;2020-11-19;8
410;2020-11-19;5
420;2020-11-19;7
430;2020-11-19;2
440;2020-11-19;3
450;2020-11-19;4
461;2020-11-19;57
479;2020-11-19;7
480;2020-11-19;1
482;2020-11-19;1
510;2020-11-19;4
530;2020-11-19;9
540;2020-11-19;7
550;2020-11-19;9
561;2020-11-19;31
573;2020-11-19;15
575;2020-11-19;3
580;2020-11-19;4
607;2020-11-19;10
615;2020-11-19;21
621;2020-11-19;17
630;2020-11-19;26
657;2020-11-19;20
661;2020-11-19;31
665;2020-11-19;4
671;2020-11-19;15
706;2020-11-19;4
707;2020-11-19;1
710;2020-11-19;2
727;2020-11-19;5
730;2020-11-19;12
740;2020-11-19;14
741;2020-11-19;2
746;2020-11-19;9
751;2020-11-19;60
756;2020-11-19;4
760;2020-11-19;7
766;2020-11-19;11
773;2020-11-19;10
779;2020-11-19;10
787;2020-11-19;2
791;2020-11-19;9
813;2020-11-19;4
820;2020-11-19;1
840;2020-11-19;2
846;2020-11-19;4
849;2020-11-19;2
851;2020-11-19;16
860;2020-11-19;3
101;2020-11-20;227
147;2020-11-20;31
151;2020-11-20;14
153;2020-11-20;11
155;2020-11-20;1
157;2020-11-20;21
159;2020-11-20;33
161;2020-11-20;6
163;2020-11-20;7
165;2020-11-20;8
167;2020-11-20;19
169;2020-11-20;16
173;2020-11-20;24
175;2020-11-20;16
183;2020-11-20;6
185;2020-11-20;23
187;2020-11-20;2
190;2020-11-20;9
201;2020-11-20;7
210;2020-11-20;6
217;2020-11-20;11
219;2020-11-20;7
223;2020-11-20;7
230;2020-11-20;5
240;2020-11-20;10
250;2020-11-20;5
253;2020-11-20;15
259;2020-11-20;17
260;2020-11-20;1
265;2020-11-20;23
269;2020-11-20;30
270;2020-11-20;7
306;2020-11-20;1
316;2020-11-20;6
320;2020-11-20;3
326;2020-11-20;2
329;2020-11-20;7
330;2020-11-20;9
340;2020-11-20;2
350;2020-11-20;5
360;2020-11-20;3
370;2020-11-20;20
376;2020-11-20;5
390;2020-11-20;7
400;2020-11-20;7
410;2020-11-20;2
420;2020-11-20;3
430;2020-11-20;2
440;2020-11-20;2
450;2020-11-20;4
461;2020-11-20;49
479;2020-11-20;5
480;2020-11-20;4
482;2020-11-20;3
510;2020-11-20;5
530;2020-11-20;6
540;2020-11-20;16
550;2020-11-20;7
561;2020-11-20;28
573;2020-11-20;15
575;2020-11-20;8
580;2020-11-20;10
607;2020-11-20;11
615;2020-11-20;11
621;2020-11-20;21
630;2020-11-20;29
657;2020-11-20;13
661;2020-11-20;22
665;2020-11-20;3
671;2020-11-20;8
706;2020-11-20;3
707;2020-11-20;3
710;2020-11-20;4
727;2020-11-20;11
730;2020-11-20;16
740;2020-11-20;14
741;2020-11-20;7
746;2020-11-20;5
751;2020-11-20;67
756;2020-11-20;3
760;2020-11-20;4
766;2020-11-20;11
773;2020-11-20;31
779;2020-11-20;4
787;2020-11-20;1
791;2020-11-20;6
820;2020-11-20;6
840;2020-11-20;3
846;2020-11-20;4
849;2020-11-20;3
851;2020-11-20;14
860;2020-11-20;2
101;2020-11-21;220
147;2020-11-21;22
151;2020-11-21;19
153;2020-11-21;13
155;2020-11-21;3
157;2020-11-21;13
159;2020-11-21;22
161;2020-11-21;5
163;2020-11-21;2
165;2020-11-21;7
167;2020-11-21;15
169;2020-11-21;10
173;2020-11-21;22
175;2020-11-21;9
183;2020-11-21;4
185;2020-11-21;17
187;2020-11-21;7
190;2020-11-21;4
201;2020-11-21;5
210;2020-11-21;14
217;2020-11-21;17
219;2020-11-21;14
230;2020-11-21;9
240;2020-11-21;12
250;2020-11-21;8
253;2020-11-21;12
259;2020-11-21;17
260;2020-11-21;2
265;2020-11-21;16
269;2020-11-21;9
270;2020-11-21;7
306;2020-11-21;3
316;2020-11-21;5
320;2020-11-21;3
326;2020-11-21;3
329;2020-11-21;4
330;2020-11-21;11
336;2020-11-21;3
340;2020-11-21;1
350;2020-11-21;5
370;2020-11-21;11
376;2020-11-21;3
390;2020-11-21;5
400;2020-11-21;8
410;2020-11-21;1
420;2020-11-21;4
430;2020-11-21;1
440;2020-11-21;1
450;2020-11-21;3
461;2020-11-21;33
479;2020-11-21;10
480;2020-11-21;2
510;2020-11-21;2
530;2020-11-21;7
540;2020-11-21;5
550;2020-11-21;4
561;2020-11-21;26
573;2020-11-21;13
575;2020-11-21;2
580;2020-11-21;6
607;2020-11-21;6
615;2020-11-21;9
621;2020-11-21;13
630;2020-11-21;19
657;2020-11-21;8
661;2020-11-21;27
665;2020-11-21;7
671;2020-11-21;8
706;2020-11-21;4
707;2020-11-21;3
710;2020-11-21;6
727;2020-11-21;8
730;2020-11-21;7
740;2020-11-21;11
741;2020-11-21;1
746;2020-11-21;7
751;2020-11-21;50
756;2020-11-21;2
760;2020-11-21;3
766;2020-11-21;11
773;2020-11-21;4
779;2020-11-21;3
787;2020-11-21;2
791;2020-11-21;4
810;2020-11-21;4
813;2020-11-21;3
820;2020-11-21;8
840;2020-11-21;3
846;2020-11-21;1
849;2020-11-21;1
851;2020-11-21;10
101;2020-11-22;220
147;2020-11-22;23
151;2020-11-22;10
153;2020-11-22;12
155;2020-11-22;1
157;2020-11-22;18
159;2020-11-22;28
161;2020-11-22;4
163;2020-11-22;9
165;2020-11-22;5
167;2020-11-22;25
169;2020-11-22;9
173;2020-11-22;18
175;2020-11-22;15
183;2020-11-22;10
185;2020-11-22;15
187;2020-11-22;2
190;2020-11-22;11
201;2020-11-22;1
210;2020-11-22;7
217;2020-11-22;20
219;2020-11-22;5
223;2020-11-22;6
230;2020-11-22;10
240;2020-11-22;10
250;2020-11-22;5
253;2020-11-22;7
259;2020-11-22;7
260;2020-11-22;3
265;2020-11-22;15
269;2020-11-22;7
270;2020-11-22;4
306;2020-11-22;1
316;2020-11-22;4
320;2020-11-22;2
326;2020-11-22;3
329;2020-11-22;7
330;2020-11-22;4
336;2020-11-22;3
340;2020-11-22;1
350;2020-11-22;4
360;2020-11-22;2
370;2020-11-22;10
376;2020-11-22;9
390;2020-11-22;9
400;2020-11-22;9
420;2020-11-22;2
430;2020-11-22;2
440;2020-11-22;6
450;2020-11-22;5
461;2020-11-22;52
479;2020-11-22;3
480;2020-11-22;2
510;2020-11-22;2
530;2020-11-22;6
540;2020-11-22;3
550;2020-11-22;5
561;2020-11-22;17
573;2020-11-22;15
575;2020-11-22;7
580;2020-11-22;4
607;2020-11-22;10
615;2020-11-22;8
621;2020-11-22;11
630;2020-11-22;17
657;2020-11-22;18
661;2020-11-22;22
665;2020-11-22;4
671;2020-11-22;3
706;2020-11-22;4
707;2020-11-22;4
710;2020-11-22;1
727;2020-11-22;5
730;2020-11-22;8
740;2020-11-22;4
746;2020-11-22;3
751;2020-11-22;64
756;2020-11-22;5
760;2020-11-22;7
766;2020-11-22;10
773;2020-11-22;9
779;2020-11-22;10
791;2020-11-22;11
810;2020-11-22;2
820;2020-11-22;5
840;2020-11-22;3
846;2020-11-22;7
851;2020-11-22;12
101;2020-11-23;232
147;2020-11-23;36
151;2020-11-23;11
153;2020-11-23;19
155;2020-11-23;2
157;2020-11-23;30
159;2020-11-23;21
161;2020-11-23;8
163;2020-11-23;11
165;2020-11-23;4
167;2020-11-23;27
169;2020-11-23;13
173;2020-11-23;15
175;2020-11-23;13
183;2020-11-23;7
185;2020-11-23;12
187;2020-11-23;6
190;2020-11-23;15
201;2020-11-23;4
210;2020-11-23;13
217;2020-11-23;18
219;2020-11-23;10
223;2020-11-23;3
230;2020-11-23;14
240;2020-11-23;15
250;2020-11-23;8
253;2020-11-23;10
259;2020-11-23;11
260;2020-11-23;2
265;2020-11-23;16
269;2020-11-23;11
270;2020-11-23;12
306;2020-11-23;2
316;2020-11-23;4
320;2020-11-23;5
326;2020-11-23;14
329;2020-11-23;8
330;2020-11-23;18
336;2020-11-23;7
340;2020-11-23;4
350;2020-11-23;9
360;2020-11-23;4
370;2020-11-23;10
376;2020-11-23;3
390;2020-11-23;7
400;2020-11-23;6
410;2020-11-23;5
420;2020-11-23;2
430;2020-11-23;5
440;2020-11-23;7
450;2020-11-23;4
461;2020-11-23;55
479;2020-11-23;4
480;2020-11-23;3
510;2020-11-23;6
530;2020-11-23;3
540;2020-11-23;10
550;2020-11-23;7
561;2020-11-23;32
573;2020-11-23;7
575;2020-11-23;6
580;2020-11-23;7
607;2020-11-23;6
615;2020-11-23;11
621;2020-11-23;25
630;2020-11-23;27
657;2020-11-23;9
661;2020-11-23;15
671;2020-11-23;7
706;2020-11-23;1
707;2020-11-23;2
710;2020-11-23;4
727;2020-11-23;4
730;2020-11-23;8
740;2020-11-23;12
741;2020-11-23;6
746;2020-11-23;5
751;2020-11-23;74
756;2020-11-23;6
760;2020-11-23;2
766;2020-11-23;12
773;2020-11-23;6
779;2020-11-23;5
787;2020-11-23;2
791;2020-11-23;6
820;2020-11-23;10
840;2020-11-23;1
846;2020-11-23;4
849;2020-11-23;3
851;2020-11-23;9
101;2020-11-24;264
147;2020-11-24;27
151;2020-11-24;15
153;2020-11-24;15
155;2020-11-24;4
157;2020-11-24;34
159;2020-11-24;36
161;2020-11-24;7
163;2020-11-24;11
165;2020-11-24;10
167;2020-11-24;30
169;2020-11-24;17
173;2020-11-24;25
175;2020-11-24;15
183;2020-11-24;4
185;2020-11-24;26
187;2020-11-24;10
190;2020-11-24;9
201;2020-11-24;3
210;2020-11-24;6
217;2020-11-24;36
219;2020-11-24;15
223;2020-11-24;7
230;2020-11-24;11
240;2020-11-24;5
250;2020-11-24;11
253;2020-11-24;14
259;2020-11-24;18
260;2020-11-24;3
265;2020-11-24;17
269;2020-11-24;9
270;2020-11-24;2
306;2020-11-24;2
316;2020-11-24;7
320;2020-11-24;8
326;2020-11-24;6
329;2020-11-24;6
330;2020-11-24;19
336;2020-11-24;5
340;2020-11-24;2
350;2020-11-24;9
370;2020-11-24;18
376;2020-11-24;5
390;2020-11-24;5
400;2020-11-24;11
410;2020-11-24;9
420;2020-11-24;1
430;2020-11-24;2
440;2020-11-24;3
450;2020-11-24;5
461;2020-11-24;51
479;2020-11-24;6
480;2020-11-24;5
482;2020-11-24;1
510;2020-11-24;5
530;2020-11-24;4
540;2020-11-24;4
550;2020-11-24;7
561;2020-11-24;18
563;2020-11-24;1
573;2020-11-24;24
575;2020-11-24;6
580;2020-11-24;11
607;2020-11-24;18
615;2020-11-24;25
621;2020-11-24;14
630;2020-11-24;22
657;2020-11-24;9
661;2020-11-24;23
665;2020-11-24;4
671;2020-11-24;4
707;2020-11-24;3
710;2020-11-24;5
727;2020-11-24;3
730;2020-11-24;12
740;2020-11-24;18
741;2020-11-24;1
746;2020-11-24;11
751;2020-11-24;79
756;2020-11-24;6
760;2020-11-24;1
766;2020-11-24;20
773;2020-11-24;7
779;2020-11-24;3
791;2020-11-24;7
810;2020-11-24;3
813;2020-11-24;4
820;2020-11-24;2
840;2020-11-24;5
846;2020-11-24;6
851;2020-11-24;13
860;2020-11-24;2
101;2020-11-25;278
147;2020-11-25;33
151;2020-11-25;11
153;2020-11-25;14
155;2020-11-25;6
157;2020-11-25;22
159;2020-11-25;22
161;2020-11-25;6
163;2020-11-25;12
165;2020-11-25;12
167;2020-11-25;22
169;2020-11-25;12
173;2020-11-25;16
175;2020-11-25;17
183;2020-11-25;9
185;2020-11-25;31
187;2020-11-25;10
190;2020-11-25;14
201;2020-11-25;6
210;2020-11-25;19
217;2020-11-25;25
219;2020-11-25;10
223;2020-11-25;7
230;2020-11-25;11
240;2020-11-25;11
250;2020-11-25;9
253;2020-11-25;16
259;2020-11-25;24
260;2020-11-25;3
265;2020-11-25;18
269;2020-11-25;19
270;2020-11-25;6
316;2020-11-25;2
320;2020-11-25;9
326;2020-11-25;1
329;2020-11-25;8
330;2020-11-25;28
336;2020-11-25;2
340;2020-11-25;1
350;2020-11-25;6
360;2020-11-25;4
370;2020-11-25;17
376;2020-11-25;4
390;2020-11-25;9
400;2020-11-25;10
410;2020-11-25;3
420;2020-11-25;2
430;2020-11-25;2
440;2020-11-25;1
450;2020-11-25;4
461;2020-11-25;40
479;2020-11-25;7
480;2020-11-25;1
510;2020-11-25;5
530;2020-11-25;8
540;2020-11-25;14
550;2020-11-25;7
561;2020-11-25;22
573;2020-11-25;11
575;2020-11-25;5
580;2020-11-25;5
607;2020-11-25;12
615;2020-11-25;22
621;2020-11-25;5
630;2020-11-25;36
657;2020-11-25;15
661;2020-11-25;12
665;2020-11-25;4
671;2020-11-25;10
706;2020-11-25;1
707;2020-11-25;3
710;2020-11-25;6
727;2020-11-25;4
730;2020-11-25;7
740;2020-11-25;14
741;2020-11-25;1
746;2020-11-25;11
751;2020-11-25;85
756;2020-11-25;12
760;2020-11-25;10
766;2020-11-25;9
773;2020-11-25;2
779;2020-11-25;1
787;2020-11-25;2
791;2020-11-25;6
810;2020-11-25;5
813;2020-11-25;2
820;2020-11-25;5
840;2020-11-25;3
846;2020-11-25;4
851;2020-11-25;23
101;2020-11-26;262
147;2020-11-26;32
151;2020-11-26;17
153;2020-11-26;17
155;2020-11-26;5
157;2020-11-26;12
159;2020-11-26;32
161;2020-11-26;7
163;2020-11-26;10
165;2020-11-26;4
167;2020-11-26;17
169;2020-11-26;22
173;2020-11-26;10
175;2020-11-26;19
183;2020-11-26;10
185;2020-11-26;21
187;2020-11-26;4
190;2020-11-26;8
201;2020-11-26;2
210;2020-11-26;7
217;2020-11-26;35
219;2020-11-26;9
223;2020-11-26;1
230;2020-11-26;14
240;2020-11-26;9
250;2020-11-26;17
253;2020-11-26;9
259;2020-11-26;15
260;2020-11-26;3
265;2020-11-26;27
269;2020-11-26;6
270;2020-11-26;9
306;2020-11-26;4
316;2020-11-26;6
320;2020-11-26;10
326;2020-11-26;10
329;2020-11-26;6
330;2020-11-26;27
336;2020-11-26;6
350;2020-11-26;3
360;2020-11-26;2
370;2020-11-26;15
376;2020-11-26;11
390;2020-11-26;7
400;2020-11-26;3
410;2020-11-26;3
420;2020-11-26;6
430;2020-11-26;2
440;2020-11-26;6
461;2020-11-26;54
479;2020-11-26;5
480;2020-11-26;4
482;2020-11-26;2
492;2020-11-26;1
510;2020-11-26;9
530;2020-11-26;7
540;2020-11-26;7
550;2020-11-26;3
561;2020-11-26;24
573;2020-11-26;5
575;2020-11-26;8
580;2020-11-26;3
607;2020-11-26;7
615;2020-11-26;17
621;2020-11-26;11
630;2020-11-26;13
657;2020-11-26;20
661;2020-11-26;21
665;2020-11-26;4
671;2020-11-26;4
706;2020-11-26;3
707;2020-11-26;7
710;2020-11-26;8
727;2020-11-26;4
730;2020-11-26;12
740;2020-11-26;21
746;2020-11-26;4
751;2020-11-26;83
756;2020-11-26;4
760;2020-11-26;8
766;2020-11-26;11
773;2020-11-26;6
779;2020-11-26;4
787;2020-11-26;2
791;2020-11-26;9
810;2020-11-26;3
813;2020-11-26;2
820;2020-11-26;8
840;2020-11-26;3
846;2020-11-26;4
851;2020-11-26;16
101;2020-11-27;259
147;2020-11-27;45
151;2020-11-27;13
153;2020-11-27;22
155;2020-11-27;4
157;2020-11-27;19
159;2020-11-27;25
161;2020-11-27;4
163;2020-11-27;16
165;2020-11-27;6
167;2020-11-27;27
169;2020-11-27;23
173;2020-11-27;18
175;2020-11-27;15
183;2020-11-27;9
185;2020-11-27;43
187;2020-11-27;7
190;2020-11-27;19
201;2020-11-27;4
210;2020-11-27;9
217;2020-11-27;29
219;2020-11-27;11
223;2020-11-27;7
230;2020-11-27;11
240;2020-11-27;15
250;2020-11-27;9
253;2020-11-27;11
259;2020-11-27;11
260;2020-11-27;5
265;2020-11-27;20
269;2020-11-27;11
270;2020-11-27;11
316;2020-11-27;6
320;2020-11-27;3
326;2020-11-27;3
329;2020-11-27;8
330;2020-11-27;15
336;2020-11-27;4
340;2020-11-27;5
350;2020-11-27;6
360;2020-11-27;2
370;2020-11-27;12
376;2020-11-27;6
390;2020-11-27;9
400;2020-11-27;3
410;2020-11-27;6
420;2020-11-27;1
430;2020-11-27;7
440;2020-11-27;11
450;2020-11-27;1
461;2020-11-27;68
479;2020-11-27;8
480;2020-11-27;3
510;2020-11-27;2
530;2020-11-27;4
540;2020-11-27;8
550;2020-11-27;3
561;2020-11-27;14
573;2020-11-27;11
575;2020-11-27;16
580;2020-11-27;2
607;2020-11-27;7
615;2020-11-27;16
621;2020-11-27;7
630;2020-11-27;30
657;2020-11-27;12
661;2020-11-27;21
665;2020-11-27;3
671;2020-11-27;3
707;2020-11-27;3
710;2020-11-27;11
727;2020-11-27;4
730;2020-11-27;3
740;2020-11-27;20
741;2020-11-27;2
746;2020-11-27;5
751;2020-11-27;103
756;2020-11-27;6
760;2020-11-27;1
766;2020-11-27;9
773;2020-11-27;3
779;2020-11-27;2
791;2020-11-27;8
810;2020-11-27;1
813;2020-11-27;1
820;2020-11-27;4
840;2020-11-27;1
846;2020-11-27;3
849;2020-11-27;3
851;2020-11-27;21
860;2020-11-27;1
101;2020-11-28;277
147;2020-11-28;50
151;2020-11-28;9
153;2020-11-28;10
155;2020-11-28;8
157;2020-11-28;16
159;2020-11-28;28
161;2020-11-28;8
163;2020-11-28;9
165;2020-11-28;5
167;2020-11-28;21
169;2020-11-28;21
173;2020-11-28;12
175;2020-11-28;16
183;2020-11-28;10
185;2020-11-28;12
187;2020-11-28;6
190;2020-11-28;5
201;2020-11-28;3
210;2020-11-28;11
217;2020-11-28;28
219;2020-11-28;4
223;2020-11-28;14
230;2020-11-28;18
240;2020-11-28;8
250;2020-11-28;11
253;2020-11-28;17
259;2020-11-28;14
260;2020-11-28;1
265;2020-11-28;18
269;2020-11-28;8
270;2020-11-28;4
306;2020-11-28;3
316;2020-11-28;6
320;2020-11-28;3
326;2020-11-28;7
329;2020-11-28;8
330;2020-11-28;15
336;2020-11-28;2
340;2020-11-28;7
350;2020-11-28;8
360;2020-11-28;3
370;2020-11-28;6
376;2020-11-28;7
390;2020-11-28;14
400;2020-11-28;3
410;2020-11-28;1
420;2020-11-28;5
430;2020-11-28;7
440;2020-11-28;3
450;2020-11-28;4
461;2020-11-28;45
479;2020-11-28;2
480;2020-11-28;3
482;2020-11-28;2
530;2020-11-28;3
540;2020-11-28;5
550;2020-11-28;1
561;2020-11-28;10
573;2020-11-28;2
575;2020-11-28;5
580;2020-11-28;4
607;2020-11-28;6
615;2020-11-28;24
621;2020-11-28;7
630;2020-11-28;24
657;2020-11-28;11
661;2020-11-28;17
665;2020-11-28;1
671;2020-11-28;3
706;2020-11-28;4
707;2020-11-28;2
710;2020-11-28;10
727;2020-11-28;2
730;2020-11-28;10
740;2020-11-28;12
746;2020-11-28;7
751;2020-11-28;85
756;2020-11-28;4
760;2020-11-28;3
766;2020-11-28;12
773;2020-11-28;2
779;2020-11-28;3
787;2020-11-28;1
791;2020-11-28;3
810;2020-11-28;1
820;2020-11-28;5
846;2020-11-28;4
851;2020-11-28;11
860;2020-11-28;1
101;2020-11-29;257
147;2020-11-29;43
151;2020-11-29;8
153;2020-11-29;18
155;2020-11-29;3
157;2020-11-29;16
159;2020-11-29;30
161;2020-11-29;6
163;2020-11-29;22
165;2020-11-29;3
167;2020-11-29;36
169;2020-11-29;13
173;2020-11-29;20
175;2020-11-29;26
183;2020-11-29;13
185;2020-11-29;23
187;2020-11-29;2
190;2020-11-29;13
201;2020-11-29;12
210;2020-11-29;10
217;2020-11-29;29
219;2020-11-29;22
223;2020-11-29;7
230;2020-11-29;17
240;2020-11-29;7
250;2020-11-29;5
253;2020-11-29;7
259;2020-11-29;15
260;2020-11-29;4
265;2020-11-29;20
269;2020-11-29;8
270;2020-11-29;5
306;2020-11-29;4
316;2020-11-29;5
320;2020-11-29;6
326;2020-11-29;1
329;2020-11-29;3
330;2020-11-29;21
336;2020-11-29;4
340;2020-11-29;1
350;2020-11-29;7
360;2020-11-29;1
370;2020-11-29;12
376;2020-11-29;10
390;2020-11-29;18
400;2020-11-29;4
410;2020-11-29;3
430;2020-11-29;2
440;2020-11-29;3
450;2020-11-29;2
461;2020-11-29;49
479;2020-11-29;4
480;2020-11-29;4
510;2020-11-29;1
530;2020-11-29;3
540;2020-11-29;5
550;2020-11-29;1
561;2020-11-29;10
573;2020-11-29;3
575;2020-11-29;3
607;2020-11-29;7
615;2020-11-29;14
621;2020-11-29;15
630;2020-11-29;19
657;2020-11-29;9
661;2020-11-29;19
665;2020-11-29;2
671;2020-11-29;4
706;2020-11-29;2
707;2020-11-29;4
710;2020-11-29;9
727;2020-11-29;1
730;2020-11-29;3
740;2020-11-29;11
746;2020-11-29;5
751;2020-11-29;69
756;2020-11-29;3
760;2020-11-29;4
766;2020-11-29;8
779;2020-11-29;1
787;2020-11-29;2
791;2020-11-29;17
810;2020-11-29;2
820;2020-11-29;2
840;2020-11-29;2
846;2020-11-29;6
849;2020-11-29;1
851;2020-11-29;20
860;2020-11-29;2
101;2020-11-30;288
147;2020-11-30;35
151;2020-11-30;22
153;2020-11-30;20
155;2020-11-30;7
157;2020-11-30;27
159;2020-11-30;27
161;2020-11-30;2
163;2020-11-30;20
165;2020-11-30;9
167;2020-11-30;20
169;2020-11-30;31
173;2020-11-30;31
175;2020-11-30;26
183;2020-11-30;15
185;2020-11-30;8
187;2020-11-30;4
190;2020-11-30;18
201;2020-11-30;6
210;2020-11-30;17
217;2020-11-30;36
219;2020-11-30;15
223;2020-11-30;5
230;2020-11-30;23
240;2020-11-30;15
250;2020-11-30;11
253;2020-11-30;9
259;2020-11-30;8
260;2020-11-30;7
265;2020-11-30;33
269;2020-11-30;12
270;2020-11-30;13
306;2020-11-30;6
316;2020-11-30;9
320;2020-11-30;10
326;2020-11-30;12
329;2020-11-30;10
330;2020-11-30;24
336;2020-11-30;6
340;2020-11-30;3
350;2020-11-30;13
360;2020-11-30;1
370;2020-11-30;15
376;2020-11-30;12
390;2020-11-30;22
400;2020-11-30;2
410;2020-11-30;13
420;2020-11-30;1
430;2020-11-30;5
440;2020-11-30;3
450;2020-11-30;7
461;2020-11-30;71
479;2020-11-30;5
480;2020-11-30;6
510;2020-11-30;4
530;2020-11-30;5
540;2020-11-30;7
550;2020-11-30;2
561;2020-11-30;9
573;2020-11-30;5
575;2020-11-30;3
580;2020-11-30;1
607;2020-11-30;11
615;2020-11-30;26
621;2020-11-30;13
630;2020-11-30;19
657;2020-11-30;16
661;2020-11-30;17
665;2020-11-30;1
671;2020-11-30;6
706;2020-11-30;6
707;2020-11-30;7
710;2020-11-30;17
727;2020-11-30;1
730;2020-11-30;10
740;2020-11-30;14
746;2020-11-30;18
751;2020-11-30;145
756;2020-11-30;1
760;2020-11-30;8
766;2020-11-30;18
773;2020-11-30;1
779;2020-11-30;1
787;2020-11-30;2
791;2020-11-30;8
810;2020-11-30;1
813;2020-11-30;1
820;2020-11-30;2
840;2020-11-30;1
846;2020-11-30;6
849;2020-11-30;1
851;2020-11-30;23
860;2020-11-30;1
101;2020-12-01;401
147;2020-12-01;64
151;2020-12-01;21
153;2020-12-01;26
155;2020-12-01;7
157;2020-12-01;27
159;2020-12-01;26
161;2020-12-01;15
163;2020-12-01;29
165;2020-12-01;12
167;2020-12-01;31
169;2020-12-01;24
173;2020-12-01;22
175;2020-12-01;36
183;2020-12-01;14
185;2020-12-01;20
187;2020-12-01;6
190;2020-12-01;25
201;2020-12-01;12
210;2020-12-01;19
217;2020-12-01;28
219;2020-12-01;18
223;2020-12-01;7
230;2020-12-01;24
240;2020-12-01;13
250;2020-12-01;11
253;2020-12-01;10
259;2020-12-01;21
260;2020-12-01;4
265;2020-12-01;25
269;2020-12-01;9
270;2020-12-01;4
306;2020-12-01;6
316;2020-12-01;6
320;2020-12-01;13
326;2020-12-01;5
329;2020-12-01;4
330;2020-12-01;38
336;2020-12-01;7
340;2020-12-01;3
350;2020-12-01;5
360;2020-12-01;3
370;2020-12-01;19
376;2020-12-01;10
390;2020-12-01;22
400;2020-12-01;4
410;2020-12-01;8
420;2020-12-01;5
430;2020-12-01;2
440;2020-12-01;3
450;2020-12-01;5
461;2020-12-01;64
479;2020-12-01;4
480;2020-12-01;7
510;2020-12-01;1
530;2020-12-01;1
540;2020-12-01;17
550;2020-12-01;2
561;2020-12-01;13
573;2020-12-01;7
575;2020-12-01;6
580;2020-12-01;4
607;2020-12-01;11
615;2020-12-01;29
621;2020-12-01;14
630;2020-12-01;25
657;2020-12-01;24
661;2020-12-01;26
665;2020-12-01;1
671;2020-12-01;2
706;2020-12-01;5
707;2020-12-01;1
710;2020-12-01;4
727;2020-12-01;5
730;2020-12-01;15
740;2020-12-01;12
746;2020-12-01;13
751;2020-12-01;121
756;2020-12-01;2
760;2020-12-01;3
766;2020-12-01;14
773;2020-12-01;1
779;2020-12-01;5
787;2020-12-01;3
791;2020-12-01;9
813;2020-12-01;1
820;2020-12-01;3
846;2020-12-01;4
851;2020-12-01;34
860;2020-12-01;1
101;2020-12-02;414
147;2020-12-02;59
151;2020-12-02;27
153;2020-12-02;33
155;2020-12-02;3
157;2020-12-02;36
159;2020-12-02;23
161;2020-12-02;9
163;2020-12-02;23
165;2020-12-02;10
167;2020-12-02;51
169;2020-12-02;28
173;2020-12-02;33
175;2020-12-02;31
183;2020-12-02;19
185;2020-12-02;18
187;2020-12-02;6
190;2020-12-02;22
201;2020-12-02;4
210;2020-12-02;15
217;2020-12-02;39
219;2020-12-02;18
223;2020-12-02;11
230;2020-12-02;29
240;2020-12-02;9
250;2020-12-02;21
253;2020-12-02;23
259;2020-12-02;15
260;2020-12-02;7
265;2020-12-02;30
269;2020-12-02;14
270;2020-12-02;11
306;2020-12-02;6
316;2020-12-02;13
320;2020-12-02;19
326;2020-12-02;11
329;2020-12-02;12
330;2020-12-02;34
336;2020-12-02;6
340;2020-12-02;7
350;2020-12-02;8
360;2020-12-02;2
370;2020-12-02;16
376;2020-12-02;15
390;2020-12-02;35
400;2020-12-02;9
410;2020-12-02;7
430;2020-12-02;8
440;2020-12-02;2
450;2020-12-02;1
461;2020-12-02;82
479;2020-12-02;8
480;2020-12-02;2
482;2020-12-02;1
510;2020-12-02;3
530;2020-12-02;6
540;2020-12-02;6
550;2020-12-02;7
561;2020-12-02;15
573;2020-12-02;3
575;2020-12-02;7
607;2020-12-02;9
615;2020-12-02;24
621;2020-12-02;12
630;2020-12-02;16
657;2020-12-02;10
661;2020-12-02;20
665;2020-12-02;3
671;2020-12-02;4
706;2020-12-02;6
707;2020-12-02;1
710;2020-12-02;8
727;2020-12-02;4
730;2020-12-02;18
740;2020-12-02;12
746;2020-12-02;14
751;2020-12-02;147
756;2020-12-02;12
760;2020-12-02;9
766;2020-12-02;13
773;2020-12-02;1
779;2020-12-02;3
787;2020-12-02;1
791;2020-12-02;17
810;2020-12-02;1
820;2020-12-02;2
840;2020-12-02;1
846;2020-12-02;5
849;2020-12-02;3
851;2020-12-02;45
860;2020-12-02;1
101;2020-12-03;409
147;2020-12-03;60
151;2020-12-03;36
153;2020-12-03;25
155;2020-12-03;9
